link,Title,Description,Language,Creator,Publisher,Provider,Resource Class,Resource Type,Subject,Date Issued,Bounding Box,Spatial Coverage,Scale,Format,Documentation,Identifier,Member Of,Code,Access Rights,Status,Date Accessioned
['https://d.lib.msu.edu/maps/11/datastream/MODS/view/'],Michigan,"Prime meridians: Greenwich, Washington.",eng,"Burr, David H.",D.H. Burr,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1831,W 88°--W 82°/N 47°--N 41°30ʹ,Michigan,"Scale approximately 1:2,000,000",TIFF,http://catalog.lib.msu.edu/record=b12049205,https://n2t.net/ark:/85335/m5129b,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/12/datastream/MODS/view/'],An improved edition of a map of the surveyed parts of the Territory of Michigan,Prime meridians: Greenwich and Washington.,eng,"Farmer, John",J.H. Colton and Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1836,W 87°00ʹ--W 82°30ʹ/N 43°30ʹ--N 41°30ʹ,Michigan,Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12049207,https://n2t.net/ark:/85335/m5wk4c,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/13/datastream/MODS/view/'],Map of the surveyed part of the territory of Michigan,Prime meridian: Washington.,eng,"Risdon, Orange",O. Risdon,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1825,W 84°22ʹ00ʺ--W 82°23ʹ00ʺ/N 43°59ʹ00ʺ--N 41°35ʹ00ʺ,Michigan,"Scale 1:253,440. 4 miles to an inch",TIFF,http://catalog.lib.msu.edu/record=b12049216,https://n2t.net/ark:/85335/m5rs2f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/14/datastream/MODS/view/'],"A map of the Garden of Eden, before God destroy'd it with the flood",Oriented with north to the left.,eng,undefined,Printed by E. Cave,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1738,undefined,undefined,Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12406010,https://n2t.net/ark:/85335/m52r3nx07,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/15/datastream/MODS/view/'],Map of the black lead mines &c. in Cumberland,Relief shown pictorially.,eng,undefined,"Printed by E. Cave, jun",University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1751,W 3°25ʹ29ʺ--W 3°05ʹ33ʺ/N 54°41ʹ51ʺ--N 54°28ʹ26ʺ,England,"Scale approximately 1:120,000",TIFF,http://catalog.lib.msu.edu/record=b12406011,https://n2t.net/ark:/85335/m56h4cq5v,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/16/datastream/MODS/view/'],"A compleat map of Germany comprehending in one view the different seats of the present war, 1759",Relief shown pictorially.,eng,Seven Years' War (1756-1763),Printed by D. Henry and R. Cave,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1759,E 1°25ʹ--E 19°04ʹ/N 55°03ʹ--N 44°57ʹ,Germany,"Scale approximately 1:4,250,000",TIFF,http://catalog.lib.msu.edu/record=b12406013,https://n2t.net/ark:/85335/m5tb0xv5m,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/17/datastream/MODS/view/'],"An accurate map of all his Majesty's dominions in Germany, with the adjacent countries",Published in the Gentlemen's magazine for January 1761.,eng,"Hanover, House of",Printed by D. Henry,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1761,E 7°39ʹ--E 12°08ʹ/N 53°44ʹ--N 51°15ʹ,Hannover (Germany : Province),"Scale approximately 1:1,448,228",TIFF,http://catalog.lib.msu.edu/record=b12406018,https://n2t.net/ark:/85335/m5z02z85z,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/18/datastream/MODS/view/'],The seat of war in the circle of Westphalia,Oriented with north to the upper right.,eng,Seven Years' War (1756-1763),Printed by D. Henry and R. Cave,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1757,E 2°15ʹ--E 10°28ʹ/N 54°44ʹ--N 50°39ʹ,Westphalia (Germany),"Scale approximately 1:2,543,400",TIFF,http://catalog.lib.msu.edu/record=b12406015,https://n2t.net/ark:/85335/m5ks6j476,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/19/datastream/MODS/view/'],A map of the Surrey side the Thames,"Includes ""Explanation."".",eng,undefined,"Printed for D. Henry, and R. Cave",University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1766,W 0°07ʹ15ʺ--W 0°05ʹ31ʺ/N 51°30ʹ46ʺ--N 51°29ʹ17ʺ,England,Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12406021,https://n2t.net/ark:/85335/m5qj77z1j,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/20/datastream/MODS/view/'],The road from London to York,Relief shown pictorially.,eng,"Gibson, J. (John)",Printed by D. Henry,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1766,W 1°17ʹ--W 0°04ʹ/N 53°58ʹ--N 51°28ʹ,England,"Scale approximately 1:320,000",TIFF,http://catalog.lib.msu.edu/record=b12406037,https://n2t.net/ark:/85335/m5x34mr81,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/21/datastream/MODS/view/'],The north coast of Russia from the latest discoveries,"Detached from: The gentleman's magazine, and historical chronicle. Volume XIX : for the year M.DCC.XLIX. London : Printed by Edw. Cave, 1749. Originally published in the June 1749 issue, following page 248.",eng,undefined,"Printed by E. Cave, jun",University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1749,E 50째--W 169째/N 80째--N 50째,"Russia, Northern",Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12406040,https://n2t.net/ark:/85335/m5sb3wz5c,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/23/datastream/MODS/view/'],"No. 1, plan of the old streets about London Bridge","At head of title: ""Gent Mag."".",eng,Michigan State University,Gentleman's Magazine,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1760,W 0°05ʹ28ʺ--W 0°04ʹ55ʺ/N 51°30ʹ50ʺ--N 51°30ʹ28ʺ,England,Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12049197,https://n2t.net/ark:/85335/m5ht2gb78,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/24/datastream/MODS/view/'],Plan for settling new colonies,Map shows a plan for a town in the new American colonies.,eng,Michigan State University,Gentleman's Magazine,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1769,undefined,United States,Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12049219,https://n2t.net/ark:/85335/m5d21rj3f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/25/datastream/MODS/view/'],An accurate map of his R. H. the Duke of York's journey thro Italy in 1763 & 1764,undefined,eng,"Gibson, J. (John)",Gentleman's Magazine,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1764,E 7°46ʹ00ʺ--E 15°37ʹ00ʺ/N 46°08ʹ00ʺ--N 40°45ʹ00ʺ,Italy,"Scale approximately 1:2,300,000",TIFF,http://catalog.lib.msu.edu/record=b12050220,https://n2t.net/ark:/85335/m58911q8k,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/26/datastream/MODS/view/'],"A map of the Old World, as it appeared before God destroy'd it with the waters of the flood","Depicts Europe, Africa, and Asia as a single landmass surrounded by a ""Great Abyss."" Includes outlines of present-day Europe, Africa, and Asia.",eng,"Bowen, Emanuel",Printed by E. Cave,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1736,W 21°05ʹ00ʺ--W 168°02ʹ00ʺ/N 78°12ʹ00ʺ--S 43°04ʹ00ʺ,Eastern Hemisphere,Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12049177,https://n2t.net/ark:/85335/m54j09x4f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/27/datastream/MODS/view/'],"North America upon the globular projection, drawn from the latest and best authorities",Relief shown pictorially.,eng,"Bowen, Emanuel","printed and sold by W. Owen, and by Benjamin Martin",University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1764,W 150°00ʹ00ʺ--E 1°50ʹ00ʺ/N 70°00ʹ00ʺ--S 0°00ʹ00ʺ,America,Scale not given,TIFF,http://catalog.lib.msu.edu/record=b12049179,https://n2t.net/ark:/85335/m50v89h3g,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/28/datastream/MODS/view/'],The British governments in Nth. America,Shows colonial boundaries and locations of Indian tribes.,eng,"Gibson, J. (John)",undefined,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1763,W 97°12ʹ00ʺ--W 52°07ʹ00ʺ/N 55°46ʹ00ʺ--N 21°17ʹ00ʺ,United States,"Scale approximately 1:15,206,000",TIFF,http://catalog.lib.msu.edu/record=b12049180,https://n2t.net/ark:/85335/m5w37kv98,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/29/datastream/MODS/view/'],"A map of the countries adjacent to Carlisle, shewing the route of the rebels with their principal fords over ye Rr. Eden",Title from cartouche.,eng,"Smith, G. (Cartographer)",Gentleman's Magazine,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1746,W 3°02ʹ42ʺ--W 2°52ʹ03ʺ/N 54°57ʹ01ʺ--N 54°50ʹ42ʺ,Carlisle (England),"Scale approximately 1:50,000",TIFF,http://catalog.lib.msu.edu/record=b12049196,https://n2t.net/ark:/85335/m5rb6w25j,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/30/datastream/MODS/view/'],Map of Almena Tp,"Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 85°52ʹ43ʺ--W 85°45ʹ55ʺ/N 42°19ʹ55ʺ--N 42°14ʹ40ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12060606,https://n2t.net/ark:/85335/m5v698c1w,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/31/datastream/MODS/view/'],Map of Antwerp,"Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 85°52ʹ43ʺ--W 85°45ʹ52ʺ/N 42°14ʹ41ʺ--N 42°09ʹ25ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062491,https://n2t.net/ark:/85335/m5000006t,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/32/datastream/MODS/view/'],Map of Arlington Tp,"Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°06ʹ33ʺ--W 85°59ʹ37ʺ/N 42°19ʹ56ʺ--N 42°14ʹ37ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062566,https://n2t.net/ark:/85335/m53r0pt2f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/33/datastream/MODS/view/'],Bangor,"Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°13ʹ26ʺ--W 86°06ʹ30ʺ/N 42°19ʹ56ʺ--N 42°14ʹ35ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062603,https://n2t.net/ark:/85335/m57h1dm6k,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/34/datastream/MODS/view/'],Map of Bloomingdale,"Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 85°59ʹ40ʺ--W 85°52ʹ43ʺ/N 42°25ʹ11ʺ--N 42°19ʹ55ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062605,https://n2t.net/ark:/85335/m5b853h90,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/35/datastream/MODS/view/'],Columbia,"Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°06ʹ37ʺ--W 85°59ʹ39ʺ/N 42°25ʹ08ʺ--N 42°19ʹ55ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062619,https://n2t.net/ark:/85335/m5g15tb3c,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/36/datastream/MODS/view/'],Covert,"Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°21ʹ52ʺ--W 86°13ʹ24ʺ/N 42°19ʹ53ʺ--N 42°14ʹ34ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062620,https://n2t.net/ark:/85335/m51r6n10d,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/37/datastream/MODS/view/'],"Map of Decatur Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 85°59ʹ33ʺ--W 85°52ʹ37ʺ/N 42°09ʹ26ʺ--N 42°04ʹ09ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062622,https://n2t.net/ark:/85335/m55h7bt44,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/38/datastream/MODS/view/'],"Map of Geneva Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°13ʹ31ʺ--W 86°06ʹ33ʺ/N 42°25ʹ09ʺ--N 42°19ʹ53ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062625,https://n2t.net/ark:/85335/m5ms3k17f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/39/datastream/MODS/view/'],"Map of Hamilton Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°06ʹ29ʺ--W 85°59ʹ30ʺ/N 42°09ʹ25ʺ--N 42°04ʹ12ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062626,https://n2t.net/ark:/85335/m5c24qn2q,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/40/datastream/MODS/view/'],"Map of Hartford Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°13ʹ24ʺ--W 86°06ʹ29ʺ/N 42°14ʹ38ʺ--N 42°09ʹ24ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062630,https://n2t.net/ark:/85335/m5c824f0b,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/41/datastream/MODS/view/'],"Map of Keeler Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°13ʹ22ʺ--W 86°06ʹ27ʺ/N 42°09ʹ25ʺ--N 42°04ʹ14ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062634,https://n2t.net/ark:/85335/m5mk6581s,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/42/datastream/MODS/view/'],"Map of Paw Paw Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 85°59ʹ38ʺ--W 85°52ʹ39ʺ/N 42°15ʹ31ʺ--N 42°09ʹ23ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062641,https://n2t.net/ark:/85335/m5gt5ff71,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/43/datastream/MODS/view/'],"Map of Lawrence Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°06ʹ30ʺ--W 85°59ʹ33ʺ/N 42°15ʹ08ʺ--N 42°09ʹ23ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062638,https://n2t.net/ark:/85335/m5h12v73m,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/44/datastream/MODS/view/'],"Map of Pine Grove Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 85°52ʹ46ʺ--W 85°45ʹ51ʺ/N 42°25ʹ14ʺ--N 42°19ʹ54ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062644,https://n2t.net/ark:/85335/m5f18sf34,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/45/datastream/MODS/view/'],"Map of Porter Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 85°52ʹ39ʺ--W 85°45ʹ46ʺ/N 42°09ʹ26ʺ--N 42°04ʹ09ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062645,https://n2t.net/ark:/85335/m59882m9r,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/46/datastream/MODS/view/'],"Map of South Haven Township, Van Buren County, Michigan","Original was cut from map: Orton, M. K. A farm map of Vanburen County, Michigan / compiled from official records and local inspection by W.H. Goss, County Surveyor ; drawn by M.K. Orton. Rockford, Ill. : W.W. Hixson, 1906.",eng,"Orton, M. K.",W.W. Hixson,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1906,W 86°18ʹ41ʺ--W 86°13ʹ26ʺ/N 42°25ʹ09ʺ--N 42°19ʹ50ʺ,Michigan,"Scale approximately 1:39,250",TIFF,http://catalog.lib.msu.edu/record=b12062648,https://n2t.net/ark:/85335/m5pk07218,06d-01,06d-01,Public,Active,2021-06-02
