Information,Status,b1g_code_s,dct_isPartOf_sm,b1g_status_s,suppressed_b,dc_subject_sm,b1g_dateAccessioned_s,dc_format_s,solr_geom,b1g_keyword_sm,layer_geom_type_s,dct_provenance_s,dct_accrualMethod_s,b1g_image_ss,dct_issued_s,dc_description_s,dc_identifier_s,dct_accessRights_sm,dct_temporal_sm,b1g_date_range_drsim,solr_year_i,dc_rights_s,dct_alternativeTitle_sm,dc_language_sm,dc_title_s,layer_slug_s,b1g_dateRetired_s,layer_id_s,b1g_child_record_b,dc_type_sm,dc_publisher_sm,dct_spatial_sm,b1g_centroid_ss,b1g_genre_sm,dc_creator_sm,dc_identifier_s,Download,HTML
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=221,Matching,08a-01,08a-01,Active,FALSE,Biota,2019-03-28,Files,"ENVELOPE(-74.1977,-81.0082,42.755,38.8712)",,Vector,Pennsylvania State University,,,,"This layer represents a potential habitat model for Fish in Pennsylvania at 90 meter resolution. The model associates occurrence of suitable habitat with key environmental factors that can be mapped over the entire region. These key factors include vegetative land cover, presence of human activity, elevation, topographic position, wetland characteristics and stream size and proximity. Areas of potential species presence were tabulated based on current and historical information and a series of conditional statements proceeded using layers derived to depict the key factors on a landscape scale.",f82f62d7-0f55-427c-a99f-18f45fb36c48,,2000,[2000 TO 2000],2000,Public,,English,"Gap Analysis Program, Fish Habitat Models -90Meter: Pennsylvania",f82f62d7-0f55-427c-a99f-18f45fb36c48,,,FALSE,Dataset,The Pennsylvania State University,Pennsylvania,"40.8131,-77.6029",Geospatial data,"Wayne L. Myers, Joseph A. Bishop",http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=221,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=221,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=gapfish90.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=222,Matching,08a-01,08a-01,Active,FALSE,Biota|Environment,2019-03-28,Files,"ENVELOPE(-74.617,-80.5181,42.234,39.693)",,Vector,Pennsylvania State University,,,,"Part of the Pennsylvania Gap Analysis Project the Breeding Bird Atlas database indicates bird species and nesting behavior of known birds species in Pennsylvania. The database is organized into two primary segments; the block and the species lists (data). Blocks are defined by a code for the USGS topographic map, and the block number. All records are organized by the Atlas region. Various attributes of the Atlas block are incorporated, including geographic features (physiographic locations), effort (hours of fieldwork). The species segment, being replicated the full 320,000 times, was kept to a minimal size, and lists only the species and breeding code, the year and comment. Evidence of birds nesting within an Atlas block was recorded with a set of codes that describe behavior and physical evidence of nesting. These codes are divided into four hierarchical categories, three of which indicate breeding. ""Observed,"" ""Possible,"" ""Probable,"" and ""Confirmed"" breeding codes represent increasing evidence that nesting occurred within the block a species was recorded. ""Probable"" and ""Confirmed"" categories were further segregated into hierarchical codes that represent individual breeding behaviors or physical evidence of nesting. A description of breeding codes may be provided upon request. All of Pennsylvania\'s 4,928 atlas ""blocks"" were surveyed, with an average of 65 species per block recorded. A total of 188 breeding species were documented statewide. Data catalogued geographically by atlas ""block,"" USGS 7.5 minute quadrangle, county, and physiographic province. Species files include political status designation and a number of life-history characteristics.",8131b073-518c-41f9-a9ea-eedae0344df8,,1994,[1994 TO 1994],1994,Public,,English,Breeding Bird Atlas: Pennsylvania,8131b073-518c-41f9-a9ea-eedae0344df8,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9635,-77.5676",Geospatial data,Daniel W. Brauning and F. B. Gill|Pennsylvania Game Commission,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=222,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=222,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=pabba1994.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2226,Matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,,,,"This table contains the values of all the metrics calculated for the subwatersheds in the Eastern Brook Trout Joint Venture brook trout assessment. The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia. The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout. One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations. This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities. The subwatershed classifications are based on a combination of quantitative information collected by state agencies and qualitative judgment calls by local experts.",90ed99b4-ca28-492e-b4ed-e287da508ae2,,2006,[2006 TO 2006],2006,Public,,English,All Metrics: Eastern Brook Trout Joint Venture: Pennsylvania,90ed99b4-ca28-492e-b4ed-e287da508ae2,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,United States Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2226,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2226,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=USDA_usda_fs_d_allmetrics.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2227,Matching,08a-01,08a-01,Active,FALSE,Biota|Environment,2019-03-28,Files,"ENVELOPE(-66.0369,-84.9214,49.4597,32.3681)",,Vector,Pennsylvania State University,,,,"The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia. The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout. One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations. This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities. The subwatershed classifications are based on a combination of quantitative information collected by state agencies and qualitative judgment calls by local experts.",2a99a97f-8de4-43b3-9b01-0b841bb4f05a,,2006,[2006 TO 2006],2006,Public,,English,Sub-watersheds: Eastern Brook Trout Joint Venture,2a99a97f-8de4-43b3-9b01-0b841bb4f05a,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"40.9139,-75.4792",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2227,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2227,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=USDA_usda_fs_d_ebjvSubwatershed.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2228,Matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,,,,"This table contains the results of the models used to classify the subwatersheds where the population status was unknown or there was only qualitative data available. The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia. The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout. One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations. This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities. The subwatershed classifications are based on a combination of quantitative information collected by state agencies, qualitative judgment calls by local experts, and classification models based on landscape characteristics.",b082df5b-8d76-44c6-96ab-20847432f7e4,,2006,[2006 TO 2006],2006,Public,,English,Final Categories: Eastern Brook Trout Joint Venture: Pennsylvania,b082df5b-8d76-44c6-96ab-20847432f7e4,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,United States Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2228,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2228,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=USDA_usda_fs_d_FinalCategories.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2229,Matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,,,,"This table contains the results of the models used to classify the subwatersheds where the population status was unknown or there was only qualitative data available. The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia. The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout. One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations. This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities. The subwatershed classifications are based on a combination of quantitative information collected by state agencies and qualitative judgment calls by local experts.",6665cbe6-a3ab-4d51-9b5d-ec3a5d8b714b,,2006,[2006 TO 2006],2006,Public,,English,Model Results: Eastern Brook Trout Joint Venture: Pennsylvania,6665cbe6-a3ab-4d51-9b5d-ec3a5d8b714b,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,United States Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2229,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2229,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=USDA_usda_fs_d_ModelResults.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=223,Matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-80.2909,-80.3204,41.642,41.6032)",,Vector,Pennsylvania State University,,,,"Boundary of Conneaut Lake, Crawford County, Pennsylvania. This polyline does not include the many docks that extend into the lake.",3c4bc406-de65-4937-8947-6ba31ec47862,,1993,[1993 TO 1993],1993,Public,,English,Boundary of Conneaut Lake: Pennsylvania,3c4bc406-de65-4937-8947-6ba31ec47862,,,FALSE,Dataset,Western Pennsylvania Conservancy,Pennsylvania,"41.6226,-80.3056",Geospatial data,"Loree Speedy, Western Pennsylvania Conservancy",http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=223,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=223,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=cneat_bndry_nodocks.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2230,Matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,,,,"This table contains the classification tree terminal node numbers for each subwatershed in the Eastern Brook Trout Joint Venture brook trout assessment. The tables also lists the classification probabilities for each node. The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia. The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout. One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations. This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities. The subwatershed classifications are based on a combination of quantitative information collected by state agencies and qualitative judgment calls by local experts.",750fab92-7db9-44e4-b813-12cb316e0209,,2006,[2006 TO 2006],2006,Public,,English,Node Probabilities: Eastern Brook Trout Joint Venture: Pennsylvania,750fab92-7db9-44e4-b813-12cb316e0209,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,United States Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2230,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2230,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=USDA_usda_fs_d_nodeprobabilities.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2231,Matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,,,,"This table contains the pruned classification tree terminal node numbers for each subwatershed in the Eastern Brook Trout Joint Venture brook trout assessment. The tables also lists the classification probabilities for each node. The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia. The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout. One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations. This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities. The subwatershed classifications are based on a combination of quantitative information collected by state agencies and qualitative judgment calls by local experts.",107be2ea-d81c-4735-97d9-61797777af6c,,2006,[2006 TO 2006],2006,Public,,English,Node Probabilities Pruned: Eastern Brook Trout Joint Venture: Pennsylvania,107be2ea-d81c-4735-97d9-61797777af6c,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,United States Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2231,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2231,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=USDA_usda_fs_d_NodeProbPruned.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2232,Matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-80.5211,-74.6895,42.5147,39.7198)",,Vector,Pennsylvania State University,,,,"This table contains the ratings of perturbations to brook trout populations by subwatershed. These ratings were designated by biologists taking part in the Eastern Brook Trout Joint Venture population assessment. The Eastern Brook Trout Joint Venture (EBTJV) is a partnership between state and federal agencies, nongovernmental conservation organizations, and academia. The EBTJV is focused on an effort to protect, restore, and enhance brook trout populations throughout the historic range of the Eastern brook trout. One of the goals of the EBTJV was to produce a subwatershed dataset indicating the current distribution of brook trout populations and their perturbations. This data will aid in quantifying problems, identifying information gaps, and setting restoration priorities. The dataset includes additional information concerning the type and quality of perturbations to brook trout populations. The subwatershed classifications are based on a combination of quantitative information collected by state agencies and qualitative judgment calls by local experts.",8b55703e-6e8c-469a-bf47-4f09deb52e7a,,2006,[2006 TO 2006],2006,Public,,English,Perturbation Ratings: Eastern Brook Trout Joint Venture: Pennsylvania,8b55703e-6e8c-469a-bf47-4f09deb52e7a,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1172,-77.6053",Geospatial data,United States Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2232,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2232,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=USDA_usda_fs_d_PreturbBiolog.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2233,Matching,08a-01,08a-01,Active,FALSE,Biota,2019-03-28,Files,"ENVELOPE(-66.0369,-84.9214,49.4597,32.3681)",,Vector,Pennsylvania State University,,,,"The Eastern Brook Trout Joint Venture (EBTJV) is the nation's first pilot project under the National Fish Habitat Initiative, which directs locally-driven efforts that build private and public partnerships to improve fish habitat. The long-term goals of the EBTJV are to develop a comprehensive restoration and education strategy to improve aquatic habitat, to raise education awareness, and to raise federal, state and local funds for brook trout conservation. In 2005, in recognition of the need to address regional and range-wide threats to brook trout, a group of public and private entities formed the EBTJV to halt the decline of brook trout and restore fishable populations. The group spearheaded a range-wide assessment of brook trout populations and threats to brook trout and brook trout habitat in the Eastern United States (report forthcoming). Seventeen states are currently drafting strategies to prioritize policy changes and on-the-ground actions to improve water quality and restore brook trout habitat and populations in their individual state using locally-driven, incentive-based, and non-regulatory programs.",659628d0-4650-4035-9d61-787c10b89f15,,2006,[2006 TO 2006],2006,Public,,English,Eastern Brook Trout Joint Venture: Pennsylvania,659628d0-4650-4035-9d61-787c10b89f15,,,FALSE,Dataset,Eastern Brook Trout Joint Venture,United States of America,"40.9139,-75.4792",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2233,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2233,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=EBTJV.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=224,Matching,08a-01,08a-01,Active,FALSE,Biota,2019-03-28,Files,"ENVELOPE(-80.37,-80.4039,42.0243,42.004)",,Vector,Pennsylvania State University,,,,"This shapefile is representative of the five zones which Erie Bluffs State Park was split into for the Bioblitzes (24 hour inventory of all living things in the park) of May 14,15 2004 and July 16, 17 2004. These zones are split more or less by the different natural community types within the park.",0baf0049-c0f0-479b-976f-d8e123a5f230,,2004,[2004 TO 2004],2004,Public,,English,Bioblitz zones for Erie Bluffs State Park: Pennsylvania,0baf0049-c0f0-479b-976f-d8e123a5f230,,,FALSE,Dataset,Western Pennsylvania Conservancy,Pennsylvania,"42.0142,-80.3869",Geospatial data,"Ephraim Zimmerman, Western Pennsylvania Conservancy",http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=224,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=224,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=coho_bioblitzzones.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=225,Matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-77.1696,-77.1766,38.9721,38.9698)",,Vector,Pennsylvania State University,,,,"April 2004 freshwater snail sampling points around Plummer's Island, Montgomery County, Maryland.",3883d598-875e-400d-b789-984aa1744897,,2005,[2005 TO 2005],2005,Public,,English,Snail Sampling points Plummers Island: Pennsylvania,3883d598-875e-400d-b789-984aa1744897,,,FALSE,Dataset,Western Pennsylvania Conservancy,Maryland,"38.971,-77.1731",Geospatial data,"Ryan Evans, Pennsylvania Natural Heritage Program - Pittsburgh office",http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=225,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=225,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=plummers_spring.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=226,Matching,08a-01,08a-01,Active,FALSE,Biota,2019-03-28,Files,"ENVELOPE(-78.0427,-78.1063,39.9885,39.7312)",,Vector,Pennsylvania State University,,,,"This dataset shows the land covertypes within 100 meters of Licking Creek and its tributary, Big Cove Creek in Fulton County, Pa from the Franklin County Line to US 30 on Licking Creek and US 522 on Big Cove Creek. 2003 color aerial photography from the PA MAP Project were used to digitize the cover types.",fbf92808-8953-4dc3-a115-8e9042ec7f97,,2005,[2005 TO 2005],2005,Public,,English,Licking Creek riparian zones: Pennsylvania,fbf92808-8953-4dc3-a115-8e9042ec7f97,,,FALSE,Dataset,Western Pennsylvania Conservancy,Pennsylvania,"39.8599,-78.0745",Geospatial data,Western Pennsylvania Conservancy,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=226,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=226,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=riparian_covertypes_licking_83pas.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2269,Matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-79.693,-79.2102,41.1707,40.5249)",,Vector,Pennsylvania State University,,,,"The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. The FIRM Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by FEMA. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all FIRM Databases and corresponding LOMRs available on the publication date of the data set. The specification for the horizontal control of FIRM Databases is consistent with those required for mapping at a scale of 1:12,000. This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Dataum of 1983 (NSRS-2007).",bf327d7a-bf64-4772-8f45-f57273a94811,,2016,[2016 TO 2016],2016,Public,,English,"National Flood Hazard Layer: Armstrong County, Pennsylvania",bf327d7a-bf64-4772-8f45-f57273a94811,,,FALSE,Dataset,State of Pennsylvania,United States of America,"40.8478,-79.4516",Geospatial data,Federal Emergency Management Agency,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2269,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2269,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=NFHL_Pennsylvania2016.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=227,Matching,08a-01,08a-01,Active,FALSE,Biota,2019-03-28,Files,"ENVELOPE(-78.1284,-78.2516,39.8559,39.721)",,Vector,Pennsylvania State University,,,,"This dataset shows the land covertypes within 100 meters of Tonoloway Creek and Little Tonoloway Creek in Fulton County, Pa from the Maryland State Line to US 522 for Tonoloway Creek and Deneen Gap for Little Tonoloway Creek.",097e632a-db91-41eb-84f0-3c4678ab886a,,2005,[2005 TO 2005],2005,Public,,English,Tonoloway Creek riparian zones,097e632a-db91-41eb-84f0-3c4678ab886a,,,FALSE,Dataset,Western Pennsylvania Conservancy,Pennsylvania,"39.7884,-78.19",Geospatial data,Western Pennsylvania Conservancy,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=227,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=227,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=riparian_covertypes_tonoloway_83pas.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2270,Matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-80.5193,-79.839,40.4778,39.9521)",,Vector,Pennsylvania State University,,,,"The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. The FIRM Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by FEMA. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all FIRM Databases and corresponding LOMRs available on the publication date of the data set. The specification for the horizontal control of FIRM Databases is consistent with those required for mapping at a scale of 1:12,000. This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Dataum of 1983 (NSRS-2007).",a51e3d68-2d25-4f6a-a7ff-a2afca7e4a7c,,2016,[2016 TO 2016],2016,Public,,English,"National Flood Hazard Layer: Washington County, Pennsylvania",a51e3d68-2d25-4f6a-a7ff-a2afca7e4a7c,,,FALSE,Dataset,State of Pennsylvania,United States of America,"40.215,-80.1791",Geospatial data,Federal Emergency Management Agency,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2270,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2270,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=NFHL_Pennsylvania2016.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2271,Matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-77.4711,-76.9549,40.0699,39.7198)",,Vector,Pennsylvania State University,,,,"The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. The FIRM Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by FEMA. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all FIRM Databases and corresponding LOMRs available on the publication date of the data set. The specification for the horizontal control of FIRM Databases is consistent with those required for mapping at a scale of 1:12,000. This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Dataum of 1983 (NSRS-2007).",ebb1674c-ffff-4123-8b54-032e02aa61ba,,2016,[2016 TO 2016],2016,Public,,English,"National Flood Hazard Layer: Adams County, Pennsylvania",ebb1674c-ffff-4123-8b54-032e02aa61ba,,,FALSE,Dataset,State of Pennsylvania,United States of America,"39.8948,-77.213",Geospatial data,Federal Emergency Management Agency,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2271,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2271,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=NFHL_Pennsylvania2016.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2272,Matching,08a-01,08a-01,Active,FALSE,Inland Waters,2019-03-28,Files,"ENVELOPE(-78.8084,-78.1349,40.327,39.7225)",,Vector,Pennsylvania State University,,,,"The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. The FIRM Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The FIRM Database is derived from Flood Insurance Studies (FISs), previously published FIRMs, flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by FEMA. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all FIRM Databases and corresponding LOMRs available on the publication date of the data set. The specification for the horizontal control of FIRM Databases is consistent with those required for mapping at a scale of 1:12,000. This file is georeferenced to the Earth's surface using the Geographic Coordinate System (GCS) and North American Dataum of 1983 (NSRS-2007).",2c110053-e25c-458b-b5ef-ec0b33d74a4b,,2012,[2012 TO 2012],2012,Public,,English,"National Flood Hazard Layer: Bedford County, Pennsylvania",2c110053-e25c-458b-b5ef-ec0b33d74a4b,,,FALSE,Dataset,State of Pennsylvania,United States of America,"40.0247,-78.4717",Geospatial data,Federal Emergency Management Agency,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2272,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=2272,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=NFHL_Pennsylvania.html
