identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
f45fe24190114923a4127b9483855196_12,06a-02,Lake Michigan Shoreline,,"This data set is part of the Michigan Geographic Framework. The framework serves as the digital base map for State of Michigan government. Currently the geographic framework contains features including roads, rivers, lakes, streams, railroads, political jurisdiction boundaries, school district boundaries, census area tabulation boundaries and legislative district boundaries. Specifically, this displays a Michigan Great Lake.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-27T12:34:32.000Z,,,Michigan,"-166.6987,70.8794,179.6607,74.2559",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/f45fe24190114923a4127b9483855196_12,"http://gis-midnr.opendata.arcgis.com/datasets/f45fe24190114923a4127b9483855196_12.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/12,,MapServer,Michigan|DNR|Open Data|Fishing|Hydrology|Hydrography|Lake Michigan|Shoreline
40b75b1b466c499dbab6aa85853cdb57_46,06a-02,Aerial Survey 2015 Pattern,,Aerial Survey 2015 Pattern,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-01-07T17:59:40.000Z,,,Michigan,"-170.2215,70.2295,172.0257,75.3714",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/40b75b1b466c499dbab6aa85853cdb57_46,"http://gis-midnr.opendata.arcgis.com/datasets/40b75b1b466c499dbab6aa85853cdb57_46.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/46,,FeatureServer,dnr|Aerial Survey|Forestry
ada179fbf2f54497824a0326e91cfdd6,06a-02,2018 May Oil and Gas Lease Auction Results,,2018 May Oil and Gas Lease Auction Results,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2018-06-18T21:42:19.000Z,,,Michigan,"-93.348,40.168,-80.341,49.259",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/ada179fbf2f54497824a0326e91cfdd6,,https://midnr.maps.arcgis.com/apps/webappviewer/index.html?id=ada179fbf2f54497824a0326e91cfdd6,,,2018|oil|gas|lease|auction
3e28c59c21de444dabf083283e38f5f2_6,06a-02,State Parks Huntable Lands,,"State Parks Open to Hunting includes lands managed by the Michigan Department of Natural Resources Parks and Recreation Division that are open to public hunting.  Please double check with the appropriate agency for specific rules, regulations, and restrictions.",Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-10T15:45:05.000Z,,,Michigan,"-159.221,-16.2559,20.6678,15.8536",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/3e28c59c21de444dabf083283e38f5f2_6,"http://gis-midnr.opendata.arcgis.com/datasets/3e28c59c21de444dabf083283e38f5f2_6.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrHuntableLands/MapServer/6,,MapServer,dnr|hunting|hunting land
b03f2251d9af4b4bb4c3419ac988091d_9,06a-02,DNR Forest Management Unit Office,,"Feature
service of DNR managed GIS data to be published on the MI DNR Open Data site.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-10-25T15:20:16.000Z,,,Michigan,"-168.1417,70.1592,174.2789,76.0633",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/b03f2251d9af4b4bb4c3419ac988091d_9,"http://gis-midnr.opendata.arcgis.com/datasets/b03f2251d9af4b4bb4c3419ac988091d_9.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrBaseFeatures/MapServer/9,,MapServer,Open Data|DNR|Facilities|Forest|Management Unit|Office|Ownership|Fishing|Forestry|Recreation|Park|Wildlife
acbbdc179c7f470581d7f06443bc3317_4,06a-02,Michigan DNR Easement Status,,Easement Status data comes from the LOTS database and is linked to the quarter quarter grid spatial data.  ,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-11-28T19:04:48.000Z,,,Michigan,"-168.0734,69.8345,170.9905,76.0535",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/acbbdc179c7f470581d7f06443bc3317_4,"http://gis-midnr.opendata.arcgis.com/datasets/acbbdc179c7f470581d7f06443bc3317_4.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/dnrMinerals/FeatureServer/4,,FeatureServer,Mineral|Easement|status
1c93c259111241ddb75d308c5d3f2704_3,06a-02,Michigan DNR Parcels,,Michigan DNR Parcels,Geospatial data,,Shapefile,Dataset|Service,Vector,2015-05-13T12:03:50.000Z,,,Michigan,"-168.0818,69.9,174.2443,76.0961",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/1c93c259111241ddb75d308c5d3f2704_3,"http://gis-midnr.opendata.arcgis.com/datasets/1c93c259111241ddb75d308c5d3f2704_3.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/dnrRealEstate/FeatureServer/3,,FeatureServer,dnr|ownership
403b88ca6cc443a59e54eb28e4f4de98_5,06a-02,"State Forest, Wildlife, and Game Areas Open to Hunting",,"State Forests and State Wildlife and Game Areas Open to Hunting includes lands managed by the Michigan Department of Natural Resources Forest Resources Division and Wildlife Division that are open to public hunting.  Please double check with the appropriate agency for specific rules, regulations, and restrictions.",Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-10T15:43:30.000Z,,,Michigan,"-168.0223,70.1391,174.2743,76.0564",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/403b88ca6cc443a59e54eb28e4f4de98_5,"http://gis-midnr.opendata.arcgis.com/datasets/403b88ca6cc443a59e54eb28e4f4de98_5.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrHuntableLands/MapServer/5,,MapServer,dnr|hunting|hunting land
b09c4b4b800a4e75a7b043db1ab5ebb0,06a-02,Website Redesign: Maps available from the former DNR website (3/7/18),,"The DNR website was redesigned and launched on 3/7/18.? There are some map products that have not yet be ported over to the ArcGIS Online environment.? This link takes you information that was available on the former website. If you find something that was previously available, but appears to be missing, please let us know at?dnr-gis@michigan.gov",Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2018-03-08T17:56:59.000Z,,,Michigan,"-93.348,40.168,-80.341,49.259",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/b09c4b4b800a4e75a7b043db1ab5ebb0,,"https://www.michigan.gov/dnr/0,4507,7-350-79133_85340-461455--,00.html",,,website|pdf|maps
bc3a6edaab594f9a90737f2a2f9c9585_3,06a-02,Trout and Salmon Inland Stream Regulation Types (Layer 1 of 4) - BTRA Polygons,,"Features from the 1:24,000 scale National Hydrography Dataset (NHD) were used to depict inland stream trout and salmon Brook Trout Restoration Area (polygon) type regulations for 2019-2020. NHD features were altered to fit the extent of the regulations described in FO 200 and FO 210. Except for streams in the Michigan-Wisconsin Boundary Waters, any other inland stream not classified by type (1-4; GR, RA, BTRA, 10BKT) are still subject to trout and salmon fishing regulations as described on page 40 of the Michigan Fishing Guide. Please see pp. 24-25 for Michigan-Wisconsin Boundary Waters regulations. Note that the 4 inland stream trout and salmon regulation type GIS layers only show the streams classified by type; these layers do not include any streams that are not classified by type. The regulation type associated with a stream feature is indicated in the Reg_Type field and the designation status is indicated in the Designated field (with 0 as non-designated and 1 as designated). Each regulation type is associated with specific rules for the length of the fishing and possession seasons, minimum size limits, and daily possession limits. See FO 200 and the Michigan Fishing Guide for more details about the individual regulation types. Regulation types are as follows: 1 - Type 1 Trout Stream; 2 - Type 2 Trout Stream; 3 - Type 3 Trout Stream; 4 - Type 4 Trout Stream; 10BKT - 10 Brook Trout Stream; BTRA ? Brook Trout Restoration Area; RA - Research Area Trout Stream; GR - Gear Restricted Stream. Designation status is either designated or non-designated. Designated trout streams are inland streams containing a significant population of trout or salmon, as identified by the State of Michigan. Designated trout streams are protected from certain activities, see the Michigan Fishing Guide or FO 210 for more details. All Type 1, Type 2, GR, RA, 10BKT, and BTRA are designated trout streams. Most Type 3 and Type 4 streams are designated trout streams. The main layer shows the majority of inland streams that are classified by type for trout and salmon regulations. However, streams with multiple types will have additional features in the BTRA lines, BTRA polygon or the dual regulation layers. To show all inland streams that are classified by type for trout and salmon regulations, all four layers must be displayed in the proper order using established symbology. The BTRA polygon layer should be displayed on the top of the other layers, with the dual regulations underneath the BTRA polygon, the main file underneath the dual regulations, and finally the BTRA lines on the bottom. When displaying with inland trout and salmon lakes Types A-F and Special Type, all four of the stream layers should be displayed underneath the Types A-F and Special Type layer. For the main regulation type layer, set the drawing order so that specific regulations type display on top of others. Do this by opening the feature class properties in the Table of Contents in ArcMap, then go to Symbology, then Advanced, then Symbol levels and using the following order, from top to bottom: GR, RA, 4_0, 4_1, 3_0, 3_1, 2_1, 10BKT, 1_1. GIS layer was last updated 04/01/2015. Metadata record last updated 4/23/2019.",Geospatial data,,Shapefile,Dataset|Service,Vector,2018-04-19T15:11:33.000Z,,,Michigan,"176.456,71.7098,175.6137,71.8798",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/bc3a6edaab594f9a90737f2a2f9c9585_3,"http://gis-midnr.opendata.arcgis.com/datasets/bc3a6edaab594f9a90737f2a2f9c9585_3.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/dnrFisheriesTroutRegs/FeatureServer/3,,FeatureServer,Institute for Fisheries Research|inlandWaters|FO-210|FO-200|Regulations|Designated Trout Streams|Trout and Salmon Inland Stream Regulations|environment|IFR|MDNR|Michigan|Michigan Department of Natural Resources|boundaries
4b8338eb243e4225bab941a51d48be98_0,06a-02,Michigan DNR Forestry Management Units,,Michigan DNR Forest Management Unit Boundaries,Geospatial data,,Shapefile,Dataset|Service,Vector,2015-05-13T02:07:40.000Z,,,Michigan,"-168.0736,69.8345,174.2369,76.1111",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/4b8338eb243e4225bab941a51d48be98_0,"http://gis-midnr.opendata.arcgis.com/datasets/4b8338eb243e4225bab941a51d48be98_0.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_ForestInventory1/FeatureServer/0,,FeatureServer,dnr|forestry|forest inventory|mifi|management units
6f6b8479664f4da7952c5d60b2a6508c_5,06a-02,Michigan Utility Lines,,"Pipelines, Powerlines, and Underground Cable features.  Data is edited through the forest compartment review process.  Original linework came from 1978 MiRIS base maps.",Geospatial data,,Shapefile,Dataset|Service,Vector,2015-05-13T00:17:46.000Z,,,Michigan,"-168.0646,69.9737,174.3726,76.0849",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/6f6b8479664f4da7952c5d60b2a6508c_5,"http://gis-midnr.opendata.arcgis.com/datasets/6f6b8479664f4da7952c5d60b2a6508c_5.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrBaseFeatures/MapServer/5,,MapServer,dnr|utility|utility lines|Ownership|Fishing|Forestry|Recreation|Park|Wildlife
bf854fc23ce9462a80e3de22a312fbdd_0,06a-02,DNR Drinking Water,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2018-09-11T13:04:11.000Z,,,Michigan,"-168.121,69.9036,171.5535,76.0584",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/bf854fc23ce9462a80e3de22a312fbdd_0,"http://gis-midnr.opendata.arcgis.com/datasets/bf854fc23ce9462a80e3de22a312fbdd_0.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/DNR_Drinking_Water/FeatureServer/0,,FeatureServer,DNR|Base|Features|Drinking|Water
9252bb376cfc467fa3722a36c5d3d06c_52,06a-02,Flightlines 2018,,"Aerial
survey datasets for use in forestry health and planning decisions.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-02-27T13:27:17.000Z,,,Michigan,"-168.1343,69.7119,174.2289,75.4747",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/9252bb376cfc467fa3722a36c5d3d06c_52,"http://gis-midnr.opendata.arcgis.com/datasets/9252bb376cfc467fa3722a36c5d3d06c_52.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/52,,FeatureServer,DNR|forestry|health|aerial|survey|pest|forest|Michigan
b76cee39fbef41f19f2a7a49bdbbc361_23,06a-02,Lake Polygons,,"This dataset was released by James Breck, Michigan Department of Natural Resources, at the Institute for Fisheries Research. The statewide Michigan Hydrography Framework (version?) (based upon TIGER/Line Files, including basemap features based on both MDNR MIRIS files and enhanced linear referencing system built from the Michigan Accident Location Index (MALI)) was utilized as the basis of this dataset. Lake polygons present in this layer were edited (shape, attributes, location, duplicate representations for a lake in multiple counties), created for lakes that were detemined to be missing, and adjusted to reflect our current knowledge of the waterbodies throughout the state. For each lake (~10 acres or larger), a ""New-Key"" was assigned, based upon Humphrys and Green (1962). This unique identifier serves to link these saptial representations to numerous datasets (historical, current, and future) containing information pertaining to water quality, depth, origin, etc..",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-27T12:57:12.000Z,,,Michigan,"-168.225,69.6099,171.1573,76.0806",Michigan State,Michigan DNR,MichiganDNR,http://gis-midnr.opendata.arcgis.com/datasets/b76cee39fbef41f19f2a7a49bdbbc361_23,"http://gis-midnr.opendata.arcgis.com/datasets/b76cee39fbef41f19f2a7a49bdbbc361_23.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/23,,MapServer,Lakes|Hydrography|Lower Peninsula|Current|Inland waters|Digital Water Atlas|Michigan|Upper Peninsula
eb5ae9e3e8bc4b239624efea9aacfa48,06a-02,Bear Registration Stations,,Bear Registration Stations located throughout the State of Michigan.? More information at?Michigan.gov/bear,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2018-08-31T14:31:03.000Z,,,Michigan,"-93.348,40.168,-80.341,49.259",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/eb5ae9e3e8bc4b239624efea9aacfa48,,https://www.midnr.com/Publications/pdfs/ArcGISOnline/interactiveMaps/bear/,,,hunting|wildlife|bear
7e9bf2fa15a74bb496a84ceece09d3d2_38,06a-02,Aerial Survey 2012 Disease/Pest,,Aerial Survey 2012 Disease/Pest,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-01-07T18:04:50.000Z,,,Michigan,"-169.3627,70.8977,171.7529,75.3706",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/7e9bf2fa15a74bb496a84ceece09d3d2_38,"http://gis-midnr.opendata.arcgis.com/datasets/7e9bf2fa15a74bb496a84ceece09d3d2_38.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/38,,FeatureServer,dnr|Aerial Survey|Forestry
ceb1925c395a45b9b44492183f9acf2d_13,06a-02,Lake St. Clair Shoreline,,"This data set is part of the Michigan Geographic Framework. The framework serves as the digital base map for State of Michigan government. Currently the geographic framework contains features including roads, rivers, lakes, streams, railroads, political jurisdiction boundaries, school district boundaries, census area tabulation boundaries and legislative district boundaries. Specifically, this displays a Michigan Great Lake.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-27T12:35:54.000Z,,,Michigan,"-165.3489,75.1083,-166.4289,75.5909",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/ceb1925c395a45b9b44492183f9acf2d_13,"http://gis-midnr.opendata.arcgis.com/datasets/ceb1925c395a45b9b44492183f9acf2d_13.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/13,,MapServer,Michigan|DNR|Open Data|Fishing|Hydrology|Hydrography|Lake St. Clair|St. Clair|Shoreline
d2efb1e309234794963e6a8c8b2077d5_4,06a-02,Michigan DNR Designated Ski Trails,,"Designated Ski Trails are the trails specifically designated for Cross-Country Skiing.  Other uses may exist including, but not limited to motorized vehicles, hiking pathways, equestrian trails, etc.   The trails are located on State, Federal, County, Local, and Private Lands.",Geospatial data,,Shapefile,Dataset|Service,Vector,2015-05-23T13:03:30.000Z,,,Michigan,"-168.3246,70.0476,174.3039,76.0531",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/d2efb1e309234794963e6a8c8b2077d5_4,"http://gis-midnr.opendata.arcgis.com/datasets/d2efb1e309234794963e6a8c8b2077d5_4.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/4,,FeatureServer,dnr|trail|ski|nonmotorized|recreation
6dd96bcc0abe447b9a2150bf93b14106_7,06a-02,Aerial Survey 2002 Pattern,,Aerial Survey 2002 Pattern,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-07-07T16:52:10.000Z,,,Michigan,"-168.6829,70.1951,172.0318,75.8395",Michigan State,Michigan DNR,Michigan Department of Natural Resources,http://gis-midnr.opendata.arcgis.com/datasets/6dd96bcc0abe447b9a2150bf93b14106_7,"http://gis-midnr.opendata.arcgis.com/datasets/6dd96bcc0abe447b9a2150bf93b14106_7.zip?outSR={""latestWkid"":3078,""wkid"":102123}",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/7,,FeatureServer,dnr|Aerial Survey|Forestry
