identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
b0906ff8790f4c2cb75f3f6042087e59,01b-18163,Urban Forestry,,{{default.description}},Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2017-01-02T20:26:32.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-87.6907,37.9093,-87.4508,38.1129",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/b0906ff8790f4c2cb75f3f6042087e59,,https://maps.evansvillegis.com/arcgis_server/rest/services/URBAN_FORESTRY/ENVIRONMENTAL/MapServer,,MapServer,environmental|urban forestry|Parks
9ab52c45f9cd49aebcb8493384c3a821,01b-18163,Economic Development Areas,,Data is maintained by The?Department of Metropolitan Development.?,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2015-05-04T15:11:08.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-87.6817,37.935,-87.4509,38.1671",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/9ab52c45f9cd49aebcb8493384c3a821,,https://maps.evansvillegis.com/arcgis_server/rest/services/ECONOMIC_DEVELOPMENT/DMD_OVERLAYS/MapServer,,MapServer,Evansville|Vanderburgh County|IN|Economic Development|economic
d6f5810cd69e4bc5b08cab57cda1af3b,01b-18163,Foreclosures,,Data maintained by The Vanderburgh County Assessors Office.,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2017-01-02T21:04:37.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-87.6978,37.8346,-87.4517,38.1573",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/d6f5810cd69e4bc5b08cab57cda1af3b,,https://maps.evansvillegis.com/arcgis_server/rest/services/ASSESSOR/FORECLOSURES/MapServer,,MapServer,Parcels|Taxes|Assessment|Foreclosure|Property
23b280d50fee4369b810ecb3e460ef86,01b-18163,Census 2010,,"City of Evansville Vanderburgh US Census Data. This data includes Census Tracts, Block Groups, and Block boundaries. Data is maintained by?Area Plan Commission?and the?United States Census Bureau.",Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2015-10-01T15:30:28.000Z,,,"Evansville, Vanderburgh County, Indiana|Vanderburgh County, Indiana|Indiana","-87.7002,37.8258,-87.4502,38.1694",Indiana,"City of Evansville & Vanderburgh County, Indiana",AreaPlan,http://dev-evansvilleapc.opendata.arcgis.com/datasets/23b280d50fee4369b810ecb3e460ef86,,https://maps.evansvillegis.com/arcgis_server/rest/services/CENSUS/CENSUS/MapServer,,MapServer,Evansville|Vanderburgh County|US Census|Census
75ec51e637f24d9f8256da88f67093cf_0,03a-02,Transit Mobility Coordinator,,Locations of the Mobility Coordinator coverage area in Iowa.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-18T14:58:52.000Z,,,Iowa,"-96.6395,40.3756,-90.1402,43.5011",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/75ec51e637f24d9f8256da88f67093cf_0,"http://public-iowadot.opendata.arcgis.com/datasets/75ec51e637f24d9f8256da88f67093cf_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Transit_Mobility_Coordinator_View/FeatureServer/0,,FeatureServer,Office of Public Transit|Iowa DOT|Iowa Department of Transportation|Mobility Managers|Transit|Assets|Inventory
e41d1ed577d2414a963a9bcfec7a08a2_0,03a-02,Parking Area,,"Point feature class file providing the location, description, and contact information of the Iowa Department of Transportation's Rest and Parking Facilities as well as Weigh Areas. (2015)",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-16T14:23:50.000Z,,,Iowa,"-96.3552,40.6556,-90.4789,90",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/e41d1ed577d2414a963a9bcfec7a08a2_0,"http://public-iowadot.opendata.arcgis.com/datasets/e41d1ed577d2414a963a9bcfec7a08a2_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Parking_Area_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Assets|Inventory|Asset Inventory
a16c4b7650b94161a5c8f124c42f9fbf_0,03a-02,SICL All Data,,"The Iowa DOT's Office of Traffic and Safety has updated a list of the top 200 intersection safety improvement candidate locations (SICL) in Iowa. This list is supplemental to Iowa DOT's primary focus, Iowa's 5 Percent Safety Report. To develop this list, all crashes in Iowa are used to determine an initial cut of intersections that meet the criteria of at least one crash. The intersections identified are then ranked according to the number of crashes, the severity of the crashes, and the rate at which crashes occur. To read more details regarding Iowa's SICL, see Iowa SICL method. The Iowa DOT utilizes crash reports filed by city police departments, county sheriffs, the Iowa State Patrol and individual drivers in determining the listings. The locations identified are eligible for funding assistance to develop safety improvements under the Iowa Traffic Safety Fund Program. Grant applications for funding are competitive and subject to comparison with the 5 percent severe safety needs list. The Iowa DOT will select proposals that provide the greatest safety return on the dollars invested. Proposals must be submitted to the Iowa DOT by June 15th each year to qualify for funding the following year. The Iowa Transportation Commission will consider and approve funding for selected locations during November and December.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-17T15:08:07.000Z,,,Iowa,"-96.6077,40.3874,-90.1726,43.5007",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/a16c4b7650b94161a5c8f124c42f9fbf_0,"http://public-iowadot.opendata.arcgis.com/datasets/a16c4b7650b94161a5c8f124c42f9fbf_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SICL_All_Data_View/FeatureServer/0,,FeatureServer,Crash|Asset|Improvement|SICL|Intersection|Safety|Iowa DOT|Iowa Department of Transportation|Crash Analysis
82729432b0574cdf97a7e70969ef9bbb_0,03a-02,"Permanent Easement ? City, County, Utilities, Railroad",,"Note: This is a subset of the Right of Way Acquisition View to serve out only Permanent Easement Right of Way for city, county, utility and railroad parcels.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-16T20:18:35.000Z,,,Iowa,"-96.6263,40.628,-90.1751,43.4781",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/82729432b0574cdf97a7e70969ef9bbb_0,"http://public-iowadot.opendata.arcgis.com/datasets/82729432b0574cdf97a7e70969ef9bbb_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Perm_Ease_City_Co_Util_RR_View/FeatureServer/0,,FeatureServer,ROW|Right of Way|Iowa DOT|Iowa Department of Transportation|Assets|Inventory
b7426d603c114c0b8941c2120ffe3d02_0,03a-02,Weigh Scale,,"Point feature class file providing the location, description, and contact information of the Iowa Department of Transportation's Rest and Parking Facilities as well as Weigh Areas. (2015)",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-16T14:56:42.000Z,,,Iowa,"-96.3552,40.6556,-90.4789,90",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/b7426d603c114c0b8941c2120ffe3d02_0,"http://public-iowadot.opendata.arcgis.com/datasets/b7426d603c114c0b8941c2120ffe3d02_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Weigh_Scale_View/FeatureServer/0,,FeatureServer,Rest Area|Parking Area|Weigh Scale|Maintenance|Iowa DOT|Iowa Department of Transportation|Assets|Inentory|Asset Inventory
52fbbb12e543431da8e81e899b05dd49_0,03a-02,Crash Data,,General crash-wide data from the prior 10 years.? Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda),Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-17T13:30:53.000Z,,,Iowa,"-96.6455,40.2302,-90.1566,43.5021",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/52fbbb12e543431da8e81e899b05dd49_0,"http://public-iowadot.opendata.arcgis.com/datasets/52fbbb12e543431da8e81e899b05dd49_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Data_View/FeatureServer/0,,FeatureServer,Crash|Traffic|Accident|Safety|Iowa DOT|Iowa Department of Transportation
085cb14977434e2bb2ff65c77f6f995e_0,03a-02,SICL County Traffic Crash Data,,"The Iowa DOT's Office of Traffic and Safety has updated a list of the top 200 intersection safety improvement candidate locations (SICL) in Iowa. This list is supplemental to Iowa DOT's primary focus, Iowa's 5 Percent Safety Report. To develop this list, all crashes in Iowa are used to determine an initial cut of intersections that meet the criteria of at least one crash. The intersections identified are then ranked according to the number of crashes, the severity of the crashes, and the rate at which crashes occur. To read more details regarding Iowa's SICL, see Iowa SICL method. The Iowa DOT utilizes crash reports filed by city police departments, county sheriffs, the Iowa State Patrol and individual drivers in determining the listings. The locations identified are eligible for funding assistance to develop safety improvements under the Iowa Traffic Safety Fund Program. Grant applications for funding are competitive and subject to comparison with the 5 percent severe safety needs list. The Iowa DOT will select proposals that provide the greatest safety return on the dollars invested. Proposals must be submitted to the Iowa DOT by June 15th each year to qualify for funding the following year. The Iowa Transportation Commission will consider and approve funding for selected locations during November and December.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-17T16:20:51.000Z,,,Iowa,"-96.6395,40.3756,-90.1402,43.5011",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/085cb14977434e2bb2ff65c77f6f995e_0,"http://public-iowadot.opendata.arcgis.com/datasets/085cb14977434e2bb2ff65c77f6f995e_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SICL_County_Traffic_Crash_Data_View/FeatureServer/0,,FeatureServer,SICL|Intersection|Safety|Iowa DOT|Iowa Department of Transportation|Crash|Crash Analysis|Assets|Inventory
fa213d10b574456cb29b794358f1f4a3_0,03a-02,Rest Area,,"Point feature class file providing the location, description, and contact information of the Iowa Department of Transportation's Rest and Parking Facilities as well as Weigh Areas. (2015)",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-16T14:41:42.000Z,,,Iowa,"-96.3552,40.6556,-90.4789,90",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/fa213d10b574456cb29b794358f1f4a3_0,"http://public-iowadot.opendata.arcgis.com/datasets/fa213d10b574456cb29b794358f1f4a3_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Rest_Area_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Assets|Inventory|Asset Inventory
1de6150dc80b450886ce65a906ed0019_0,03a-02,RTN Base Station,,"Real-time Network (RTN) Base Stations?locations and information?in and near Iowa??including contact information, location details and more.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-17T12:22:47.000Z,,,Iowa,"-97.0677,39.9432,-90.1428,43.6766",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/1de6150dc80b450886ce65a906ed0019_0,"http://public-iowadot.opendata.arcgis.com/datasets/1de6150dc80b450886ce65a906ed0019_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/RTN_Base_Station_View/FeatureServer/0,,FeatureServer,Survey|RTN|Real-Time Network|Base Station|Iowa DOT|Iowa Department of Transportation|Asset Inventory
a51aed66cccc45b9aa6de4cff99a546a_0,03a-02,SICL Top 601 - 800,,"The Iowa DOT's Office of Traffic and Safety has updated a list of the top 200 intersection safety improvement candidate locations (SICL) in Iowa. This list is supplemental to Iowa DOT's primary focus, Iowa's 5 Percent Safety Report. To develop this list, all crashes in Iowa are used to determine an initial cut of intersections that meet the criteria of at least one crash. The intersections identified are then ranked according to the number of crashes, the severity of the crashes, and the rate at which crashes occur. To read more details regarding Iowa's SICL, see Iowa SICL method. The Iowa DOT utilizes crash reports filed by city police departments, county sheriffs, the Iowa State Patrol and individual drivers in determining the listings. The locations identified are eligible for funding assistance to develop safety improvements under the Iowa Traffic Safety Fund Program. Grant applications for funding are competitive and subject to comparison with the 5 percent severe safety needs list. The Iowa DOT will select proposals that provide the greatest safety return on the dollars invested. Proposals must be submitted to the Iowa DOT by June 15th each year to qualify for funding the following year. The Iowa Transportation Commission will consider and approve funding for selected locations during November and December.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-17T19:45:53.000Z,,,Iowa,"-96.6077,40.3874,-90.1726,43.5007",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/a51aed66cccc45b9aa6de4cff99a546a_0,"http://public-iowadot.opendata.arcgis.com/datasets/a51aed66cccc45b9aa6de4cff99a546a_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SICL_Top_601_800_View/FeatureServer/0,,FeatureServer,Crash|Asset|Improvement|SICL|Intersection|Safety|Iowa DOT|Iowa Department of Transportation|Crash Analysis
4b3f789698874aafba5e4c48da653423_0,03a-02,5 Year Program Structure,,Iowa Highway Five Year Improvement Program with amendments for structures only. Created in June 2018.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-19T17:23:35.000Z,,,Iowa,"-96.6023,40.3916,-90.1617,43.4772",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/4b3f789698874aafba5e4c48da653423_0,"http://public-iowadot.opendata.arcgis.com/datasets/4b3f789698874aafba5e4c48da653423_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/5_Year_Program_Structure_View/FeatureServer/0,,FeatureServer,Asset|Improvement|Five Year Plan|Program Management|Planning|Iowa DOT|Iowa Department of Transportation|Bridge|Culvert|Five|Year|Plan|Program
b56db617f9884a3187da2ba859685da1_0,03a-02,Airport Conical Surface,,"The Conical surface extends outwards and upwards from the boundary of the horizontal surface at a slope of 20:1 for a horizontal distance of 4,000?.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-13T16:20:59.000Z,,,Iowa,"-96.4501,40.4167,-90.2718,43.4809",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/b56db617f9884a3187da2ba859685da1_0,"http://public-iowadot.opendata.arcgis.com/datasets/b56db617f9884a3187da2ba859685da1_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Conical_Surface_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory
377ffc09044646e8a51e74b32ec9c8cd_0,03a-02,Right of Way - Fee Excess,,Note: This is a subset of the Right of Way Acquisition View to serve out only Right of Way Fee Excess Parcels.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-16T19:04:45.000Z,,,Iowa,"-96.6263,40.628,-90.1751,43.4781",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/377ffc09044646e8a51e74b32ec9c8cd_0,"http://public-iowadot.opendata.arcgis.com/datasets/377ffc09044646e8a51e74b32ec9c8cd_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Fee_Excess_View/FeatureServer/0,,FeatureServer,ROW|Right of Way|Iowa DOT|Iowa Department of Transportation|Assets|Inventory
24f7590709754318a7418793cccf05c8_0,03a-02,SICL All Top 1000,,"The Iowa DOT's Office of Traffic and Safety has updated a list of the top 200 intersection safety improvement candidate locations (SICL) in Iowa. This list is supplemental to Iowa DOT's primary focus, Iowa's 5 Percent Safety Report. To develop this list, all crashes in Iowa are used to determine an initial cut of intersections that meet the criteria of at least one crash. The intersections identified are then ranked according to the number of crashes, the severity of the crashes, and the rate at which crashes occur. To read more details regarding Iowa's SICL, see Iowa SICL method. The Iowa DOT utilizes crash reports filed by city police departments, county sheriffs, the Iowa State Patrol and individual drivers in determining the listings. The locations identified are eligible for funding assistance to develop safety improvements under the Iowa Traffic Safety Fund Program. Grant applications for funding are competitive and subject to comparison with the 5 percent severe safety needs list. The Iowa DOT will select proposals that provide the greatest safety return on the dollars invested. Proposals must be submitted to the Iowa DOT by June 15th each year to qualify for funding the following year. The Iowa Transportation Commission will consider and approve funding for selected locations during November and December.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-17T17:51:50.000Z,,,Iowa,"-96.6077,40.3874,-90.1726,43.5007",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/24f7590709754318a7418793cccf05c8_0,"http://public-iowadot.opendata.arcgis.com/datasets/24f7590709754318a7418793cccf05c8_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SICL_All_Top_1000_View/FeatureServer/0,,FeatureServer,Crash|Asset|Improvement|SICL|Intersection|Safety|Iowa DOT|Iowa Department of Transportation|Crash Analysis
abe8637db5f042b0a6e6dd3cd4b3c956_0,03a-02,Crash Person Data,,Person specific data from the prior 10 years. Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda).???These point features depict the last 10 years of crash data and data that is related to injured person information.??Data is updated monthly.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-17T13:50:31.000Z,,,Iowa,"-96.6444,40.2312,-90.1574,43.501",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/abe8637db5f042b0a6e6dd3cd4b3c956_0,"http://public-iowadot.opendata.arcgis.com/datasets/abe8637db5f042b0a6e6dd3cd4b3c956_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Person_Data_View/FeatureServer/0,,FeatureServer,Crash|Accident|Traffic|Safety|Iowa DOT|Iowa Department of Transportation
85a90a6bb498432995feece55cd0a84a_0,03a-02,Rail Line Active,,This layer depicts the current active rail lines for the State of Iowa.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-16T15:28:16.000Z,,,Iowa,"-96.906,40.2489,-89.8372,43.662",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/85a90a6bb498432995feece55cd0a84a_0,"http://public-iowadot.opendata.arcgis.com/datasets/85a90a6bb498432995feece55cd0a84a_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Rail_Line_Active_View/FeatureServer/0,,FeatureServer,Rail|Rail Lines|Freight|Iowa DOT|Iowa Department of Transportation|Inventory|Asset Inventory
