Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
,Congressional Districts,This file was created based on the official congressional boundaries provided by the MD Board of Elections. The file from MD BOE followed the census blocks while the Anne Arundel County Board of Elections needed the file to follow physical features on the ground to match the voter precicnts. This cleanup process was completed by WBCM in conjunction with AA Board of Elections. Updated 11/18/2014 with the 2014 election results. Item Updated: 11-14-2019 12:57 PM,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Political|OITGIS|OIT|AACo|CongressionialDistricts|Boundaries|HouseofRepresentatives|OpenData,2019-10-30T18:07:03.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7134,-76.3930,39.2365",Vector data,Shapefile,https://opendata.aacounty.org/datasets/bb9677b3e9ba42e8ab30936a910dad84_3,https://opendata.aacounty.org/datasets/bb9677b3e9ba42e8ab30936a910dad84_3.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Political_OpenData/MapServer/3,,,bb9677b3e9ba42e8ab30936a910dad84_3,https://hub.arcgis.com/datasets/bb9677b3e9ba42e8ab30936a910dad84_3,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.6692 MB
,Zoning 1952,"1952 Zoning layer for Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|OPZ|AACo|Zoning1952|OpenData,2019-10-31T02:51:05.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7134,-76.3930,39.2362",Vector data,Shapefile,https://opendata.aacounty.org/datasets/c911a38c71bf42368c4a5365c675513e_28,https://opendata.aacounty.org/datasets/c911a38c71bf42368c4a5365c675513e_28.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/28,,,c911a38c71bf42368c4a5365c675513e_28,https://hub.arcgis.com/datasets/c911a38c71bf42368c4a5365c675513e_28,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.9226 MB
,Transportation Impact Fee Zones,"Transportation impact fee zones layer for Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|OPZ|AACo|TransportationImpactFeeZones|OpenData,2019-04-16T14:50:35.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7135,-76.3925,39.2364",Vector data,Shapefile,https://opendata.aacounty.org/datasets/a9d909f4e3004c3d8fddf8ffc51ac37f_24,https://opendata.aacounty.org/datasets/a9d909f4e3004c3d8fddf8ffc51ac37f_24.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/24,,,a9d909f4e3004c3d8fddf8ffc51ac37f_24,https://hub.arcgis.com/datasets/a9d909f4e3004c3d8fddf8ffc51ac37f_24,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.646 MB
,School Impact Fee Zones,"School impact fee zones layer for Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|OPZ|AACo|SchoolImpactFeeZones|Education|OpenData,2019-10-31T02:49:22.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7134,-76.3930,39.2365",Vector data,Shapefile,https://opendata.aacounty.org/datasets/e7100a370695421fa60e8c2bf4f0dcb1_21,https://opendata.aacounty.org/datasets/e7100a370695421fa60e8c2bf4f0dcb1_21.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/21,,,e7100a370695421fa60e8c2bf4f0dcb1_21,https://hub.arcgis.com/datasets/e7100a370695421fa60e8c2bf4f0dcb1_21,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.633 MB
,County Boundary,"This is the County Boundary layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,CountyBoundary|Planning|AnneArundelCounty|AACO|OpenData,2020-03-17T13:27:24.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7135,-76.3924,39.2363",Vector data,Shapefile,https://opendata.aacounty.org/datasets/d5cddd23d33c49739919d0199c2dbec8_5,https://opendata.aacounty.org/datasets/d5cddd23d33c49739919d0199c2dbec8_5.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/5,,,d5cddd23d33c49739919d0199c2dbec8_5,https://hub.arcgis.com/datasets/d5cddd23d33c49739919d0199c2dbec8_5,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,3.2614 MB
,High School Districts,Anne Arundel County High School Districts,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Education|OITGIS|AACo|HighSchoolDistricts|OpenData,2019-10-30T13:18:26.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7136,-76.3928,39.2364",Vector data,Shapefile,https://opendata.aacounty.org/datasets/854874fe7d364a109e539177258e4012_2,https://opendata.aacounty.org/datasets/854874fe7d364a109e539177258e4012_2.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Education_OpenData/MapServer/2,,,854874fe7d364a109e539177258e4012_2,https://hub.arcgis.com/datasets/854874fe7d364a109e539177258e4012_2,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,2.4756 MB
,Census Blocks 2010,"2010 Census Blocks for Redistricting: 2010 extracts containing geographic and cartographic information from the Census Bureau's MAF/TIGER (Master Address File/Topologically Integrated Geographic Encoding and Referencing) database. These files support the 2010 Census Redistricting Data (P. L. 94-171) release. The files provide the digital map base for a Geographic Information System or mapping software. All legal boundaries and names are as of January 1, 2010. The boundaries shown are for Census Bureau statistical data collection and tabulation purposes only. The attribute file are to be used for redistricting purposes only as requires adjusting Census Public Law 94-171 data based on relocation of the Maryland incarcerated individuals at their last place of residence before incarcerated. This adjusted and updated data will only be used for Redistricting purpose in Maryland.Census tabulation blocks âthe smallest of all the geographical areas and the building blocks for all other geographic areas. Census tabulation blocks nest within all other types of geography and follow physical features whenever possible. These areas are regenerated during each decennial census.Source: US Census Bureau, Maryland Department of Planning, Anne Arundel County OPZ GIS/Research Division Item Updated: 11-14-2019 12:57 PM",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Political|OPZ|AACo|CensusBlocks2010|OpenData,2019-11-01T16:32:44.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7136,-76.3925,39.2361",Vector data,Shapefile,https://opendata.aacounty.org/datasets/57778b79dcdf4b79b4defadb961b0cb9_0,https://opendata.aacounty.org/datasets/57778b79dcdf4b79b4defadb961b0cb9_0.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Political_OpenData/MapServer/0,,,57778b79dcdf4b79b4defadb961b0cb9_0,https://hub.arcgis.com/datasets/57778b79dcdf4b79b4defadb961b0cb9_0,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,5.5123 MB
,Small Planning Areas,"Small Area Plan Boundaries (polygons) layer for Anne Arundel County, MD. Updated May 10, 2007 with current Small Planning Area Staff.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|OPZ|AACo|SmallPlanningAreas|OpenData,2019-04-16T16:04:57.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7135,-76.3925,39.2362",Vector data,Shapefile,https://opendata.aacounty.org/datasets/18d199a40d7c4247ad9ff2b5625d6cbb_22,https://opendata.aacounty.org/datasets/18d199a40d7c4247ad9ff2b5625d6cbb_22.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/22,,,18d199a40d7c4247ad9ff2b5625d6cbb_22,https://hub.arcgis.com/datasets/18d199a40d7c4247ad9ff2b5625d6cbb_22,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,2.5157 MB
,Voter Precincts,This was updated during the 2013 legislative update. This work was done through a contract with WBCM and CEM. Item Updated: 11-14-2019 12:57 PM,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Political|OITGIS|OIT|AACo|VoterPrecincts|OpenData,2019-04-16T14:22:56.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7134,-76.3930,39.2365",Vector data,Shapefile,https://opendata.aacounty.org/datasets/f8e6300bd13644a29a9607b829ab3f3b_6,https://opendata.aacounty.org/datasets/f8e6300bd13644a29a9607b829ab3f3b_6.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Political_OpenData/MapServer/6,,,f8e6300bd13644a29a9607b829ab3f3b_6,https://hub.arcgis.com/datasets/f8e6300bd13644a29a9607b829ab3f3b_6,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.9176 MB
,Land Use 2013,"This is the Land Use 2013 layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|LandUse2013|AnneArundelCounty|AACO|OpenData,2019-10-31T02:47:44.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8410,38.7133,-76.3925,39.2362",Vector data,Shapefile,https://opendata.aacounty.org/datasets/e1508656e78748f2bdce693cc856825d_11,https://opendata.aacounty.org/datasets/f24cd960c1a24b07ae1eee3324e783bc_15.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/11,,,e1508656e78748f2bdce693cc856825d_11,https://hub.arcgis.com/datasets/e1508656e78748f2bdce693cc856825d_11,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.01 MB
,Zoning ADOPTED,"Official Digital Zoning layer for Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Imagery|AACo|OPZ|Zoning|OpenData,2020-03-10T11:06:14.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7135,-76.3924,39.2364",Vector data,Shapefile,https://opendata.aacounty.org/datasets/9fd0d73f36944f42ad638a68ed2e202c_29,https://opendata.aacounty.org/datasets/9fd0d73f36944f42ad638a68ed2e202c_29.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/29,,,9fd0d73f36944f42ad638a68ed2e202c_29,https://hub.arcgis.com/datasets/9fd0d73f36944f42ad638a68ed2e202c_29,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,7.1517 MB
,Middle School Districts,Anne Arundel County Middle School Districts,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Education|OITGIS|AACo|MiddleSchoolDistricts|OpenData,2019-10-30T13:18:29.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8412,38.7136,-76.3928,39.2364",Vector data,Shapefile,https://opendata.aacounty.org/datasets/bfbe7982d3104e44b8366fca8e27b1f9_3,https://opendata.aacounty.org/datasets/bfbe7982d3104e44b8366fca8e27b1f9_3.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Education_OpenData/MapServer/3,,,bfbe7982d3104e44b8366fca8e27b1f9_3,https://hub.arcgis.com/datasets/bfbe7982d3104e44b8366fca8e27b1f9_3,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,2.5159 MB
,Streams,This is the Streams file for Anne Arundel County,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Environment|DPW|AACo|Streams|OpenData,2019-04-16T12:00:58.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8418,38.7134,-76.3930,39.2364",Vector data,Shapefile,https://opendata.aacounty.org/datasets/2724a6318e6345d6ac424158ffe29f8f_9,https://opendata.aacounty.org/datasets/2724a6318e6345d6ac424158ffe29f8f_9.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Environment_OpenData/MapServer/9,,,2724a6318e6345d6ac424158ffe29f8f_9,https://hub.arcgis.com/datasets/2724a6318e6345d6ac424158ffe29f8f_9,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,8.8453 MB
