identifier,title,description,issued,landingPage
https://data.cityofchicago.org/api/views/cauq-8yn6,Boundaries - Community Areas (current),"Current community area boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-01-07,https://data.cityofchicago.org/d/cauq-8yn6,https://data.cityofchicago.org/api/views/cauq-8yn6
https://data.cityofchicago.org/api/views/5yyk-qt9y,Parks - Chicago Park District Facilities (current),"Facilities managed & maintained by the Chicago Park District as of November 4, 2016.",2015-03-19,https://data.cityofchicago.org/d/5yyk-qt9y,https://data.cityofchicago.org/api/views/5yyk-qt9y
https://data.cityofchicago.org/api/views/r4sn-xuj8,Chicago Public Schools - Charter School Preference Boundaries SY1617,"Preference boundaries for selected charter schools in the Chicago Public Schools district for school year 2016-2017. As opposed to elementary or high school attendance boundaries wherein each residing student is entitled to attend, charter boundaries simply serve as a guide for charter school administrators to use during the application/lottery process. Applicants residing within a specific boundary are generally given preference over applicants residing outside of the boundary. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/r4sn-xuj8,https://data.cityofchicago.org/api/views/r4sn-xuj8
https://data.cityofchicago.org/api/views/rjwk-epe7,Street Sweeping - 2013 - Map,"Street sweeping schedule by Ward and Ward sections number. To find your Ward section, visit http://bit.ly/Hz0aCo. For more information about the City's Street Sweeping program, go to http://bit.ly/H2PHUP. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-04-01,https://data.cityofchicago.org/d/rjwk-epe7,https://data.cityofchicago.org/api/views/rjwk-epe7
https://data.cityofchicago.org/api/views/8p9z-5mwh,Chicago Public Schools - Charter School Preference Boundaries SY1819,"Preference boundaries for selected charter schools in the Chicago Public Schools district for school year 2018-2019. As opposed to elementary or high school attendance boundaries wherein each residing student is entitled to attend, charter boundaries simply serve as a guide for charter school administrators to use during the application/lottery process. Applicants residing within a specific boundary are generally given preference over applicants residing outside of the boundary. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2018-07-18,https://data.cityofchicago.org/d/8p9z-5mwh,https://data.cityofchicago.org/api/views/8p9z-5mwh
https://data.cityofchicago.org/api/views/uktd-fzhd,Boundaries - Census Blocks - 2000,"2000 Census block boundaries clipped to Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-05-23,https://data.cityofchicago.org/d/uktd-fzhd,https://data.cityofchicago.org/api/views/uktd-fzhd
https://data.cityofchicago.org/api/views/g7sv-g285,Chicago Public Schools - Elementary School Attendance Boundaries SY1314,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2013-2014. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/g7sv-g285,https://data.cityofchicago.org/api/views/g7sv-g285
https://data.cityofchicago.org/api/views/xt4z-bnwh,Boundaries - Wards (2003-2015),"Ward boundaries in Chicago from May 2003 to May 2015, corresponding to the dates when a new City Council is sworn in, based on the immediately preceding elections.  Neither this description nor the dataset should be relied upon in situations where legal precision is required. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-01-07,https://data.cityofchicago.org/d/xt4z-bnwh,https://data.cityofchicago.org/api/views/xt4z-bnwh
https://data.cityofchicago.org/api/views/gdcf-axmw,Boundaries - ZIP Codes,"ZIP Code boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2013-09-26,https://data.cityofchicago.org/d/gdcf-axmw,https://data.cityofchicago.org/api/views/gdcf-axmw
https://data.cityofchicago.org/api/views/fthy-xz3r,Boundaries - Police Districts (current),"Current police district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-02-13,https://data.cityofchicago.org/d/fthy-xz3r,https://data.cityofchicago.org/api/views/fthy-xz3r
https://data.cityofchicago.org/api/views/tksj-nvsw,Boundaries - Central Business District,"Chicago's central business district boundary.  The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2013-06-10,https://data.cityofchicago.org/d/tksj-nvsw,https://data.cityofchicago.org/api/views/tksj-nvsw
https://data.cityofchicago.org/api/views/sz6q-f34c,Street Center Lines (Deprecated August 2016),"OUTDATED. See the current data at https://data.cityofchicago.org/d/6imu-meau --Street center lines in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2017-07-11,https://data.cityofchicago.org/d/sz6q-f34c,https://data.cityofchicago.org/api/views/sz6q-f34c
https://data.cityofchicago.org/api/views/ys52-bf79,Boundaries - Zoning Districts (deprecated January 2016),"OUTDATED. See the current data at https://data.cityofchicago.org/d/7cve-jgbp -- Zoning district boundaries by type and classification.Chicago is divided into zoning districts that regulate land use activities across the city. Data is based on the Chicago Zoning Ordinance and Land Use Ordinance http://bit.ly/9eqawi. Zoning Types are defined in this ordinance. For additional information about business uses, review the License/Zoning Reference (LZR) Guide http://bit.ly/vvGzne, which is based on the Municipal Code and is intended to assist business owners in determining the proper zoning district and primary business license for specific business types. Related Applications: Zoning Map https://gisapps.cityofchicago.org/zoning/",2014-10-02,https://data.cityofchicago.org/d/ys52-bf79,https://data.cityofchicago.org/api/views/ys52-bf79
https://data.cityofchicago.org/api/views/64xf-pyvh,Boundaries - Enterprise Zones,"The Illinois Enterprise Zone Program is designed to stimulate economic growth and neighborhood revitalization in economically depressed areas of the state. For more information about this program, go to http://www.commerce.state.il.us/dceo/Bureaus/Business_Development/Tax+Assistance/Enterprise-Zone.htm.  The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2016-02-04,https://data.cityofchicago.org/d/64xf-pyvh,https://data.cityofchicago.org/api/views/64xf-pyvh
https://data.cityofchicago.org/api/views/6imu-meau,Street Center Lines,"Street center lines in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2014-10-23,https://data.cityofchicago.org/d/6imu-meau,https://data.cityofchicago.org/api/views/6imu-meau
https://data.cityofchicago.org/api/views/grmh-ksdn,Chicago Public Schools - School Locations SY1314,"Locations of educational units in the Chicago Public School District for school year 2013-2014. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/grmh-ksdn,https://data.cityofchicago.org/api/views/grmh-ksdn
https://data.cityofchicago.org/api/views/aerh-rz74,Boundaries - Police Beats (current),"Current police beat boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-02-13,https://data.cityofchicago.org/d/aerh-rz74,https://data.cityofchicago.org/api/views/aerh-rz74
https://data.cityofchicago.org/api/views/nfi7-z7ah,Chicago Public Schools - Middle School Attendance Boundaries SY0708,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2007-2008. Note: only 34 middle schools have attendance boundaries in school year 2007-2008. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/nfi7-z7ah,https://data.cityofchicago.org/api/views/nfi7-z7ah
https://data.cityofchicago.org/api/views/7edu-z2e8,Chicago Public Schools - Elementary School Attendance Boundaries SY1718,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2017-2018. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2017-08-01,https://data.cityofchicago.org/d/7edu-z2e8,https://data.cityofchicago.org/api/views/7edu-z2e8
https://data.cityofchicago.org/api/views/kdt9-s6vu,Bike Routes (Deprecated March 2016),"OUTDATED. See the current data at https://data.cityofchicago.org/id/3w5d-sru8. -- Bike routes in Chicago. To view or use these files outside of a web brower, compression software and special GIS software, such as ESRI ArcGIS, is required.",2016-05-06,https://data.cityofchicago.org/d/kdt9-s6vu,https://data.cityofchicago.org/api/views/kdt9-s6vu
https://data.cityofchicago.org/api/views/qixn-wjxu,Street Sweeping - 2017 - Map,"Street sweeping zones by Ward and Ward Section Number.  For the corresponding schedule, see https://data.cityofchicago.org/d/iry7-etg6.

For more information about the City's Street Sweeping program, go to http://bit.ly/H2PHUP. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2017-03-30,https://data.cityofchicago.org/d/qixn-wjxu,https://data.cityofchicago.org/api/views/qixn-wjxu
https://data.cityofchicago.org/api/views/ewy2-6yfk,Boundaries - City,"City boundary of Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2015-05-13,https://data.cityofchicago.org/d/ewy2-6yfk,https://data.cityofchicago.org/api/views/ewy2-6yfk
https://data.cityofchicago.org/api/views/ej32-qgdr,Parks - Chicago Park District Park Boundaries (current),"Current boundaries of Chicago Park District properties as of November 4, 2016.",2015-03-19,https://data.cityofchicago.org/d/ej32-qgdr,https://data.cityofchicago.org/api/views/ej32-qgdr
https://data.cityofchicago.org/api/views/asty-4xrr,Chicago Public Schools - Elementary School Attendance Boundaries SY1516,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2015-2016. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2015-09-03,https://data.cityofchicago.org/d/asty-4xrr,https://data.cityofchicago.org/api/views/asty-4xrr
https://data.cityofchicago.org/api/views/vff3-x5qg,Chicago Public Schools - High School Attendance Boundaries SY1516,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2015-2016. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2015-09-03,https://data.cityofchicago.org/d/vff3-x5qg,https://data.cityofchicago.org/api/views/vff3-x5qg
https://data.cityofchicago.org/api/views/p2qz-28xp,Chicago Public Schools - Middle School Attendance Boundaries SY1718,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2017-2018. Note: only 26 middle schools have attendance boundaries in school year 2017-2018. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2017-08-01,https://data.cityofchicago.org/d/p2qz-28xp,https://data.cityofchicago.org/api/views/p2qz-28xp
https://data.cityofchicago.org/api/views/56cp-u89f,Chicago Public Schools - School Locations SY1213,"Locations of educational units in the Chicago Public School District for school year 2012-2013. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/56cp-u89f,https://data.cityofchicago.org/api/views/56cp-u89f
https://data.cityofchicago.org/api/views/whkz-sk6f,Chicago Public Schools - Elementary School Attendance Boundaries SY1819,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2018-2019. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2018-07-18,https://data.cityofchicago.org/d/whkz-sk6f,https://data.cityofchicago.org/api/views/whkz-sk6f
https://data.cityofchicago.org/api/views/aqxt-626s,Pedway Routes,"Pedway routes in Chicago. Chicago?s downtown pedestrian way system, the Pedway, lies in the heart of the city. This system of underground tunnels and overhead bridges links more than 40 blocks in the Central Business District, covering roughly five miles.. To view or use these files outside of a web brower, compression software and special GIS software, such as ESRI ArcGIS, is required.",2013-01-12,https://data.cityofchicago.org/d/aqxt-626s,https://data.cityofchicago.org/api/views/aqxt-626s
https://data.cityofchicago.org/api/views/hvnx-qtky,CTA Bus Stops,Map representing locations of CTA bus stops.,2017-02-28,https://data.cityofchicago.org/d/hvnx-qtky,https://data.cityofchicago.org/api/views/hvnx-qtky
https://data.cityofchicago.org/api/views/ewfe-5r6t,Chicago Public Schools - Safe Passage Routes SY1617,"Chicago Public Schools, in partnership with parents, the Chicago Police Department (CPD) and City of Chicago, has expanded the District's successful Safe Passage Program to provide safe routes to and from school every day for your child. This map presents the Safe Passage Routes specifically designed for designated schools during the 2016-2017 school year. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-31,https://data.cityofchicago.org/d/ewfe-5r6t,https://data.cityofchicago.org/api/views/ewfe-5r6t
https://data.cityofchicago.org/api/views/adhw-m4zi,Chicago Public Schools - Safe Passage Routes SY1516,"Chicago Public Schools, in partnership with parents, the Chicago Police Department (CPD) and City of Chicago, has expanded the District's successful Safe Passage Program to provide safe routes to and from school every day for your child. This map presents the Safe Passage Routes specifically designed for designated schools during the 2015-2016 school year. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2015-09-03,https://data.cityofchicago.org/d/adhw-m4zi,https://data.cityofchicago.org/api/views/adhw-m4zi
https://data.cityofchicago.org/api/views/n4yu-snrx,Boundaries - Tax Increment Financing Districts (Deprecated December 2015),"OUTDATED. See the current data at https://data.cityofchicago.org/d/fz5x-7zak -- Tax Increment Financing (TIF) district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2016-01-14,https://data.cityofchicago.org/d/n4yu-snrx,https://data.cityofchicago.org/api/views/n4yu-snrx
https://data.cityofchicago.org/api/views/wifq-a78y,Chicago Public Schools - High School Attendance Boundaries SY0708,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2007-2008. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/wifq-a78y,https://data.cityofchicago.org/api/views/wifq-a78y
https://data.cityofchicago.org/api/views/tt8i-6jyx,Precincts - 2010,"This dataset is historical-only.  The current dataset is https://data.cityofchicago.org/d/uvpq-qeeq. -- Ward precincts, which function as local election districts to determine the polling places for voters, based on their addresses. Precincts are based on U.S. Census Bureau blocks. These precincts were used in 2010.",2016-05-05,https://data.cityofchicago.org/d/tt8i-6jyx,https://data.cityofchicago.org/api/views/tt8i-6jyx
https://data.cityofchicago.org/api/views/dq28-4w9c,Boundaries - Police Beats (effective 12/19/2012),"Police beat boundaries in Chicago which are effective as of December 19, 2012. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-02-13,https://data.cityofchicago.org/d/dq28-4w9c,https://data.cityofchicago.org/api/views/dq28-4w9c
https://data.cityofchicago.org/api/views/bwum-4mhg,Chicago Public Schools - High School Attendance Boundaries SY1617,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2016-2017. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-05,https://data.cityofchicago.org/d/bwum-4mhg,https://data.cityofchicago.org/api/views/bwum-4mhg
https://data.cityofchicago.org/api/views/4g38-vs8v,Chicago Public Schools - School Locations SY1718,"Locations of educational units in the Chicago Public School District for school year 2017-2018. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2017-08-01,https://data.cityofchicago.org/d/4g38-vs8v,https://data.cityofchicago.org/api/views/4g38-vs8v
https://data.cityofchicago.org/api/views/azwk-fxgp,Chicago Public Schools - High School Attendance Boundaries SY1314,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2013-2014. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/azwk-fxgp,https://data.cityofchicago.org/api/views/azwk-fxgp
https://data.cityofchicago.org/api/views/fiya-x94p,Street Center Lines (deprecated October 2014),"Street center lines in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2014-10-23,https://data.cityofchicago.org/d/fiya-x94p,https://data.cityofchicago.org/api/views/fiya-x94p
https://data.cityofchicago.org/api/views/czxu-ejis,Street Sweeping - 2014 - Map,"Street sweeping schedule by Ward and Ward sections number. For more information about the City's Street Sweeping program, go to http://bit.ly/H2PHUP. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2014-04-10,https://data.cityofchicago.org/d/czxu-ejis,https://data.cityofchicago.org/api/views/czxu-ejis
https://data.cityofchicago.org/api/views/uvpq-qeeq,Precincts (current),"Ward precincts, which function as local election districts to determine the polling places for voters, based on their addresses.  Precincts are based on U.S. Census Bureau blocks.  These precincts were first used for the 2012 elections and first used for Chicago municipal elections in 2015.",2015-03-06,https://data.cityofchicago.org/d/uvpq-qeeq,https://data.cityofchicago.org/api/views/uvpq-qeeq
https://data.cityofchicago.org/api/views/x9yh-x8zu,Chicago Public Schools - School Locations SY0708,"Locations of educational units in the Chicago Public School District for school year 2007-2008. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/x9yh-x8zu,https://data.cityofchicago.org/api/views/x9yh-x8zu
