identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
514d87b240a9408bb665fd620d414272_0,03a-02,PSS Public Bid Multipoint,,Iowa DOT project bid data from Project Scheduling System (PSS) for public use.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-25T18:01:52.000Z,,,Iowa,"-96.4353,41.2198,-90.507,42.492",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/514d87b240a9408bb665fd620d414272_0,"http://public-iowadot.opendata.arcgis.com/datasets/514d87b240a9408bb665fd620d414272_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Public_Bid_Multipoint_View/FeatureServer/0,,FeatureServer,Asset|Inventory|Improvement|Iowa DOT|Projects|Iowa Department of Transportation|PSS|Project Scheduling
514d87b240a9408bb665fd620d414272_1,03a-02,PSS BID ITEMS,,Iowa DOT project bid data from Project Scheduling System (PSS) for public use.,Flagged,,ArcGIS Hub Dataset|Esri Rest API|GeoJSON|CSV,,,2020-02-25T18:01:52.000Z,,,Iowa,"-96.4353,41.2198,-90.507,42.492",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/514d87b240a9408bb665fd620d414272_1,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Public_Bid_Multipoint_View/FeatureServer/1,,FeatureServer,Asset|Inventory|Improvement|Iowa DOT|Projects|Iowa Department of Transportation|PSS|Project Scheduling
a7d822304814479ea87750a4692a0411,03a-02,Project Scheduling Public Bid Line,,Iowa DOT project bid data from Project Scheduling System (PSS) for public use.,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2020-02-25T13:46:15.000Z,,,Iowa,"-96.6289,40.3883,-90.1671,43.5006",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/a7d822304814479ea87750a4692a0411,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Public_Bid_Line_View/FeatureServer,,FeatureServer,Asset|Inventory|Improvement|Iowa DOT|Projects|Iowa Department of Transportation|PSS|Project Scheduling
a648fae76b164e04a40496e71e5e9e2f,03a-02,Access Priority Classification,,"The efficiency and safety of a highway depends largely on the amount and character of interruptions to the movement of traffic. The primary cause of these interruptions is vehicular movements to and from business, residences and other developments along the highway. Regulation and overall control of highway access are necessary to provide efficient and safe highway operation and to utilize the full potential of the highway investment. Accordingly, the Iowa DOT has established an access management policy to control access to the Primary Highway System. When right-of-way was obtained for the establishment of the primary highway system, the Iowa Department of Transportation obtained access rights that allow the DOT to restrict direct access to the primary highway. As a result, the DOT has established a functional hierarchy to prioritize the primary highway system. The District?s Engineering Operations Technician (EOT) will provide the applicant details regarding the particular entrance spacing allowable.",Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2020-02-18T13:19:25.000Z,,,Iowa,"-96.6326,40.3853,-90.161,43.5023",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/a648fae76b164e04a40496e71e5e9e2f,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Access_Priority_Classification_View/FeatureServer,,FeatureServer,Access Rights|Primary Routes|Access Priority|Iowa DOT|Iowa Department of Transportation|Assets|Inventory
ee77ec27a4624290b4fc0ab8ac26fa51_0,03a-02,MPO TAP,,Metropolitan Planning Organization (MPO) an Regional Planning Association (RPA) boundaries for the State of Iowa with Iowa's Transportation Alternatives Program (TAP) data.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-11T18:01:57.000Z,,,Iowa,"-96.6061,40.9943,-90.2541,42.6356",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/ee77ec27a4624290b4fc0ab8ac26fa51_0,"http://public-iowadot.opendata.arcgis.com/datasets/ee77ec27a4624290b4fc0ab8ac26fa51_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/TAP_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Iowa DOT|MPO|Metropolitan Planning Organization|RPA|Regional Planning Association|Planning|Metropolitan|Transportation Alternatives Program (TAP)|Inventory|Assets
ee77ec27a4624290b4fc0ab8ac26fa51_1,03a-02,RPA TAP,,Metropolitan Planning Organization (MPO) an Regional Planning Association (RPA) boundaries for the State of Iowa with Iowa's Transportation Alternatives Program (TAP) data.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-11T18:01:57.000Z,,,Iowa,"-96.6395,40.3756,-90.1404,43.5012",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/ee77ec27a4624290b4fc0ab8ac26fa51_1,"http://public-iowadot.opendata.arcgis.com/datasets/ee77ec27a4624290b4fc0ab8ac26fa51_1.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/TAP_View/FeatureServer/1,,FeatureServer,Iowa Department of Transportation|Iowa DOT|MPO|Metropolitan Planning Organization|RPA|Regional Planning Association|Planning|Metropolitan|Transportation Alternatives Program (TAP)|Inventory|Assets
4ae7be39db98481c8dea086a2b4c9042_0,03a-02,Trail,,Recreational trails in Iowa. This coverage includes all existing trail facilities in (and surrounding) the State of Iowa. The coverage was originally created with help from the 1997 Iowa Bicycle Facilities Inventory with data grouped by RPA  MPO districts and GIS coverages from RPAs  MPOs. Imagery was used as a guide in digitizing all trail facilities.? The spatial type used is linear.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-21T17:56:09.000Z,,,Iowa,"-96.5499,40.3918,-90.1719,43.5008",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/4ae7be39db98481c8dea086a2b4c9042_0,"http://public-iowadot.opendata.arcgis.com/datasets/4ae7be39db98481c8dea086a2b4c9042_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Trail_View/FeatureServer/0,,FeatureServer,Trails|Iowa DOT|Iowa Department of Transportation|Assets|Inventory
3ad781fc53644e0d8d8a041c0be713ac_0,03a-02,PCC Plants,,Locations for known PCC plants in Iowa with date of certification issuance/expiration.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-03-06T18:58:59.000Z,,,Iowa,"-96.5682,0.0004,-0.0008,44.8825",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/3ad781fc53644e0d8d8a041c0be713ac_0,"http://public-iowadot.opendata.arcgis.com/datasets/3ad781fc53644e0d8d8a041c0be713ac_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/PCC_Plants_View/FeatureServer/0,,FeatureServer,PCC|MAPLE|Concrete|Iowa Department of Transportation|Iowa DOT|Materials|Office of Construction and Materials|Ready Mix|RM
e1e6df62208b456499d9cad4ff2e5c6b_0,03a-02,SICL County Traffic Crash Data,,"The Iowa DOT's Office of Traffic and Safety has updated a list of the top 200 intersection safety improvement candidate locations (SICL) in Iowa. This list is supplemental to Iowa DOT's primary focus, Iowa's 5 Percent Safety Report. To develop this list, all crashes in Iowa are used to determine an initial cut of intersections that meet the criteria of at least one crash. The intersections identified are then ranked according to the number of crashes, the severity of the crashes, and the rate at which crashes occur. To read more details regarding Iowa's SICL, see Iowa SICL method. The Iowa DOT utilizes crash reports filed by city police departments, county sheriffs, the Iowa State Patrol and individual drivers in determining the listings. The locations identified are eligible for funding assistance to develop safety improvements under the Iowa Traffic Safety Fund Program. Grant applications for funding are competitive and subject to comparison with the 5 percent severe safety needs list. The Iowa DOT will select proposals that provide the greatest safety return on the dollars invested. Proposals must be submitted to the Iowa DOT by June 15th each year to qualify for funding the following year. The Iowa Transportation Commission will consider and approve funding for selected locations during November and December.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-18T22:04:46.000Z,,,Iowa,"-96.6395,40.3756,-90.1402,43.5011",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/e1e6df62208b456499d9cad4ff2e5c6b_0,"http://public-iowadot.opendata.arcgis.com/datasets/e1e6df62208b456499d9cad4ff2e5c6b_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SICL_County_Traffic_Crash_Data_View/FeatureServer/0,,FeatureServer,SICL|Intersection|Safety|Iowa DOT|Iowa Department of Transportation|Crash|Crash Analysis|Inventory|Asset
fc7bfc4904554adda2f423e843cc50a6_0,03a-02,Crash Person Data,,Person specific data from the prior 10 years. Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda).???These point features depict the last 10 years of crash data and data that is related to injured person information.??Data is updated monthly.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-20T16:33:31.000Z,,,Iowa,"-96.6444,40.2312,-90.1574,43.501",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/fc7bfc4904554adda2f423e843cc50a6_0,"http://public-iowadot.opendata.arcgis.com/datasets/fc7bfc4904554adda2f423e843cc50a6_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Person_Data_View/FeatureServer/0,,FeatureServer,Crash|Accident|Traffic|Safety|Iowa DOT|Iowa Department of Transportation
c5fd759bbdc3457389ac69e7549959e2_0,03a-02,Primary,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-17T19:38:50.000Z,,,Iowa,"-96.6326,40.3854,-90.161,43.501",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/c5fd759bbdc3457389ac69e7549959e2_0,"http://public-iowadot.opendata.arcgis.com/datasets/c5fd759bbdc3457389ac69e7549959e2_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_View/FeatureServer/0,,FeatureServer,Iowa|Department of Transportation|Centerline|Primary|Secondary|Municipal|Roads|Estimated|Streets|Traffic|Volume|AADT|Inventory|Asset
c5fd759bbdc3457389ac69e7549959e2_1,03a-02,Secondary and Municipal,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-17T19:38:50.000Z,,,Iowa,"-96.6158,40.3851,-90.1696,43.5012",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/c5fd759bbdc3457389ac69e7549959e2_1,"http://public-iowadot.opendata.arcgis.com/datasets/c5fd759bbdc3457389ac69e7549959e2_1.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_View/FeatureServer/1,,FeatureServer,Iowa|Department of Transportation|Centerline|Primary|Secondary|Municipal|Roads|Estimated|Streets|Traffic|Volume|AADT|Inventory|Asset
c5fd759bbdc3457389ac69e7549959e2_2,03a-02,Estimated,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-17T19:38:50.000Z,,,Iowa,"-96.6071,40.3869,-90.1693,43.4997",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/c5fd759bbdc3457389ac69e7549959e2_2,"http://public-iowadot.opendata.arcgis.com/datasets/c5fd759bbdc3457389ac69e7549959e2_2.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_View/FeatureServer/2,,FeatureServer,Iowa|Department of Transportation|Centerline|Primary|Secondary|Municipal|Roads|Estimated|Streets|Traffic|Volume|AADT|Inventory|Asset
92d5b92509364228a0d89c2ce4fcbb6c_0,03a-02,All Routes,,"Information about all routes in the State of Iowa including Federal, State, County, Municipal, Institutional and Ramp systems. Data is maintained inside the Roadway Asset Management System (RAMS). For additional information on RAMS data, please see?https://iowadot.gov/analytics#488921837-data-warehouse.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-20T22:40:20.000Z,,,Iowa,"-96.6326,-87.4355,86.5,43.501",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/92d5b92509364228a0d89c2ce4fcbb6c_0,"http://public-iowadot.opendata.arcgis.com/datasets/92d5b92509364228a0d89c2ce4fcbb6c_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/All_Routes_View/FeatureServer/0,,FeatureServer,RAMS|Road Network|Road Centerline|Roads|Inventory|Classification|Iowa DOT|Iowa Department of Transportation|Asset|LRS
ee77ec27a4624290b4fc0ab8ac26fa51,03a-02,TAP,,Metropolitan Planning Organization (MPO) an Regional Planning Association (RPA) boundaries for the State of Iowa with Iowa's Transportation Alternatives Program (TAP) data.,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2020-02-11T18:01:57.000Z,,,Iowa,"-96.6395,40.3756,-90.1404,43.5012",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/ee77ec27a4624290b4fc0ab8ac26fa51,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/TAP_View/FeatureServer,,FeatureServer,Iowa Department of Transportation|Iowa DOT|MPO|Metropolitan Planning Organization|RPA|Regional Planning Association|Planning|Metropolitan|Transportation Alternatives Program (TAP)|Inventory|Assets
514d87b240a9408bb665fd620d414272,03a-02,Project Scheduling Public Bid Multipoint,,Iowa DOT project bid data from Project Scheduling System (PSS) for public use.,Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2020-02-25T18:01:52.000Z,,,Iowa,"-96.4353,41.2198,-90.507,42.492",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/514d87b240a9408bb665fd620d414272,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Public_Bid_Multipoint_View/FeatureServer,,FeatureServer,Asset|Inventory|Improvement|Iowa DOT|Projects|Iowa Department of Transportation|PSS|Project Scheduling
f3becc4fc3a5448c9c1d141f738645ba_0,03a-02,ICE,,"A statewide map that highlight the relative condition of roadway segments including information based not only on the composite Infrastructure Condition Evaluation (ICE) rating, but also each of the seven criteria: PCI, SIA Sufficiency Rating, IRI, Combination Truck AADT, Single Unit Truck AADT, Passenger AADT, and Congestion (V/C). For more information visit: https://www.iowadot.gov/systems_planning/pr_guide/InterstateCorridorPlan.pdf.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-13T17:15:06.000Z,,,Iowa,"-96.6326,40.3854,-90.161,43.501",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/f3becc4fc3a5448c9c1d141f738645ba_0,"http://public-iowadot.opendata.arcgis.com/datasets/f3becc4fc3a5448c9c1d141f738645ba_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/ICE_Data_View/FeatureServer/0,,FeatureServer,ICE|Pavement|IRI|PCI|Infrastructure|Condition|Evaluation|AADT|Iowa DOT|Iowa Department of Transportation|Assets|Inventory
3e3773e3f106419a986d8f2e2f060fd6_0,03a-02,Adopt-A-Highway Status: Never Adoptable,,"A visual representation of the currently adopted sections of highway in Iowa. Additionally, this map displays the sections of highway that are never available for adoption. This data is updated hourly at the top of the hour.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-18T21:25:36.000Z,,,Iowa,"-96.6064,40.3974,-90.1733,43.4997",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/3e3773e3f106419a986d8f2e2f060fd6_0,"http://public-iowadot.opendata.arcgis.com/datasets/3e3773e3f106419a986d8f2e2f060fd6_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/AdoptAHighway_Never_Adoptable_View/FeatureServer/0,,FeatureServer,Asset|Inventory|AAH|Adopt-A-Highway|EPS|Iowa DOT|Iowa Department of Transportation
d9c25b83cdc742b5bc3d10522a9ce0e3_0,03a-02,RTN Base Stations,,"Real-time Network (RTN) Base Stations locations and information in and near Iowa? including contact information, location details and more.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-18T22:21:49.000Z,,,Iowa,"-97.0677,39.9432,-90.1428,43.6766",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/d9c25b83cdc742b5bc3d10522a9ce0e3_0,"http://public-iowadot.opendata.arcgis.com/datasets/d9c25b83cdc742b5bc3d10522a9ce0e3_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/RTN_Base_Station_View/FeatureServer/0,,FeatureServer,Survey|RTN|Real-Time Network|Base Station|Iowa DOT|Iowa Department of Transportation|Asset|Inventory
597621d33680410a8e99d38063281056_0,03a-02,Project Scheduling Bid Items Table,,Iowa DOT project bid data from Project Scheduling System (PSS) for public use.,Flagged,,ArcGIS Hub Dataset|Esri Rest API|GeoJSON|CSV,,,2020-02-25T12:19:49.000Z,,,Iowa,"-98.715,38.072,-87.619,45.258",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/597621d33680410a8e99d38063281056_0,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Bid_Items_Table/FeatureServer/0,,FeatureServer,Asset|Inventory|Improvement|Iowa DOT|Projects|Iowa Department of Transportation|PSS|Project Scheduling
