Identifier,Code,landingPage
bb8e3e0b9e2240a18deeeba06b40566e_0,06b-26125,http://accessoakland.oakgov.com/datasets/bb8e3e0b9e2240a18deeeba06b40566e_0
ebc6796c37824db3ad8e325cc3e144ae_0,05b-27017,http://data-carltoncounty.opendata.arcgis.com/datasets/ebc6796c37824db3ad8e325cc3e144ae_0
3990e4c8b6aa41549d607aa13e49c9f0_0,05b-27017,http://data-carltoncounty.opendata.arcgis.com/datasets/3990e4c8b6aa41549d607aa13e49c9f0_0
d39079e094b74566a59343481fc3bd32_0,05b-27017,http://data-carltoncounty.opendata.arcgis.com/datasets/d39079e094b74566a59343481fc3bd32_0
47092f1302c54a24b164e94eaf80f033_3,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/47092f1302c54a24b164e94eaf80f033_3
656da55b14b54c469dffa366f6d870ef_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/656da55b14b54c469dffa366f6d870ef_0
24a2e67a3e7544578606f0f68590c324,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/24a2e67a3e7544578606f0f68590c324
17e5d7674758499080abfeedf86bfb8c_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/17e5d7674758499080abfeedf86bfb8c_0
ca6bb6806fa140d48b9fb2cc300a6589,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/ca6bb6806fa140d48b9fb2cc300a6589
54a9f21c1b3e4b87931817faf05a0c32,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/54a9f21c1b3e4b87931817faf05a0c32
a0c987586b7d47f0a6f1cf506552e826,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/a0c987586b7d47f0a6f1cf506552e826
02490dbf0c6b471599c0fb721b4c9bc5_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/02490dbf0c6b471599c0fb721b4c9bc5_0
334141d68e0d4b00bc3e909f303dfb14,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/334141d68e0d4b00bc3e909f303dfb14
f3502ad02d514ab1afecc39b67184cbd_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/f3502ad02d514ab1afecc39b67184cbd_0
c702adae8ad141119efd990045659746,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/c702adae8ad141119efd990045659746
3bdc4f84d03a41b8a0461f11a27a0c64_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/3bdc4f84d03a41b8a0461f11a27a0c64_0
98290f39831d4c88be77738066ab25a4,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/98290f39831d4c88be77738066ab25a4
082a7261c3d24fffa3b89d565bbbd548,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/082a7261c3d24fffa3b89d565bbbd548
e1c1f7aebe214ae59032a66f6a9a537b,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/e1c1f7aebe214ae59032a66f6a9a537b
5160950f628045d58c60fb61bd8b3680_5,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/5160950f628045d58c60fb61bd8b3680_5
ea326b85555545acbdc6cc8ad389f691_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/ea326b85555545acbdc6cc8ad389f691_0
89c345732ffd46b18ffe777c34ff3abb_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/89c345732ffd46b18ffe777c34ff3abb_0
dbbee674164f46c28bffe73358b80d0f_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/dbbee674164f46c28bffe73358b80d0f_0
5fab295033214262832addfc8c6454bb,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/5fab295033214262832addfc8c6454bb
508830ca52134f9b9df1b879557fd68b_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/508830ca52134f9b9df1b879557fd68b_0
7d2c9a06d3e74a4689cea1c2956cef7b_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/7d2c9a06d3e74a4689cea1c2956cef7b_0
97dd3526a76e4b1091c80034dfd3b7b6_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/97dd3526a76e4b1091c80034dfd3b7b6_0
c71413dd6bdd4c00b13d18b250c0b452,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/c71413dd6bdd4c00b13d18b250c0b452
1f911ff7bd4047be8706ad047e1cf3f2_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/1f911ff7bd4047be8706ad047e1cf3f2_0
f5b5238ffec64f00b2ecb885c2518af4,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/f5b5238ffec64f00b2ecb885c2518af4
a826b9a97930440b88237465121d3bdc,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/a826b9a97930440b88237465121d3bdc
4662a6815f904fa7bba8e520b2452dda,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/4662a6815f904fa7bba8e520b2452dda
9839f3c518684b8e8f3018473f8c7b6d,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/9839f3c518684b8e8f3018473f8c7b6d
680b6e1fc950462da27a961e44529142_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/680b6e1fc950462da27a961e44529142_0
d8ac9f646e024523893595a949edbba5,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/d8ac9f646e024523893595a949edbba5
f91a529554fe41d5a159228c7020a007,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/f91a529554fe41d5a159228c7020a007
af1971a172c94c0fa0fae9364898f32f_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/af1971a172c94c0fa0fae9364898f32f_0
5c01f74795ac4091bcf4fbf0f252cdff,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/5c01f74795ac4091bcf4fbf0f252cdff
ccc23790c9b54e6ea9573a4b3337298a_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/ccc23790c9b54e6ea9573a4b3337298a_0
022fe1ab53fe4053add8c31fad1233fd_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/022fe1ab53fe4053add8c31fad1233fd_0
5fcc1593c46741c3838a0f18b9013f6c_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/5fcc1593c46741c3838a0f18b9013f6c_0
f7d676998f724d59b1f1fc706e4077fc,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/f7d676998f724d59b1f1fc706e4077fc
4a03347522514a6f8bc7f449dc7e9ac9,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/4a03347522514a6f8bc7f449dc7e9ac9
21b4813cc7724b1abbf3786d0d68f403_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/21b4813cc7724b1abbf3786d0d68f403_0
771693d0dc144f11a9e021dd6f5d483c,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/771693d0dc144f11a9e021dd6f5d483c
843f042a664341f8b933049e969b4c8d_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/843f042a664341f8b933049e969b4c8d_0
0e22db88ff3448e3840961c9ee8c3724_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/0e22db88ff3448e3840961c9ee8c3724_0
d883d7476d3347478150dfa07f9267d5_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/d883d7476d3347478150dfa07f9267d5_0
01c975b6f0c647e681c11dcc1c57ebde_7,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/01c975b6f0c647e681c11dcc1c57ebde_7
164aaf7640dc4c7f8f63a437f1ea0ab5_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/164aaf7640dc4c7f8f63a437f1ea0ab5_0
cdbb5fc7660245da813d482447915c4f_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/cdbb5fc7660245da813d482447915c4f_0
f23696f40d8d4ea093b6c84c9e8041bd_3,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/f23696f40d8d4ea093b6c84c9e8041bd_3
20b2f5877d1546cb95ed354bdfc023aa_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/20b2f5877d1546cb95ed354bdfc023aa_0
e68a1cd8213745d986f75ef778519977_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/e68a1cd8213745d986f75ef778519977_0
4ed3fe54ddad4f4ebac7ca9e8456ff07_4,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/4ed3fe54ddad4f4ebac7ca9e8456ff07_4
fa758ed8ac074e82a8e1aec44a7fd93b_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/fa758ed8ac074e82a8e1aec44a7fd93b_0
3c63d9b892c2488884bee5cc0dc3bd21,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/3c63d9b892c2488884bee5cc0dc3bd21
891d09d90a8244568e123f720bb5c759,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/891d09d90a8244568e123f720bb5c759
eb9e68cf22c44ddbb432395a8d7c8184,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/eb9e68cf22c44ddbb432395a8d7c8184
c3ef7403d59a4e8ca4c8cc226ca0d977,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/c3ef7403d59a4e8ca4c8cc226ca0d977
cb0e4eccfac94ae7a3e882826fcda3ca,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/cb0e4eccfac94ae7a3e882826fcda3ca
06db4dac55c246d89fdb68fe1a0f53df_0,11a-01,http://ogrip-geohio.opendata.arcgis.com/datasets/06db4dac55c246d89fdb68fe1a0f53df_0
e8b1889c629d4620a788d635b792da35_12,11b-39009,http://data-athgis.opendata.arcgis.com/datasets/e8b1889c629d4620a788d635b792da35_12
b067eeb454e94a63bcb1c6c453f2ae60_11,11b-39009,http://data-athgis.opendata.arcgis.com/datasets/b067eeb454e94a63bcb1c6c453f2ae60_11
8755ff120e944b5d84ceecd7a5f2f68a_13,11b-39009,http://data-athgis.opendata.arcgis.com/datasets/8755ff120e944b5d84ceecd7a5f2f68a_13
d35e6a2a39304779abd056a02262f4af_3,11b-39049,http://auditor-fca.opendata.arcgis.com/datasets/d35e6a2a39304779abd056a02262f4af_3
a644eae864d74422b8f2557ff4ff04b0,08b-42039,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/a644eae864d74422b8f2557ff4ff04b0
2fc68baf37494dcca019e208dabcc403_1,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/2fc68baf37494dcca019e208dabcc403_1
2fc68baf37494dcca019e208dabcc403_0,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/2fc68baf37494dcca019e208dabcc403_0
0bbd6fb5941e47739aa62f7598cd7510_2,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/0bbd6fb5941e47739aa62f7598cd7510_2
e089b94d419a4472821123f61ac822a7_1,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/e089b94d419a4472821123f61ac822a7_1
0bbd6fb5941e47739aa62f7598cd7510_3,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/0bbd6fb5941e47739aa62f7598cd7510_3
0bbd6fb5941e47739aa62f7598cd7510_4,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/0bbd6fb5941e47739aa62f7598cd7510_4
d6511bd4fd0d45fea98fb7e313be9bd9,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/d6511bd4fd0d45fea98fb7e313be9bd9
0bbd6fb5941e47739aa62f7598cd7510_1,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/0bbd6fb5941e47739aa62f7598cd7510_1
e089b94d419a4472821123f61ac822a7_0,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/e089b94d419a4472821123f61ac822a7_0
e089b94d419a4472821123f61ac822a7,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/e089b94d419a4472821123f61ac822a7
e089b94d419a4472821123f61ac822a7_4,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/e089b94d419a4472821123f61ac822a7_4
e089b94d419a4472821123f61ac822a7_3,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/e089b94d419a4472821123f61ac822a7_3
e089b94d419a4472821123f61ac822a7_2,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/e089b94d419a4472821123f61ac822a7_2
d6511bd4fd0d45fea98fb7e313be9bd9_1,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/d6511bd4fd0d45fea98fb7e313be9bd9_1
d6511bd4fd0d45fea98fb7e313be9bd9_0,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/d6511bd4fd0d45fea98fb7e313be9bd9_0
2fc68baf37494dcca019e208dabcc403,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/2fc68baf37494dcca019e208dabcc403
0bbd6fb5941e47739aa62f7598cd7510,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/0bbd6fb5941e47739aa62f7598cd7510
0bbd6fb5941e47739aa62f7598cd7510_0,08b-42091,http://data-montcopa.opendata.arcgis.com/datasets/0bbd6fb5941e47739aa62f7598cd7510_0
f7ed68293c5e40d58f1de9c8435c3e84_0,08c-02,http://data-phl.opendata.arcgis.com/datasets/f7ed68293c5e40d58f1de9c8435c3e84_0
bc7f7d1135bd48aaba40e8ae1e7ae350_0,08c-02,http://data-phl.opendata.arcgis.com/datasets/bc7f7d1135bd48aaba40e8ae1e7ae350_0
