Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
,Lakes,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,"North Crows Nest, Indiana|Rocky Ripple, Indiana|Meridian Hills, Indiana|Speedway, Indiana|Williams Creek, Indiana|Wynnedale, Indiana|Southport, Indiana|Hendricks County, Indiana|Beech Grove, Indiana|Clermont, Indiana|Crows Nest, Indiana|Marion County, Indiana|Warren Park, Indiana|Spring Hill, Indiana|Homecroft, Indiana|Indiana","-86.3289,39.6334,-85.9369,39.9275",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_89,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/89,,,f057aa9e9b2541a3b264d03173726f78_89,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_89,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Roadways,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,"North Crows Nest, Indiana|Rocky Ripple, Indiana|Meridian Hills, Indiana|Speedway, Indiana|Williams Creek, Indiana|Wynnedale, Indiana|Southport, Indiana|Hendricks County, Indiana|Beech Grove, Indiana|Clermont, Indiana|Crows Nest, Indiana|Marion County, Indiana|Warren Park, Indiana|Spring Hill, Indiana|Homecroft, Indiana|Indiana","-86.3291,39.6322,-85.9369,39.9278",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_36,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/36,,,f057aa9e9b2541a3b264d03173726f78_36,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_36,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Rivers,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,"North Crows Nest, Indiana|Rocky Ripple, Indiana|Meridian Hills, Indiana|Speedway, Indiana|Williams Creek, Indiana|Wynnedale, Indiana|Southport, Indiana|Hendricks County, Indiana|Beech Grove, Indiana|Clermont, Indiana|Crows Nest, Indiana|Marion County, Indiana|Warren Park, Indiana|Spring Hill, Indiana|Homecroft, Indiana|Indiana","-86.3251,39.6335,-85.9369,39.9275",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_40,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/40,,,f057aa9e9b2541a3b264d03173726f78_40,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_40,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Cul De Sac,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,"North Crows Nest, Indiana|Rocky Ripple, Indiana|Meridian Hills, Indiana|Speedway, Indiana|Williams Creek, Indiana|Wynnedale, Indiana|Southport, Indiana|Hendricks County, Indiana|Beech Grove, Indiana|Clermont, Indiana|Crows Nest, Indiana|Marion County, Indiana|Warren Park, Indiana|Spring Hill, Indiana|Homecroft, Indiana|Indiana","-86.3276,39.6335,-85.9379,39.9271",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_85,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/85,,,f057aa9e9b2541a3b264d03173726f78_85,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_85,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Golf Course,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2797,14.2064,2.2232,15.1302",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_19,,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/19,,,f057aa9e9b2541a3b264d03173726f78_19,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_19,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,
,Golf Course,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2797,14.2064,2.2232,15.1302",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_94,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/94,,,f057aa9e9b2541a3b264d03173726f78_94,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_94,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Golf Course,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2797,14.2064,2.2232,15.1302",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_145,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/145,,,f057aa9e9b2541a3b264d03173726f78_145,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_145,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Golf Course,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2797,14.2064,2.2232,15.1302",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_31,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/31,,,f057aa9e9b2541a3b264d03173726f78_31,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_31,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Airports,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2799,14.3847,2.0827,14.8702",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_64,,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/64,,,f057aa9e9b2541a3b264d03173726f78_64,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_64,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,
,Parks,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,"North Crows Nest, Indiana|Rocky Ripple, Indiana|Meridian Hills, Indiana|Speedway, Indiana|Williams Creek, Indiana|Wynnedale, Indiana|Southport, Indiana|Hendricks County, Indiana|Beech Grove, Indiana|Clermont, Indiana|Crows Nest, Indiana|Marion County, Indiana|Warren Park, Indiana|Spring Hill, Indiana|Homecroft, Indiana|Indiana","-86.3285,39.6335,-85.9474,39.9277",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_112,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/112,,,f057aa9e9b2541a3b264d03173726f78_112,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_112,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Ponds,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2790,14.2072,2.2657,15.1313",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_107,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/107,,,f057aa9e9b2541a3b264d03173726f78_107,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_107,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Ponds,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2790,14.2072,2.2657,15.1313",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_141,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/141,,,f057aa9e9b2541a3b264d03173726f78_141,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_141,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Ponds,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2790,14.2072,2.2657,15.1313",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_15,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/15,,,f057aa9e9b2541a3b264d03173726f78_15,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_15,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Airfields,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,"Speedway, Indiana|Wynnedale, Indiana|Hendricks County, Indiana|Clermont, Indiana|Marion County, Indiana|Warren Park, Indiana|Spring Hill, Indiana|Indiana","-86.3254,39.6990,-86.0087,39.8375",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_46,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/46,,,f057aa9e9b2541a3b264d03173726f78_46,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_46,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Airfields,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,"Speedway, Indiana|Wynnedale, Indiana|Hendricks County, Indiana|Clermont, Indiana|Marion County, Indiana|Warren Park, Indiana|Spring Hill, Indiana|Indiana","-86.3254,39.6990,-86.0087,39.8375",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_131,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/131,,,f057aa9e9b2541a3b264d03173726f78_131,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_131,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
,Cemetery,"City of Indianapolis & Marion County, IN Base Map. Compatible w/ ESRI's 'Dark Gray Canvas' Base Map.",eng,City of Indianapolis and Marion County - IndyGIS,"City of Indianapolis and Marion County, Indiana",Datasets,,Indy|Indianapolis|MarionCounty|IN|Indiana|IndyBasemaps,2019-07-23T15:08:11.000Z,,,,"1.2800,14.2418,2.2535,15.1323",Vector data,Shapefile,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_150,https://data.indy.gov/datasets/f057aa9e9b2541a3b264d03173726f78_119.zip,https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_DarkGray/MapServer/150,,,f057aa9e9b2541a3b264d03173726f78_150,https://hub.arcgis.com/datasets/f057aa9e9b2541a3b264d03173726f78_150,Indiana University,01c-02,01c-02,Active,ArcGIS Hub,2021-11-22,,Public,False,False,0.0691 MB
