Identifier,Code,Title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
fc76e730921249d4b03d7bc3d580cbf1,11b-39151,Parcel Transfer Update 04-12-2020,,"This dataset contains parcel transfers in Stark County, Ohio between 04/02/2020 and 04/09/2020. Information about former owner and city, village, or township are also included.",error,,error,error,,2020-04-12T09:51:00.000Z,,,"Stark County, Ohio|Ohio","-81.7986,40.6023,-80.9122,41.0372",Ohio State,"Stark County, Ohio, Ohio",Stark County Ohio,http://opendata.starkcountyohio.gov/datasets/fc76e730921249d4b03d7bc3d580cbf1,error,,,,Stark County|Ohio|Parcel|Transfer|Open Data|ParcelUpdate|Parcel Transfer Split And Combine Stark County
6d355e6e570c48e592366dfab09fd928,11b-39151,Parcel Transfer Update 04-26-2020,,"This dataset contains parcel transfers in Stark County, Ohio between 04/16/2020 and 04/23/2020. Information about former owner and city, village, or township are also included.",error,,error,error,,2020-04-26T09:41:11.000Z,,,"Stark County, Ohio|Ohio","-81.7986,40.6023,-80.9122,41.0372",Ohio State,"Stark County, Ohio, Ohio",Stark County Ohio,http://opendata.starkcountyohio.gov/datasets/6d355e6e570c48e592366dfab09fd928,error,,,,Stark County|Ohio|Parcel|Transfer|Open Data|ParcelUpdate|Parcel Transfer Split And Combine Stark County
fe17302f2e0e411887ceb1730bec4258,11b-39151,Parcel Transfer Update 05-03-2020,,"This dataset contains parcel transfers in Stark County, Ohio between 04/23/2020 and 04/30/2020. Information about former owner and city, village, or township are also included.",error,,error,error,,2020-05-03T09:29:53.000Z,,,"Stark County, Ohio|Ohio","-81.7986,40.6023,-80.9122,41.0372",Ohio State,"Stark County, Ohio, Ohio",Stark County Ohio,http://opendata.starkcountyohio.gov/datasets/fe17302f2e0e411887ceb1730bec4258,error,,,,Stark County|Ohio|Parcel|Transfer|Open Data|ParcelUpdate|Parcel Transfer Split And Combine Stark County
f8adb7fb28be49a6966f594dcd64fb23_0,08b-42003,Allegheny County Voting District Boundaries Ward District Labels,,"This dataset demarcates municipal voting districts in Allegheny County. These were updated in 2019 to match municipal boundaries.If viewing this description on the Western Pennsylvania Regional Data Center?s open data portal (http://www.wprdc.org), this dataset is harvested on a weekly basis from Allegheny County?s GIS data portal (http://openac.alcogis.opendata.arcgis.com/). The full metadata record for this dataset can also be found on Allegheny County?s GIS portal. You can access the metadata record and other resources on the GIS portal by clicking on the ?Explore? button (and choosing the ?Go to resource? option) to the right of the ?ArcGIS Open Dataset? text below.Category:??Civic Vitality and GovernanceOrganization:??Allegheny CountyDepartment:??Elections Division; Department of Administrative ServicesTemporal Coverage:??currentData Notes:?Coordinate System:??Pennsylvania State Plane South Zone 3702; U.S. Survey FootDevelopment Notes:??Allegheny County Elections Districts updated in 2019 to match municipal boundaries.Other:??noneRelated Document(s):??Data Dictionary (https://docs.google.com/spreadsheets/d/1HR24LyBNpLwvJZoaGp-tBGRw0HRoXNIef6nU4UQQMMo/edit?usp=sharing)Frequency - Data Change:??As neededFrequency - Publishing:??As neededData Steward Name:??Eli ThomasData Steward Email:?gishelp@alleghenycounty.us",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-04-24T15:56:02.000Z,,,"Allegheny County, Pennsylvania|Pennsylvania","-80.3496,40.1849,-79.69,40.6823",Penn State,"Allegheny County, Pennsylvania","County of Allegheny, PA",http://openac-alcogis.opendata.arcgis.com/datasets/f8adb7fb28be49a6966f594dcd64fb23_0,"http://openac-alcogis.opendata.arcgis.com/datasets/f8adb7fb28be49a6966f594dcd64fb23_0.zip?outSR={""latestWkid"":2272,""wkid"":102729}",https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Voting_District_Boundaries_Ward_District_Labels/FeatureServer/0,,FeatureServer,Elections; Allegheny|districts|voting areas|wards|Election Districts|elections|municipalities|boundaries|precincts
7cf7c2c776ab4afd8eac835f5bb951e4_1,04b-24005,Bicycle Projects,,"The Eastern and Western Baltimore County Pedestrian and Bicycle Access Plans were developed by technical advisory committees composed of representatives from the community and county and state government, and were based on the needs and desires expressed by the citizens through several workshops. They identify specific projects to be implemented and provide recommendations for supportive encouragement, enforcement and educational programs. The two plans are the first two phases of a comprehensive plan for the entire County. Because of the level of detail needed to make specific recommendations, the planning effort was phased into three parts to focus on areas of manageable size, while being broad enough to develop in a bicycle network linking residential communities with employment, shopping and recreational areas. ",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-04-24T18:20:04.000Z,,,"Baltimore County, Maryland|Maryland","-76.8546,39.2038,-76.3518,39.7208",Maryland,"Baltimore County, Maryland",Baltimore County Government,http://data-bc-gis.opendata.arcgis.com/datasets/7cf7c2c776ab4afd8eac835f5bb951e4_1,"http://data-bc-gis.opendata.arcgis.com/datasets/7cf7c2c776ab4afd8eac835f5bb951e4_1.zip?outSR={""latestWkid"":2893,""wkid"":2893}",https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Apps/BicycleProjects/MapServer/1,,MapServer,bicycle|Bike Lane|Bike Projects|Bicycle Projects|Baltimore County|Bicycle Planning|Bicycle Access Plan|Bike Project Implementation
3dbbc0db067040799bb1d90a28bffbec_2,04b-24005,Development Plans,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2020-04-24T18:13:58.000Z,,,"Baltimore County, Maryland|Maryland","-76.8872,39.2042,-76.3349,39.72",Maryland,"Baltimore County, Maryland",Baltimore County Government,http://data-bc-gis.opendata.arcgis.com/datasets/3dbbc0db067040799bb1d90a28bffbec_2,"http://data-bc-gis.opendata.arcgis.com/datasets/3dbbc0db067040799bb1d90a28bffbec_2.zip?outSR={""latestWkid"":2893,""wkid"":2893}",https://bcgis.baltimorecountymd.gov/arcgis/rest/services/DevelopmentManagement/ActiveDevelopment/MapServer/2,,MapServer,development|building|development plans|permit
daf4ef0ef67e4ef5877a0bab345c9485_15,04b-24005,Sustainable Communities,,"Areas are eligible to apply for state funding for projects to improve their housing, economies, transportation and the environment.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-04-24T18:37:22.000Z,,,"Baltimore County, Maryland|Maryland","-76.8373,39.2023,-76.422,39.4743",Maryland,"Baltimore County, Maryland",Baltimore County Government,http://data-bc-gis.opendata.arcgis.com/datasets/daf4ef0ef67e4ef5877a0bab345c9485_15,"http://data-bc-gis.opendata.arcgis.com/datasets/daf4ef0ef67e4ef5877a0bab345c9485_15.zip?outSR={""latestWkid"":2893,""wkid"":2893}",https://bcgis.baltimorecountymd.gov/arcgis/rest/services/LandusePlanning/Landuse/MapServer/15,,MapServer,sustainable communities|landuse
e0c4e2a327194847be99ebd17b2de096_1,05b-27019,Shoreland  Overlay District - Lakes,,"Land located within 1,000 feet from the ordinary high water level of DNR public waters, i.e., lake, pond or flowage, as designated on the Carver County
Zoning Map or by other designations. These lands in the unincorporated areas of
Carver County are placed in the ?Shoreland Overlay District?.? Data is edited on an as needed basis.?",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-04-23T00:26:59.000Z,,,"Carver County, Minnesota|Minnesota","-94.0226,44.6437,-93.4959,44.9923",Minnesota,"Carver County, Minnesota","Carver County, Minnesota",http://data-carver.opendata.arcgis.com/datasets/e0c4e2a327194847be99ebd17b2de096_1,"http://data-carver.opendata.arcgis.com/datasets/e0c4e2a327194847be99ebd17b2de096_1.zip?outSR={""latestWkid"":103717,""wkid"":103717}",https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Shoreland/MapServer/1,,MapServer,Carver County|Shoreland|Lake|Land|Land Use|Environment|Overlay|District|Shore|Pond|Flowage|Water|Public|DNR|Zoning
6c43bccce6a546368079eeaf0ab176f9_0,05b-27019,Shoreland  Overlay District - Streams,,"Land located within 300 feet from DNR public waters, i.e, rivers and streams as designated on the Carver County Zoning Map or by other designations. These lands in the unincorporated areas of Carver County are placed in the ?Shoreland Overlay District?.? Data is updated on an as need basis.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-04-22T21:51:26.000Z,,,"Carver County, Minnesota|Minnesota","-94.0185,44.6337,-93.5107,44.9839",Minnesota,"Carver County, Minnesota","Carver County, Minnesota",http://data-carver.opendata.arcgis.com/datasets/6c43bccce6a546368079eeaf0ab176f9_0,"http://data-carver.opendata.arcgis.com/datasets/6c43bccce6a546368079eeaf0ab176f9_0.zip?outSR={""latestWkid"":103717,""wkid"":103717}",https://gis.co.carver.mn.us/arcgis_ea/rest/services/OpenAccess/CC_Shoreland/MapServer/0,,MapServer,Shoreland|Stream|Carver County|River|Land|Land Use|Environment|Overlay|District|Shore|Water|Public|DNR|Zoning
80d78aa9cf134f6c9d9ef2ac3408253e_81,08b-42027,Neighborhood Community Boundary,,Neighborhood Community Boundaries.? This data was created from research of plat plans as well as municipal data.,Geospatial data,,Shapefile,Dataset|Service,Vector,2018-08-17T18:00:20.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.2627,40.7138,-77.3468,41.1381",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/80d78aa9cf134f6c9d9ef2ac3408253e_81,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/80d78aa9cf134f6c9d9ef2ac3408253e_81.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/81,,MapServer,Neighborhood|Community|Boundary|Boundaries|Planning|Tax Assessment
ace77ce4064c4bf99c05048a30779b3e_7,08b-42027,Lakes,,Named Lakes,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-22T15:04:07.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.0708,40.7695,-77.4678,41.052",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/ace77ce4064c4bf99c05048a30779b3e_7,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/ace77ce4064c4bf99c05048a30779b3e_7.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/7,,MapServer,Lakes|Centre County|Environment|GIS|water|Recreation
c611558362d241ac9b5a1bf4bef3356f_24,08b-42027,Hydrography,,The hydro layer does not contain name information.? It was generated from the County's DEM and LiDAR data.? It does contain length information and Z value information.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-29T19:24:38.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3869,40.6864,-77.1391,41.2407",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/c611558362d241ac9b5a1bf4bef3356f_24,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/c611558362d241ac9b5a1bf4bef3356f_24.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/24,,MapServer,Centre County|Environment|GIS|water|streams
e5d193dc392142e5b595ef00d1b40e5f_33,08b-42027,Watersheds,,Delineates the drainage areas for the smaller tributary streams.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-30T17:37:08.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3761,40.69,-77.1422,41.2519",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/e5d193dc392142e5b595ef00d1b40e5f_33,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/e5d193dc392142e5b595ef00d1b40e5f_33.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/33,,MapServer,Environment|Centre County|GIS|water
bda4c9d98d9c4d37aead33b9f7942838_41,08b-42027,Tunnels,,Point Feature Class - It was originally captured as part of the 1995 Aerial Imagery project completed by Kimball.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-30T19:13:37.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.0685,40.8352,-77.4058,41.103",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/bda4c9d98d9c4d37aead33b9f7942838_41,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/bda4c9d98d9c4d37aead33b9f7942838_41.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/41,,MapServer,Infrastructure|transportation|Centre County|gis|Planning
29be23961c2b46d3821a76bb7eb6f560_59,08b-42027,Fire Hydrants,,Point feature class of Fire hydrant locations.? Data was capture and/or corrected via GPS.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-12-01T13:44:55.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3884,40.7037,-77.3505,41.1117",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/29be23961c2b46d3821a76bb7eb6f560_59,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/29be23961c2b46d3821a76bb7eb6f560_59.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/59,,MapServer,Locations|Water|Emergency Services|Centre County|GIS|water
3684ef6da62b46a7818f40786a6025eb_68,08b-42027,Nationally Registered Historic Places,,Point feature class of Nationally Registered Historic places.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-12-01T15:04:53.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.2222,40.7161,-77.3557,41.0573",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/3684ef6da62b46a7818f40786a6025eb_68,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/3684ef6da62b46a7818f40786a6025eb_68.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/68,,MapServer,Locations|Centre County|GIS|Planning
f72cb44376d74671996c71c476ee7b09_53,08b-42027,Water Treatment Plants,,Polygon Feature Class - It was originally captured as part of the 1995 Aerial Imagery project completed by Kimball.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-05-25T12:25:48.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.2686,40.7397,-77.3486,41.1121",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/f72cb44376d74671996c71c476ee7b09_53,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/f72cb44376d74671996c71c476ee7b09_53.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/53,,MapServer,Centre County|GIS|Infrastructure|Utilities|Planning
276fffcc41b947fa87497bb8ed1d1c40_3,08b-42027,Streets,,"SCL - Street Center Line data with addressing information.? Subtypes have been set p on the FCODE field.

FCODE

?1500 - Public Road:? Any
     Municipal, State, or Federal owned roadway which is open to the public.

?1510 - Named Private Road:? Any
     roadway that services addressable structures located on private property
     which is not open to the general public.

?1520 - Gated Road:? Any
     gated road, private or public.

?1530 - Seasonally Gated Road:? Any
     gated road, private or public, that is only open during specific times of
     the year.

?1540 - Drivable Trail:? State
     Forestry, Game Land, Park, or Fish Commission trail.? Primarily 4WD accessible road with
     little or no maintenance.

?1550 - State Public Land Road:? Any
     State Forestry, Game Land, Park, or Fish  Boat, roadway that is used
     to access State Public Lands.? Road
     condition, maintenance, and accessibility are inconsistent. ",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-22T14:48:37.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3737,40.6913,-77.1419,41.241",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/276fffcc41b947fa87497bb8ed1d1c40_3,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/276fffcc41b947fa87497bb8ed1d1c40_3.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/3,,MapServer,Infrastructure|Centre County|GIS|transportation|roads|911
c8274c9c6c19484e8b1eefc7cbb78d82_49,08b-42027,Electric Company Boundaries,,Polygon feature class showing the electric companies service areas within Centre County.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-30T19:45:52.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3764,40.69,-77.1415,41.2519",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/c8274c9c6c19484e8b1eefc7cbb78d82_49,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/c8274c9c6c19484e8b1eefc7cbb78d82_49.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/49,,MapServer,Infrastructure|Centre County|GIS|Utilities
92c558f736f0461d99c0c488d46eea50_12,08b-42027,Ag Security Areas,,Agricultural Security Areas - Land that has been dedicated to maintaining open space or for agricultural purposes.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-05-05T19:29:47.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.1641,40.6963,-77.2044,41.0566",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/92c558f736f0461d99c0c488d46eea50_12,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/92c558f736f0461d99c0c488d46eea50_12.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/12,,MapServer,Centre County|Ag|ASA|boundaries|Planning
977eb55152fe4893807f95f5bd9dc916_46,08b-42027,Airports,,Point Feature Class - It was originally captured as part of the 1995 Aerial Imagery project completed by Kimball.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-30T19:35:39.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.0936,40.7172,-77.5991,40.932",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/977eb55152fe4893807f95f5bd9dc916_46,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/977eb55152fe4893807f95f5bd9dc916_46.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/46,,MapServer,Infrastructure|Centre County|GIS|transportation
e02e2da6e283465a9e60cd02d47ed680_2,08b-42027,Driveways Utility Roads,,"Driveways and utility roads layer.? Subtypes have been generated on the FCODE field.

FCODE

1080 - Driveways1090 - Utility Roads",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-22T14:42:58.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3651,40.6924,-77.1438,41.241",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/e02e2da6e283465a9e60cd02d47ed680_2,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/e02e2da6e283465a9e60cd02d47ed680_2.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/2,,MapServer,Infrastructure|Centre County|GIS|transportation|roads|911
