identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
e0f4332c31614ad99dad0bc641c1efc7_0,04f-01,DVRPC Passenger Rail,,Passenger rail in the DVRPC Region,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-06T16:25:08.000Z,,,"Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.9897,39.6471,-74.6136,40.3421",Maryland,Delaware Valley Regional Planning Commission,DVRPC-GIS,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/e0f4332c31614ad99dad0bc641c1efc7_0,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/e0f4332c31614ad99dad0bc641c1efc7_0.zip,https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/DVRPC_Passenger_Rail/FeatureServer/0,,FeatureServer,rail|septa|commuter|transportation|nj transit|patco|passenger rail
c7dcdcacd5694645a0374256f0de3fda_0,04f-01,DVRPC Passenger Rail Stations,,Passenger rail stations in the DVRPC region,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-06T17:08:15.000Z,,,"Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.9185,39.669,-74.624,40.3419",Maryland,Delaware Valley Regional Planning Commission,DVRPC-GIS,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c7dcdcacd5694645a0374256f0de3fda_0,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/c7dcdcacd5694645a0374256f0de3fda_0.zip,https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/DVRPC_Passenger_Rail_Stations/FeatureServer/0,,FeatureServer,rail|septa|commuter|transportation|nj transit|patco|passenger rail|rail station
305cf66f140d48ab872ac736758cae4c_0,04f-01,DVRPC Transit Parking Facilities,,"This layer represents footprints of transit parking facilities in the DVRPC region. Additionally, parking facilities at stations on SEPTA's Wilmington/Newark Line in New Castle County, Delaware (and several park  ride lots in that county) are included. The features in this layer were generated by digitizing all discernable parking areas that are associated with transit facilities using the best available aerial imagery. In many cases, Google Street View was used to help determine whether a parking area was part of a transit facility, or designated as being available for use by transit facility patrons.Although efforts were made to ensure this layer's completeness and accuracy, it is not a definitive inventory of the region's transit parking facilities and should not be considered as such.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-25T21:22:49.000Z,,,"Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.0239,39.6661,-74.486,40.4341",Maryland,Delaware Valley Regional Planning Commission,DVRPC-GIS,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/305cf66f140d48ab872ac736758cae4c_0,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/305cf66f140d48ab872ac736758cae4c_0.zip,https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/DVRPC_Transit_Parking_Facilities/FeatureServer/0,,FeatureServer,Transportation|Parking|Parking Lot|Park & Ride|Station|Transit
7f1cea14efeb40f6a213afa60077cfa5_0,07c-03,Contour 1ft,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-21T18:15:41.000Z,,,"Grand Rapids, Michigan|Michigan","-85.7893,42.8673,-85.5503,43.0503",Michigan,"City of Grand Rapids, Michigan",City of Grand Rapids,http://grdata-grandrapids.opendata.arcgis.com/datasets/7f1cea14efeb40f6a213afa60077cfa5_0,http://grdata-grandrapids.opendata.arcgis.com/datasets/7f1cea14efeb40f6a213afa60077cfa5_0.zip,https://services2.arcgis.com/L81TiOwAPO1ZvU9b/arcgis/rest/services/Contour_1ft/FeatureServer/0,,FeatureServer,City of Grand Rapids|Engineering Department|Open Data
6a05bcee420c4e2f8ef0eb6b2607916e_0,07c-03,Contour 10ft,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-21T17:53:18.000Z,,,"Grand Rapids, Michigan|Michigan","-85.7893,42.8673,-85.5503,43.0503",Michigan,"City of Grand Rapids, Michigan",City of Grand Rapids,http://grdata-grandrapids.opendata.arcgis.com/datasets/6a05bcee420c4e2f8ef0eb6b2607916e_0,http://grdata-grandrapids.opendata.arcgis.com/datasets/6a05bcee420c4e2f8ef0eb6b2607916e_0.zip,https://services2.arcgis.com/L81TiOwAPO1ZvU9b/arcgis/rest/services/Contour_10ft/FeatureServer/0,,FeatureServer,City of Grand Rapids|Engineering Department|Boundaries|Open Data
69aabcc903684598858b6bc4da00585f_0,07c-03,Contour 1ft  Tile,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-21T19:04:57.000Z,,,"Grand Rapids, Michigan|Michigan","-85.7935,42.8673,-85.5469,43.0503",Michigan,"City of Grand Rapids, Michigan",City of Grand Rapids,http://grdata-grandrapids.opendata.arcgis.com/datasets/69aabcc903684598858b6bc4da00585f_0,http://grdata-grandrapids.opendata.arcgis.com/datasets/69aabcc903684598858b6bc4da00585f_0.zip,https://tiles.arcgis.com/tiles/L81TiOwAPO1ZvU9b/arcgis/rest/services/Contour_1ft__Tile/MapServer/0,,MapServer,City of Grand Rapids|Engineering Department|Open Data
155bcbb1c8be4920aff5d3aa6842c47d_0,07c-03,ArcGIS GDBO Historic Districts,,"A historic district is defined as a significant concentration, linkage or continuity of resources united historically or aesthetically by plan or design. The district?s identity is a result of the interrelationship between individual resources that work together to create a visual sense of its history. ",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-20T17:08:10.000Z,,,"Grand Rapids, Michigan|Michigan","-85.6711,42.9502,-85.6392,42.9701",Michigan,"City of Grand Rapids, Michigan",City of Grand Rapids,http://grdata-grandrapids.opendata.arcgis.com/datasets/155bcbb1c8be4920aff5d3aa6842c47d_0,http://grdata-grandrapids.opendata.arcgis.com/datasets/155bcbb1c8be4920aff5d3aa6842c47d_0.zip,https://services2.arcgis.com/L81TiOwAPO1ZvU9b/arcgis/rest/services/ArcGIS_GDBO_Historic_Districts/FeatureServer/0,,FeatureServer,Historic districts|historic neighborhoods|historic boundaries
7d4692db02c744c39e2b322ba153e98f_0,07c-03,Potential Historic Districts,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-20T16:39:48.000Z,,,"Grand Rapids, Michigan|Michigan","-85.6945,42.9403,-85.6305,42.9918",Michigan,"City of Grand Rapids, Michigan",City of Grand Rapids,http://grdata-grandrapids.opendata.arcgis.com/datasets/7d4692db02c744c39e2b322ba153e98f_0,http://grdata-grandrapids.opendata.arcgis.com/datasets/7d4692db02c744c39e2b322ba153e98f_0.zip,https://services2.arcgis.com/L81TiOwAPO1ZvU9b/arcgis/rest/services/Potential_Historic_Districts/FeatureServer/0,,FeatureServer,City of Grand Rapids
15b266b01bdd49b6b88bd8aced72ed9d_0,07c-03,Historic Landmarks,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-20T15:54:58.000Z,,,"Grand Rapids, Michigan|Michigan","-85.7256,42.9165,-85.6264,43.0169",Michigan,"City of Grand Rapids, Michigan",City of Grand Rapids,http://grdata-grandrapids.opendata.arcgis.com/datasets/15b266b01bdd49b6b88bd8aced72ed9d_0,http://grdata-grandrapids.opendata.arcgis.com/datasets/15b266b01bdd49b6b88bd8aced72ed9d_0.zip,https://services2.arcgis.com/L81TiOwAPO1ZvU9b/arcgis/rest/services/Historic_Landmarks/FeatureServer/0,,FeatureServer,City of Grand Rapids|Historic Preservatoin|Engineering Department
6ebf7d3d34234464bf53733c375e452b_0,06a-01,Michigan DNR Mineral Leases,,Michigan DNR Mineral Leases.??Updated Monthly,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-03-01T14:20:48.000Z,,,Michigan,"-168.0845,70.7788,176.9731,75.9693",Michigan State,State of Michigan,Michigan Department of Natural Resources,http://gis-michigan.opendata.arcgis.com/datasets/6ebf7d3d34234464bf53733c375e452b_0,http://gis-michigan.opendata.arcgis.com/datasets/6ebf7d3d34234464bf53733c375e452b_0.zip,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/dnrMinerals/FeatureServer/0,,FeatureServer,unitized|Mineral|DNR|Lease
1dcb4ff4830f4a1fa19fc63fb739ee85_0,06a-01,Michigan DNR Deer Check Stations,,Michigan DNR Deer Check Stations,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-18T20:35:09.000Z,,,Michigan,"-168.226,70.191,176.8271,76.0179",Michigan State,State of Michigan,Michigan Department of Natural Resources,http://gis-michigan.opendata.arcgis.com/datasets/1dcb4ff4830f4a1fa19fc63fb739ee85_0,http://gis-michigan.opendata.arcgis.com/datasets/1dcb4ff4830f4a1fa19fc63fb739ee85_0.zip,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/pub_deercheckstations/FeatureServer/0,,FeatureServer,deer check|Hunting|wildlife|deer
eca1d7482a6c443792781586883e25f6_1,06b-26125,OC Cross-Country Ski Trails,,"BY USING THIS WEBSITE OR THE CONTENT THEREIN, YOU AGREE TO THE?TERMS OF USE.?This data is a subset of the County's?full trail data?(CROSSCOUNTRYSKI is 'Yes').?The trail/path dataset shows existing and proposed trails and paths in Oakland County and neighboring communities. The coverage was compiled from several sources including the community master plans, multi-jurisdictional trail councils/commissions, the State of Michigan, Oakland County Parks and Recreation, and the Huron-Clinton Metropolitan Authority. Hard copy sources include listings, maps and 2010 orthophotography. The scale of the data collection varies by community. The road centerline dataset was used to designate the safety path if a specific side of the road was not mentioned. The key attributes include: names of the major trails, agency that maintains the pathway, type of pathway, and various activities that are allowed on the pathway.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-11-21T18:19:53.000Z,,,"Oakland County, Michigan|Michigan","-83.8345,42.403,-82.7445,43.0306",Michigan State,"Oakland County, Michigan","Oakland County, Michigan",http://accessoakland.oakgov.com/datasets/eca1d7482a6c443792781586883e25f6_1,http://accessoakland.oakgov.com/datasets/eca1d7482a6c443792781586883e25f6_1.zip,https://gisservices.oakgov.com/arcgis/rest/services/Enterprise/EnterpriseRecreationDataMapService/MapServer/1,,MapServer,winter|trails|Cross country|Skiing|ski|sports|activities|snow
