identifier,title,description,issued,landingPage
https://data.detroitmi.gov/api/views/qw3n-zsbc,Targeted Multifamily Housing Areas (aka 20-Minute Neighborhoods),"These areas are the City of Detroit Housing and Revitalization Department's targeted multifamily housing areas, which we're aiming to transform into ""20-minute neighborhoods"".",2016-07-05,https://data.detroitmi.gov/d/qw3n-zsbc,https://data.detroitmi.gov/api/views/qw3n-zsbc
https://data.detroitmi.gov/api/views/wwzh-yfn6,Board Authorities,Geographic boundaries and plan details for each of the City of Detroit's three current Board Authorities: Downtown Development Authority; Local Development Finance Authority; Corridor Improvement Authority. New authorities are created only through City Council resolution.,2018-05-02,https://data.detroitmi.gov/d/wwzh-yfn6,https://data.detroitmi.gov/api/views/wwzh-yfn6
https://data.detroitmi.gov/api/views/i57e-7z9t,QLine Route,QLine route.,2017-10-17,https://data.detroitmi.gov/d/i57e-7z9t,https://data.detroitmi.gov/api/views/i57e-7z9t
https://data.detroitmi.gov/api/views/cx7h-9bf4,NEZ-NR Districts,This dataset contains a complete record of Neighborhood Enterprise Zones New and Rehabilitated (NEZ-NR) districts from 1992 through 2017. See the attached PDF for full metadata.,2018-08-24,https://data.detroitmi.gov/d/cx7h-9bf4,https://data.detroitmi.gov/api/views/cx7h-9bf4
https://data.detroitmi.gov/api/views/cghs-b6je,Bulk Trash Pick Up Zones,Bulk trash pick up zones with pickup days.,2017-03-20,https://data.detroitmi.gov/d/cghs-b6je,https://data.detroitmi.gov/api/views/cghs-b6je
https://data.detroitmi.gov/api/views/mzet-mshg,QLine Stops,QLine stops.,2017-10-17,https://data.detroitmi.gov/d/mzet-mshg,https://data.detroitmi.gov/api/views/mzet-mshg
https://data.detroitmi.gov/api/views/89q2-aduf,Current Master Plan Future General Land Use,"The following field definitions make up the shapefile attribute table called Master Plan of Policies Future General Land Use Map for City of Detroit adopted in 2009. This shapefile consists of all areas in the city defined with the Master Plan of Policies Future General Land Use Map. The Master Plan Future General Land Use Map has been amended since it was adopted. The layer was amended on October 17, 2017.",2016-04-06,https://data.detroitmi.gov/d/89q2-aduf,https://data.detroitmi.gov/api/views/89q2-aduf
https://data.detroitmi.gov/api/views/nqdp-yans,Traffic Signs,Location of all traffic signs,2014-11-26,https://data.detroitmi.gov/d/nqdp-yans,https://data.detroitmi.gov/api/views/nqdp-yans
https://data.detroitmi.gov/api/views/6j9h-tiym,DPD: 2014 Homicide Offenses - Victims (Confirmed) Map,"Year-end, victim-based, listing of homicide offenses that occurred in calendar-year 2014.
NOTE: This PRELIMINARY INFORMATION is used on an ongoing basis by the Detroit Police Department for strategic planning and crime analysis. This data is not final and thus is not the crime data that is reported to the FBI Uniform Crime Reporting Program.",2016-01-07,https://data.detroitmi.gov/d/6j9h-tiym,https://data.detroitmi.gov/api/views/6j9h-tiym
https://data.detroitmi.gov/api/views/2mim-hfjt,Neighborhood Stabilization Program I,City of Detroit Neighborhood Stabilization Program (NSP) I boundary application to the Department of Housing and Urban Development.,2017-07-11,https://data.detroitmi.gov/d/2mim-hfjt,https://data.detroitmi.gov/api/views/2mim-hfjt
https://data.detroitmi.gov/api/views/x6ig-wfg4,Empowerment Zone,Federal Government Funding Boundary.,2017-07-11,https://data.detroitmi.gov/d/x6ig-wfg4,https://data.detroitmi.gov/api/views/x6ig-wfg4
https://data.detroitmi.gov/api/views/4vse-9zps,City Council Districts,Detroit City Council district boundaries,2014-11-26,https://data.detroitmi.gov/d/4vse-9zps,https://data.detroitmi.gov/api/views/4vse-9zps
https://data.detroitmi.gov/api/views/esjn-hp3n,Primary Care - Health Professional Shortage Areas,"HRSA develops shortage designation criteria to determine whether a geographic area, population group or facility is a Health Professional Shortage Area (HPSA) or a Medically Underserved Area/Population (MUA/P). HPSAs may be designated as having a shortage of primary medical care, dental or mental health providers. They may be urban or rural areas, population groups, or medical or other public facilities. MUAs may be a whole county or a group of contiguous counties, a group of counties or civil divisions, or a group of urban census tracts in which residents have a shortage of health services. MUPs may include groups of persons who face economic, cultural or linguistic barriers to health care.",2017-04-11,https://data.detroitmi.gov/d/esjn-hp3n,https://data.detroitmi.gov/api/views/esjn-hp3n
https://data.detroitmi.gov/api/views/vqqa-wgrj,City of Detroit Boundary,Boundaries of the City of Detroit clipped from mcd_v14a,2017-07-11,https://data.detroitmi.gov/d/vqqa-wgrj,https://data.detroitmi.gov/api/views/vqqa-wgrj
https://data.detroitmi.gov/api/views/bvzi-zkvt,Neighborhood Stabilization Program III,City of Detroit Neighborhood Stabilization Program (NSP) III boundary.,2017-07-11,https://data.detroitmi.gov/d/bvzi-zkvt,https://data.detroitmi.gov/api/views/bvzi-zkvt
https://data.detroitmi.gov/api/views/5mn6-ihjv,Detroit Neighborhoods,Neighborhood boundaries as compiled by Department of Neighborhoods staff in concert with community groups.,2015-05-21,https://data.detroitmi.gov/d/5mn6-ihjv,https://data.detroitmi.gov/api/views/5mn6-ihjv
