identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,isPartOf,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
a29b581e0e4a4dc69f291dc5bbb1d4d4,01c-02,Decatur Township Base Map - E Size,,"Township wide map with base map layers 36 x 48 (E size).Base map layers include Streets, Hydrology, Parks, Schools, Railroads, Excluded Cities, Hospitals, Airfields, some recreation features, Address Grid and Township boundaries.",Flagged,,PDF,,,2015-04-29T19:27:58.000Z,,,"City of Indianapolis, Indiana, United States|Indiana, United States","-180.0,-90.0,180.0,90.0",Indiana,Municipalities Geospatial Data,"City of Indianapolis, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data1-indygis.opendata.arcgis.com/datasets/a29b581e0e4a4dc69f291dc5bbb1d4d4,,https://xmaps.indy.gov/MapLibrary/download/DecaturBaseE.pdf,,,Marion County|Indianapolis|Decatur Township|Base Map
e254de3a5ced49fb89de03fe97b0fd11_0,03a-02,Snow Plow Camera Images - Nebraska DOT,,Images that come from the Snow Plow Dash Camera of Nebraska DOT Plows. This service only provides a portion of all the photos taken while Nebraska DOT vehicles are working around the state.Data provided by the Nebraska DOT.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-01-23T15:56:02.000Z,,,"Iowa, United States","-107.89899999999817,39.325999999999325,-91.02399999999848,43.60399999999926",Iowa,State Agencies Geospatial Data,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/e254de3a5ced49fb89de03fe97b0fd11_0,http://public-iowadot.opendata.arcgis.com/datasets/e254de3a5ced49fb89de03fe97b0fd11_0.zip,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/AVL_Plow_Cam_Images_Nebraska_View/FeatureServer/0,,FeatureServer,Plow Camera|AVL|Snow Plow|Plow|Plow Images|Winter Operations|Operations|Winter|Nebraska DOT|NDOT
64b7b23699a04043abdf3b648d742842_0,03a-02,2017,,RAW Pavement Management Information System data collection points. Pavement distress data collected on Iowa Primary and Interstate routes. The data is collected by a 3rd party vendor using forward and downward facing imagery. ?Data fields are subject to change in future REST services. Raw data collection points are only visible inside county wide scale.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-07-28T15:09:50.000Z,,,"Iowa, United States","-95.9037,40.3572,-90.1335,42.6719",Iowa,State Agencies Geospatial Data,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/64b7b23699a04043abdf3b648d742842_0,http://public-iowadot.opendata.arcgis.com/datasets/64b7b23699a04043abdf3b648d742842_0.zip,https://gis.iowadot.gov/public/rest/services/Pavement_Management/Pavement_Raw_Data/FeatureServer/0,,FeatureServer,Iowa|IDOT|RAW|Pavement Management|Pavement Condition|IRI|Rutting|Faulting|Cracking|PCI|Pavement Distress|Asset|Classification
c83e66c46c694ffb9b99bda1dc507ed0_3,04a-01,Maryland Water Quality - Tier II Catchments 2016,,"This dataset provides the Tier II catchments delineated for the most downstream Tier II segment. This file also provides the assimilative capacity (AC) status for each watershed. In cases where there is no remaining AC in a nested catchment but the larger encompassing segment has remaining AC, the smaller nested catchment is split out and assigned its own identification. These nested catchments are also then attributed to show the lack of AC remaining. The intended use of the catchment dataset is to assist State, Local, and Federal officials and stakeholders in determining the antidegradation status of current or planned activities which fall under the purview of the antidegradation policy and implementation procedure (COMAR 26.08.02.04-1).  Using GIS, the stakeholder can assess if any activity, proposed or operational, such as a discharge, is located on land which drains (has run off) directly into and can potentially adversely affect a Tier II stream segment.  This type of determination would be useful for permitting purposes, screening for sensitive or high quality resources, and various land use planning activities such as those undertaken by local officials during the Water Resources Element process, Water and Sewer Planning, or the Comprehensive Planning process.This is a MD iMAP hosted service layer. Find more information at?https://imap.maryland.gov.Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Hydrology/MD_WaterQuality/FeatureServer/3",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-02-10T18:05:59.000Z,,,"Maryland, United States","-79.5073,38.0147,-75.3428,39.9149",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/c83e66c46c694ffb9b99bda1dc507ed0_3,http://data.imap.maryland.gov/datasets/c83e66c46c694ffb9b99bda1dc507ed0_3.zip,http://geodata.md.gov/imap/rest/services/Hydrology/MD_WaterQuality/FeatureServer/3,,FeatureServer,MD|Maryland|HYDR|Hydrology|Rivers|Streams|Lakes|Waterbodies|Water Quality|Tier II|Catchments|MDE|Maryland Department of the Environment|Vector|Dynamic|WFS|WMS|KML|MD iMAP
2e2f4591dd7c4f49abb7c1da7442eca1_89,04a-01,Maryland Archived Protected Lands Acquisitions - MD Environmental Trust 2018 Land Acquisitions Detail,,"The Maryland Environmental Trust (MET) is a statewide local land trust governed by a citizen Board of Trustees. Since its creation by the General Assembly in 1967, MET's main goal is the preservation of open land, such as farmland, forest land, and significant natural resources. The primary tool for doing this is the conservation easement, a voluntary agreement between a landowner and the MET Board of Trustees.?This is a MD iMAP hosted service. Find more information on?https://imap.maryland.gov.Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/89",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-05-01T12:26:08.000Z,,,"Maryland, United States","-77.5993,38.3747,-75.7435,39.5981",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/2e2f4591dd7c4f49abb7c1da7442eca1_89,http://data.imap.maryland.gov/datasets/2e2f4591dd7c4f49abb7c1da7442eca1_89.zip,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/89,,FeatureServer,MD|Maryland|MD iMAP|environment|ENVL|DNR|Maryland Department of Natural Resources|vector|dynamic|WMS|WFS|Maryland Environmental Trust|MET|protected lands
881b5676128f44b484541cc7a3f62b4c_0,04a-01,MDOT SHA Projects,,MDOT SHA's comprehensive project tracking database for the sharing of completed project information externally to the public.MDOT SHA Website,Geospatial data,,Shapefile,Dataset|Service,Vector,2018-10-09T14:33:37.000Z,,,"Maryland, United States","-79.47489078286893,37.99493453241521,-75.07062684393772,39.721977233542894",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/881b5676128f44b484541cc7a3f62b4c_0,http://data.imap.maryland.gov/datasets/881b5676128f44b484541cc7a3f62b4c_0.zip,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Projects_Public/FeatureServer/0,,FeatureServer,MDOT|SHA|Projects|Maryland|Transportation
e8808d2a1d9e4b059243ef6af793f242_23,04a-01,Maryland Recreational Uses - Hiking,,"These baseline recreational use data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, future planning and decision-making. Collecting data on the variety of ways the Chesapeake waters and surrounding lands are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland?s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.This is a MD iMAP hosted service layer. Find more information at?https://imap.maryland.gov.Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Society/MD_RecreationalUses/FeatureServer/23",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-04-06T16:07:20.000Z,,,"Maryland, United States","-79.4873,39.2018,-78.3134,39.7229",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/e8808d2a1d9e4b059243ef6af793f242_23,http://data.imap.maryland.gov/datasets/e8808d2a1d9e4b059243ef6af793f242_23.zip,https://geodata.md.gov/imap/rest/services/Society/MD_RecreationalUses/FeatureServer/23,,FeatureServer,Paddling|Nonconsumptive Use|society|Motorized Boating|Chesapeake Bay|Surface Water Sports|geoscientificInformation|environment|Historic or Cultural Use|Fishing|Shore Use|Charter Transport|Guided Party Cruises|Sailing|Socioeconomics|Bay Uses|Guided Fishing|Recreational Shore Fishing|Recreational Kayak Fishing|Recreational Use|SCUBASnorkelingDiving|Guided Scenic Viewing|Guided Diving and Snorkeling|Choptank River|Recreational NonMotorized Vessel Fishing|Recreational Fishing From Motorized Vessels|Eastern Shores|Swimming|Recreational Shellfish Harvesting|Cultural Use|Guided Wildlife Viewing|Recreational Waterfowl Hunting|Maryland|bays|Bay Use|Recreational NonMotorized Vessel Wildlife Viewing|Scenic or Natural Views|MD|MD iMAP|vector|dynamic|DNR|Maryland Department of Natural Resources|WMS|WFS|KML
27a0d214355e48e1beed3e4269d90f82_88,04a-01,Maryland Archived Protected Lands Acquisitions - MD Environmental Trust 2018 Land Acquisitions General,,"The Maryland Environmental Trust (MET) is a statewide local land trust governed by a citizen Board of Trustees. Since its creation by the General Assembly in 1967, MET's main goal is the preservation of open land, such as farmland, forest land, and significant natural resources. The primary tool for doing this is the conservation easement, a voluntary agreement between a landowner and the MET Board of Trustees.?This is a MD iMAP hosted service. Find more information on?https://imap.maryland.gov.Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/88",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-05-01T12:20:40.000Z,,,"Maryland, United States","-77.5958,38.3802,-75.7495,39.5966",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/27a0d214355e48e1beed3e4269d90f82_88,http://data.imap.maryland.gov/datasets/27a0d214355e48e1beed3e4269d90f82_88.zip,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/88,,FeatureServer,MD|Maryland|MD iMAP|environment|ENVL|DNR|Maryland Department of Natural Resources|vector|dynamic|WMS|WFS|Maryland Environmental Trust|MET|protected lands
65fb2aca144f46788d999f0b518b8cbc_93,04a-01,Maryland Archived Protected Lands Acquisitions - Rural Legacy 2018 Land Acquisitions Detail,,"The Rural Legacy Program provides the focus and funding necessary to protect large, contiguous tracts of land and other strategic areas from sprawl development and to enhance natural resource, agricultural, forestry and environmental protection through cooperative efforts among state and local governments and land trusts. Protection is provided through the acquisition of easements and fee estates from willing landowners and the supporting activities of Rural Legacy Sponsors and local governments.This file consists of properties that have been protected using Rural Legacy funds. In the case of a project with multiple parcels, the Identify results will indicate the total acreage and BPW amount for the project. Hence, you will see the same acreage, BPW amount and TEA result for each part of the project.This is a MD iMAP hosted service. Find more information on?https://imap.maryland.gov.Feature Service Link:?https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/93",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-05-01T12:40:48.000Z,,,"Maryland, United States","-78.9304,38.1146,-75.2953,39.7153",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/65fb2aca144f46788d999f0b518b8cbc_93,http://data.imap.maryland.gov/datasets/65fb2aca144f46788d999f0b518b8cbc_93.zip,https://archive.geodata.md.gov/imap/rest/services/Environment/MD_ArchivedProtectedLandsAcquisitions/FeatureServer/93,,FeatureServer,MD|Maryland|MD iMAP|environment|ENVL|DNR|Maryland Department of Natural Resources|vector|dynamic|WMS|WFS|Rural Legacy|protected lands
ecd6ee135c1942599bebbbf6ae52b7b6_0,04a-01,Maryland US National Grid Zone 18S - US National Grid Zone 18S (6x8 Zones),,"This layer is the UTM 6x8 zone that covers Zone 18S which covers part of Maryland.The U.S. National Grid provides a standardized grid reference system that is seamless across jurisdictional boundaries and allows for pinpointing exact locations. Since USNG is standardized, it can be understood and used as a common geographic framework for response. Zone 18S covers part of Maryland. The vertical UTM boundaries are horizontal latitude band boundaries form (generally) 6? X 8? Grid Zones. Hence, the first three letters of the MGRS value, e.g. ?18S?, are referred to as the Grid Zone Designator (GZD). The fourth and fifth characters are a pair of letters identifying one of the 100,000-meter grid squares within the grid zone (or UPS area). The S in this instance is not to be confused with UTM Zone 18S for UTM in the Southern Hemisphere. There are no classification restrictions on this information. This information was created by the National Geospatial-Intelligence Agency (NGA) Coordinate Systems Analysis Team (SNAC).This is a MD iMAP hosted service layer. Find more information at?https://imap.maryland.gov.Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Location/MD_USNGZone18S/FeatureServer/0",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-04-05T17:56:25.000Z,,,"Maryland, United States","-78.3196,31.9646,-71.6804,40.0388",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/ecd6ee135c1942599bebbbf6ae52b7b6_0,http://data.imap.maryland.gov/datasets/ecd6ee135c1942599bebbbf6ae52b7b6_0.zip,https://geodata.md.gov/imap/rest/services/Location/MD_USNGZone18S/FeatureServer/0,,FeatureServer,MD iMAP|MD|Maryland|USNG|MGRS|NGA|DSU|National Geospatial Intelligence Agency|Delta State University|Grid|Location|LOCA|Zone 17S|Zone 18S|WMS|WFS|KML|Vector|Dynamic
b801c83376714afda9fafb8fd3731a2f_24,04a-01,Maryland Recreational Uses - Historic and Cultural,,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland?s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.This is a MD iMAP hosted service layer. Find more information at?https://imap.maryland.gov.Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/Society/MD_RecreationalUses/FeatureServer/24",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-04-06T16:09:16.000Z,,,"Maryland, United States","-76.3465,38.0229,-75.0754,39.0385",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/b801c83376714afda9fafb8fd3731a2f_24,http://data.imap.maryland.gov/datasets/b801c83376714afda9fafb8fd3731a2f_24.zip,https://geodata.md.gov/imap/rest/services/Society/MD_RecreationalUses/FeatureServer/24,,FeatureServer,Paddling|Nonconsumptive Use|society|Motorized Boating|Chesapeake Bay|Surface Water Sports|geoscientificInformation|environment|Historic or Cultural Use|Fishing|Shore Use|Charter Transport|Guided Party Cruises|Sailing|Socioeconomics|Bay Uses|Guided Fishing|Recreational Shore Fishing|Recreational Kayak Fishing|Recreational Use|SCUBASnorkelingDiving|Guided Scenic Viewing|Guided Diving and Snorkeling|Choptank River|Recreational NonMotorized Vessel Fishing|Recreational Fishing From Motorized Vessels|Eastern Shores|Swimming|Recreational Shellfish Harvesting|Cultural Use|Guided Wildlife Viewing|Recreational Waterfowl Hunting|Maryland|bays|Bay Use|Recreational NonMotorized Vessel Wildlife Viewing|Scenic or Natural Views|MD|MD iMAP|vector|dynamic|DNR|Maryland Department of Natural Resources|WMS|WFS|KML
9fc36236780b40d68fd774f7394c3058_0,04a-01,Maryland Multifamily Sites - Multifamily Sites,,"This is a MD iMAP hosted service layer. Find more information at?https://imap.maryland.gov.CDA Multifamily Housing expands quality, affordable rental and transitional housing opportunities for Marylanders by financing the development, rehabilitation, and preservation of rental communities and transitional housing, and by administering rental assistance programs and the Federal Low Income Housing Tax Credit program.Feature Service Layer Link:https://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_MultifamilySites/FeatureServer/0",Geospatial data,,Shapefile,Dataset|Service,Vector,2018-05-11T18:11:46.000Z,,,"Maryland, United States","-79.4172,38.069,-75.1075,39.7104",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/9fc36236780b40d68fd774f7394c3058_0,http://data.imap.maryland.gov/datasets/9fc36236780b40d68fd774f7394c3058_0.zip,https://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_MultifamilySites/FeatureServer/0,,FeatureServer,MD|MD iMAP|Maryland|DHCD|Maryland Department of Housing and Community Development|Dynamic|Vector|Multifamily Sites|housing|WMS|WFS|KML
33e12797d4c846bd808fbe0239574040,04a-01,Maryland LiDAR Prince Georges County - Aspect,,"Montgomery and Prince George's counties project called for the Planning, Acquisition, processing and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meter. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Lidar Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (HARN), State Plane, Feet and vertical datum of NAVD88 (GEOID12B), Feet. Lidar data was delivered as processed Classified LAS 1.4 files, formatted to 1,413 individual 4000 ft x 6000 ft tiles, as tiled Intensity Rasters, and as tiled bare-earth DEM; all tiled to the same 4000 ft x 6000 ft schema. Ground Conditions: Lidar was collected in early to mid 2018, while no snow was on the ground and rivers were at or below normal levels. Sensor errors in mulitple locations were identified in processing, additonal acquisition on 7/20/2018 was completed to remedy the errors. 2016 lidar data was used with approval in a single area of restricted airspace. In order to post process the lidar data to meet task order specifications and meet ASPRS vertical accuracy guidelines, Sanborn Map Company, Inc. established a total of 23 ground control points that were used to calibrate the lidar to known ground locations established throughout the project area. An additional 79 independent accuracy check points in Open Terrain and Urban landcovers were used to assess the vertical accuracy of the data. These check points were not used to calibrate or post process the data.This is a MD iMAP hosted service. Find more information at?https://imap.maryland.gov.Image Service Link:??https://lidar.geodata.md.gov/imap/rest/services/PrinceGeorges/MD_princegeorges_aspect_m/ImageServer",Aerial imagery,,Imagery,Image|Service,,2019-03-18T15:12:14.000Z,,,"Maryland, United States","-77.0999,38.5229,-76.6556,39.1494",Maryland,State Agencies Geospatial Data,State of Maryland,ArcGIS Online for Maryland,http://data.imap.maryland.gov/datasets/33e12797d4c846bd808fbe0239574040,,https://lidar.geodata.md.gov/imap/rest/services/PrinceGeorges/MD_princegeorges_aspect_m/ImageServer,,ImageServer,MD|MD iMAP|Maryland|LiDAR|Montgomery|Maryland Department of Information Technology|DoIT|Aspect|Elevation
