Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Theme,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
"Proposed County Park Boundary [Waukesha County, Wisconsin]",Proposed County Park Boundary,"The Waukesha County Park and Open Space Plan was adopted by the County Board on March 27, 2018 and is intended to act as a guide for the acquisition, preservation, development and management of park, recreation and open space lands in the County. For the full plan text, see https://www.waukeshacounty.gov/globalassets/parks--land-use/park-system/park-and-open-space-plan/2018-final-pos-plan-update-final.pdf for more information. ",eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Boundaries,WaukeshaCounty|LIS|PLU|OpenSpace|Parks|Trails|Recreation,2020-02-27T14:07:10.000Z,Continually updated resource,,"Chenequa, Wisconsin|Waukesha, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Okauchee Lake, Wisconsin|Eagle, Wisconsin|North Prairie, Wisconsin|Dousman, Wisconsin|Sussex, Wisconsin|Hartland, Wisconsin|Delafield, Wisconsin|North Lake, Wisconsin|Nashotah, Wisconsin|Big Bend, Wisconsin|Oconomowoc Lake, Wisconsin|Merton, Wisconsin|Waukesha County, Wisconsin|Wisconsin","-88.5122,42.8541,-88.1465,43.1899",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::proposed-county-park-boundary,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::proposed-county-park-boundary.zip,https://gis2.waukcogeo.com/server/rest/services/ParkAndOpenSpacePlan/MapServer/2,,,6ce1d5d1432649449df8bfb31546f3ab_2,https://hub.arcgis.com/datasets/item.html?id=6ce1d5d1432649449df8bfb31546f3ab_2,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.0508 MB
"State and Local Trails [Waukesha County, Wisconsin]",State and Local Trails,"The Waukesha County Park and Open Space Plan was adopted by the County Board on March 27, 2018 and is intended to act as a guide for the acquisition, preservation, development and management of park, recreation and open space lands in the County. For the full plan text, see https://www.waukeshacounty.gov/globalassets/parks--land-use/park-system/park-and-open-space-plan/2018-final-pos-plan-update-final.pdf for more information. ",eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Transportation,WaukeshaCounty|LIS|PLU|OpenSpace|Parks|Trails|Recreation,2020-02-27T14:07:10.000Z,Continually updated resource,,"Chenequa, Wisconsin|Milwaukee County, Wisconsin|Waukesha, Wisconsin|Eagle, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Big Bend, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Sussex, Wisconsin|Delafield, Wisconsin|Merton, Wisconsin|Summit, Wisconsin|Oconomowoc, Wisconsin|Okauchee Lake, Wisconsin|Elm Grove, Wisconsin|Nashotah, Wisconsin|New Berlin, Wisconsin|Butler, Wisconsin|Muskego, Wisconsin|North Prairie, Wisconsin|Brookfield, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Racine County, Wisconsin|Wisconsin","-88.5466,42.8414,-88.0494,43.1914",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::state-and-local-trails,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::state-and-local-trails.zip,https://gis2.waukcogeo.com/server/rest/services/ParkAndOpenSpacePlan/MapServer/1,,,6ce1d5d1432649449df8bfb31546f3ab_1,https://hub.arcgis.com/datasets/item.html?id=6ce1d5d1432649449df8bfb31546f3ab_1,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.759 MB
"Railroads [Waukesha County, Wisconsin]",Railroads,A lighter version of the basemap for cleaner display and flexible use.,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Transportation,WaukeshaCounty|Centerlines|Railroads|Transportation,2019-10-15T19:07:18.000Z,Continually updated resource,,"Chenequa, Wisconsin|Milwaukee County, Wisconsin|Waukesha, Wisconsin|Eagle, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Big Bend, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Sussex, Wisconsin|Delafield, Wisconsin|Merton, Wisconsin|Summit, Wisconsin|Oconomowoc, Wisconsin|Okauchee Lake, Wisconsin|Elm Grove, Wisconsin|Nashotah, Wisconsin|New Berlin, Wisconsin|Butler, Wisconsin|North Prairie, Wisconsin|Brookfield, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Wisconsin","-88.5965,42.8463,-88.0617,43.1921",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::railroads,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::railroads.zip,https://gis2.waukcogeo.com/server/rest/services/Parcel_Basemap_Lite/MapServer/1,,,f8ac0398c5d04c93a2195b4998d3f96e_1,https://hub.arcgis.com/datasets/item.html?id=f8ac0398c5d04c93a2195b4998d3f96e_1,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.0291 MB
"Named Streams [Waukesha County, Wisconsin]",Named Streams,A lighter version of the basemap for cleaner display and flexible use.,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Environment,WaukeshaCounty|Centerlines|Railroads|Transportation,2019-10-15T19:07:18.000Z,Continually updated resource,,"Chenequa, Wisconsin|Milwaukee County, Wisconsin|Waukesha, Wisconsin|Hartland, Wisconsin|Big Bend, Wisconsin|Waukesha County, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Sussex, Wisconsin|Delafield, Wisconsin|Merton, Wisconsin|Okauchee Lake, Wisconsin|Elm Grove, Wisconsin|Nashotah, Wisconsin|New Berlin, Wisconsin|Butler, Wisconsin|North Prairie, Wisconsin|Brookfield, Wisconsin|Lannon, Wisconsin|North Lake, Wisconsin|Wisconsin","-88.4787,42.8474,-88.0619,43.1904",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::named-streams,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::named-streams.zip,https://gis2.waukcogeo.com/server/rest/services/Parcel_Basemap_Lite/MapServer/3,,,f8ac0398c5d04c93a2195b4998d3f96e_3,https://hub.arcgis.com/datasets/item.html?id=f8ac0398c5d04c93a2195b4998d3f96e_3,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.2463 MB
"Street Centerlines [Waukesha County, Wisconsin]",Street Centerlines,A lighter version of the basemap for cleaner display and flexible use.,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Transportation,WaukeshaCounty|Centerlines|Railroads|Transportation,2019-10-15T19:07:18.000Z,Continually updated resource,,"Chenequa, Wisconsin|Milwaukee County, Wisconsin|Waukesha, Wisconsin|Potter Lake, Wisconsin|Browns Lake, Wisconsin|Eagle, Wisconsin|East Troy, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Rochester, Wisconsin|Big Bend, Wisconsin|Eagle Lake, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Ozaukee County, Wisconsin|Sussex, Wisconsin|Ashippun, Wisconsin|Delafield, Wisconsin|Tichigan, Wisconsin|Merton, Wisconsin|Menomonee Falls, Wisconsin|Summit, Wisconsin|Oconomowoc, Wisconsin|Okauchee Lake, Wisconsin|Waterford, Wisconsin|Washington County, Wisconsin|Elm Grove, Wisconsin|Nashotah, Wisconsin|Walworth County, Wisconsin|Dodge County, Wisconsin|New Berlin, Wisconsin|Butler, Wisconsin|Muskego, Wisconsin|North Prairie, Wisconsin|Brookfield, Wisconsin|Mukwonago, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|Wind Lake, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Racine County, Wisconsin|Wisconsin","-88.5501,42.6745,-88.0571,43.2466",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::street-centerlines,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::street-centerlines.zip,https://gis2.waukcogeo.com/server/rest/services/Parcel_Basemap_Lite/MapServer/4,,,f8ac0398c5d04c93a2195b4998d3f96e_4,https://hub.arcgis.com/datasets/item.html?id=f8ac0398c5d04c93a2195b4998d3f96e_4,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,5.6332 MB
"CDGB Neighborhoods [Waukesha County, Wisconsin]",CDGB Neighborhoods,This map displays various political and administrative districts within Waukesha County. Sources vary depending on district type.,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Property,SchoolDistricts|SupervisoryDistricts|MunicipalWards|FireDistricts|boundaries,2014-02-20T16:06:42.000Z,Continually updated resource,,"Waukesha, Wisconsin|Waukesha County, Wisconsin|Wisconsin","-88.2591,42.9956,-88.2124,43.0225",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::cdgb-neighborhoods,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::cdgb-neighborhoods.zip,https://gis2.waukcogeo.com/server/rest/services/Districts/MapServer/5,,,7cf4117186c7486290aace6528a24915_5,https://hub.arcgis.com/datasets/item.html?id=7cf4117186c7486290aace6528a24915_5,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.0031 MB
"Fire Districts [Waukesha County, Wisconsin]",Fire Districts,This map displays various political and administrative districts within Waukesha County. Sources vary depending on district type.,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Property,SchoolDistricts|SupervisoryDistricts|MunicipalWards|FireDistricts|boundaries,2014-02-20T16:06:42.000Z,Continually updated resource,,"Chenequa, Wisconsin|Milwaukee County, Wisconsin|Richfield, Wisconsin|Waukesha, Wisconsin|Potter Lake, Wisconsin|Browns Lake, Wisconsin|Eagle, Wisconsin|East Troy, Wisconsin|Dousman, Wisconsin|Barron County, Wisconsin|Hartland, Wisconsin|Rochester, Wisconsin|Rome, Wisconsin|Lauderdale Lakes, Wisconsin|Neosho, Wisconsin|Big Bend, Wisconsin|Germantown, Wisconsin|Eagle Lake, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Ixonia, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Ozaukee County, Wisconsin|Palmyra, Wisconsin|Sussex, Wisconsin|Ashippun, Wisconsin|Delafield, Wisconsin|Lebanon, Wisconsin|West Allis, Wisconsin|Tichigan, Wisconsin|Merton, Wisconsin|Menomonee Falls, Wisconsin|Hales Corners, Wisconsin|Oconomowoc, Wisconsin|Summit, Wisconsin|Okauchee Lake, Wisconsin|Waterford, Wisconsin|Washington County, Wisconsin|Elm Grove, Wisconsin|Wauwatosa, Wisconsin|Union Grove, Wisconsin|Nashotah, Wisconsin|Sullivan, Wisconsin|Walworth County, Wisconsin|Dodge County, Wisconsin|New Berlin, Wisconsin|Turtle Lake, Wisconsin|Butler, Wisconsin|Muskego, Wisconsin|North Prairie, Wisconsin|Brookfield, Wisconsin|Mukwonago, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|Wind Lake, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Polk County, Wisconsin|Racine County, Wisconsin|Wisconsin","-88.6995,42.6686,-87.9703,43.3192",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::fire-districts,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::fire-districts.zip,https://gis2.waukcogeo.com/server/rest/services/Districts/MapServer/4,,,7cf4117186c7486290aace6528a24915_4,https://hub.arcgis.com/datasets/item.html?id=7cf4117186c7486290aace6528a24915_4,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.5695 MB
"County Trails [Waukesha County, Wisconsin]",County Trails,"The Waukesha County Park and Open Space Plan was adopted by the County Board on March 27, 2018 and is intended to act as a guide for the acquisition, preservation, development and management of park, recreation and open space lands in the County. For the full plan text, see https://www.waukeshacounty.gov/globalassets/parks--land-use/park-system/park-and-open-space-plan/2018-final-pos-plan-update-final.pdf for more information. ",eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Transportation,WaukeshaCounty|LIS|PLU|OpenSpace|Parks|Trails|Recreation,2020-02-27T14:07:10.000Z,Continually updated resource,,"Chenequa, Wisconsin|Milwaukee County, Wisconsin|Waukesha, Wisconsin|Eagle, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Big Bend, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Sussex, Wisconsin|Delafield, Wisconsin|Merton, Wisconsin|Summit, Wisconsin|Oconomowoc, Wisconsin|Okauchee Lake, Wisconsin|Elm Grove, Wisconsin|Nashotah, Wisconsin|New Berlin, Wisconsin|Butler, Wisconsin|Muskego, Wisconsin|North Prairie, Wisconsin|Brookfield, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Racine County, Wisconsin|Wisconsin","-88.5600,42.8429,-88.0613,43.1909",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::county-trails,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::county-trails.zip,https://gis2.waukcogeo.com/server/rest/services/ParkAndOpenSpacePlan/MapServer/0,,,6ce1d5d1432649449df8bfb31546f3ab_0,https://hub.arcgis.com/datasets/item.html?id=6ce1d5d1432649449df8bfb31546f3ab_0,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.3288 MB
"Trail Markers [Waukesha County, Wisconsin]",Trail Markers,"The Waukesha County Park and Open Space Plan was adopted by the County Board on March 27, 2018 and is intended to act as a guide for the acquisition, preservation, development and management of park, recreation and open space lands in the County. For the full plan text, see https://www.waukeshacounty.gov/globalassets/parks--land-use/park-system/park-and-open-space-plan/2018-final-pos-plan-update-final.pdf for more information. ",eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Transportation,WaukeshaCounty|LIS|PLU|OpenSpace|Parks|Trails|Recreation,2020-02-27T14:07:10.000Z,Continually updated resource,,"Chenequa, Wisconsin|Milwaukee County, Wisconsin|Richfield, Wisconsin|Waukesha, Wisconsin|Potter Lake, Wisconsin|Eagle, Wisconsin|Dousman, Wisconsin|Rome, Wisconsin|Hartland, Wisconsin|Greenfield, Wisconsin|Big Bend, Wisconsin|Germantown, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Ixonia, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Ozaukee County, Wisconsin|Palmyra, Wisconsin|Sussex, Wisconsin|Ashippun, Wisconsin|Delafield, Wisconsin|Lebanon, Wisconsin|West Allis, Wisconsin|Greendale, Wisconsin|Merton, Wisconsin|Menomonee Falls, Wisconsin|Hales Corners, Wisconsin|Oconomowoc, Wisconsin|Summit, Wisconsin|Okauchee Lake, Wisconsin|Washington County, Wisconsin|Elm Grove, Wisconsin|Wauwatosa, Wisconsin|Nashotah, Wisconsin|Sullivan, Wisconsin|Walworth County, Wisconsin|Dodge County, Wisconsin|New Berlin, Wisconsin|Thiensville, Wisconsin|Franklin, Wisconsin|Brown Deer, Wisconsin|Butler, Wisconsin|Muskego, Wisconsin|North Prairie, Wisconsin|Brookfield, Wisconsin|Mukwonago, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|Wind Lake, Wisconsin|North Lake, Wisconsin|West Milwaukee, Wisconsin|Oconomowoc Lake, Wisconsin|Racine County, Wisconsin|Wisconsin","-88.6718,42.7843,-87.9396,43.3128",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::trail-markers,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::trail-markers.zip,https://gis2.waukcogeo.com/server/rest/services/ParkAndOpenSpacePlan/MapServer/6,,,6ce1d5d1432649449df8bfb31546f3ab_6,https://hub.arcgis.com/datasets/item.html?id=6ce1d5d1432649449df8bfb31546f3ab_6,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.0157 MB
"Wetland Overlay [Waukesha County, Wisconsin]",Wetland Overlay,Town Zoning,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Environment,WaukeshaCounty|Environmental|Boundaries|Business|Housing|EconomicDevelopment|Zoning|Overlays,2016-12-08T17:13:01.000Z,Continually updated resource,,"Chenequa, Wisconsin|Waukesha, Wisconsin|Eagle, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Big Bend, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Sussex, Wisconsin|Delafield, Wisconsin|Merton, Wisconsin|Summit, Wisconsin|Oconomowoc, Wisconsin|Okauchee Lake, Wisconsin|Nashotah, Wisconsin|North Prairie, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Wisconsin","-88.5459,42.8432,-88.1370,43.1919",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::wetland-overlay-1,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::wetland-overlay-1.zip,https://gis2.waukcogeo.com/server/rest/services/ZoningTown/MapServer/2,,,d035929e1f1c45f3b1992d4a1b5147db_2,https://hub.arcgis.com/datasets/item.html?id=d035929e1f1c45f3b1992d4a1b5147db_2,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,6.1067 MB
"Environmental Corridor Overlay [Waukesha County, Wisconsin]",Environmental Corridor Overlay,Town Zoning,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Environment,WaukeshaCounty|Environmental|Boundaries|Business|Housing|EconomicDevelopment|Zoning|Overlays,2016-12-08T17:13:01.000Z,Continually updated resource,,"Chenequa, Wisconsin|Waukesha, Wisconsin|Eagle, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Big Bend, Wisconsin|Waukesha County, Wisconsin|Lac La Belle, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Sussex, Wisconsin|Delafield, Wisconsin|Merton, Wisconsin|Summit, Wisconsin|Oconomowoc, Wisconsin|Okauchee Lake, Wisconsin|Nashotah, Wisconsin|North Prairie, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Wisconsin","-88.5459,42.8434,-88.1421,43.1917",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::environmental-corridor-overlay-1,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::environmental-corridor-overlay-1.zip,https://gis2.waukcogeo.com/server/rest/services/ZoningTown/MapServer/3,,,d035929e1f1c45f3b1992d4a1b5147db_3,https://hub.arcgis.com/datasets/item.html?id=d035929e1f1c45f3b1992d4a1b5147db_3,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,6.4466 MB
"Zoning Districts [Waukesha County, Wisconsin]",Zoning Districts,Town Zoning,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Property,WaukeshaCounty|Environmental|Boundaries|Business|Housing|EconomicDevelopment|Zoning|Overlays,2016-12-08T17:13:01.000Z,Continually updated resource,,"Chenequa, Wisconsin|Waukesha, Wisconsin|Eagle, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Big Bend, Wisconsin|Waukesha County, Wisconsin|Wales, Wisconsin|Pewaukee, Wisconsin|Sussex, Wisconsin|Delafield, Wisconsin|Merton, Wisconsin|Oconomowoc, Wisconsin|Okauchee Lake, Wisconsin|Nashotah, Wisconsin|North Prairie, Wisconsin|Lannon, Wisconsin|Jefferson County, Wisconsin|North Lake, Wisconsin|Oconomowoc Lake, Wisconsin|Wisconsin","-88.5441,42.8430,-88.1232,43.1916",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::zoning-districts-2,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::zoning-districts-2.zip,https://gis2.waukcogeo.com/server/rest/services/ZoningTown/MapServer/4,,,d035929e1f1c45f3b1992d4a1b5147db_4,https://hub.arcgis.com/datasets/item.html?id=d035929e1f1c45f3b1992d4a1b5147db_4,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,7.4915 MB
"Special Districts [Waukesha County, Wisconsin]",Special Districts,Town Zoning,eng,Waukesha County,"Waukesha County, Wisconsin",Datasets,Property,WaukeshaCounty|Environmental|Boundaries|Business|Housing|EconomicDevelopment|Zoning|Overlays,2016-12-08T17:13:01.000Z,Continually updated resource,,"Chenequa, Wisconsin|Oconomowoc, Wisconsin|Pewaukee, Wisconsin|Wales, Wisconsin|Okauchee Lake, Wisconsin|Eagle, Wisconsin|North Prairie, Wisconsin|Dousman, Wisconsin|Hartland, Wisconsin|Delafield, Wisconsin|Jefferson County, Wisconsin|North Lake, Wisconsin|Nashotah, Wisconsin|Big Bend, Wisconsin|Oconomowoc Lake, Wisconsin|Merton, Wisconsin|Waukesha County, Wisconsin|Wisconsin","-88.5435,42.8431,-88.1788,43.1583",Vector data,Shapefile,https://data-waukeshacounty.opendata.arcgis.com/maps/WaukeshaCounty::special-districts,https://data-waukeshacounty.opendata.arcgis.com/datasets/WaukeshaCounty::special-districts.zip,https://gis2.waukcogeo.com/server/rest/services/ZoningTown/MapServer/1,,,d035929e1f1c45f3b1992d4a1b5147db_1,https://hub.arcgis.com/datasets/item.html?id=d035929e1f1c45f3b1992d4a1b5147db_1,Waukesha County GIS Download,10b-55133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55133,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.5289 MB
"City of Madison Curb Line [Madison, Wisconsin]",City of Madison Curb Line, This data set shows where the curbs are on City of Madison maintained roads. ,eng,City of Madison Map Data,"Madison, Wisconsin",Datasets,Transportation,CurbLine|PublicWorks|CityofMadison|Wisconsin|COM:Engineering|CityFacilities&Infrastructure|Transportation|Roadways,2022-07-14T19:22:53.000Z,Continually updated resource,,"Monona, Wisconsin|Dane County, Wisconsin|Middleton, Wisconsin|Maple Bluff, Wisconsin|Shorewood Hills, Wisconsin|Wisconsin","-89.5711,42.9979,-89.2497,43.1722",Vector data,Shapefile,https://data-cityofmadison.opendata.arcgis.com/maps/cityofmadison::city-of-madison-curb-line,https://data-cityofmadison.opendata.arcgis.com/datasets/cityofmadison::city-of-madison-curb-line.zip,https://maps.cityofmadison.com/arcgis/rest/services/Public/OPEN_DATA_ENGR/MapServer/9,,,5eeb2f32dbc74264a5b3c6f29f45f81b_9,https://hub.arcgis.com/datasets/item.html?id=5eeb2f32dbc74264a5b3c6f29f45f81b_9,"City of Madison, WI GIS Open Data Portal",10c-03,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10c-03,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,9.7118 MB
"Infrastructure Projects [Wisconsin Rapids, Wisconsin]",Infrastructure Projects,A public view of the InfrastructureProjects layer used by public works personnel to communicate the capital improvement plan.,eng,WiscRapids,"Wisconsin Rapids, Wisconsin",Datasets,Boundaries,CapitalPlanning|PublicWorks|CIP|CapitalImprovementPlan|CapitalProjects|ProjectPlanning|Water|Sewer|Stormwater|Transportation|Parks|Facilities|WaterUtilities|ArcGISSolutions,2022-04-01T18:18:16.000Z,Continually updated resource,,"Portage County, Wisconsin|Port Edwards, Wisconsin|Wisconsin Rapids, Wisconsin|Biron, Wisconsin|Wood County, Wisconsin|Lake Wazeecha, Wisconsin|Nekoosa, Wisconsin|Wisconsin","-89.9535,44.2940,-89.6875,44.4766",Vector data,Shapefile,https://rapidsdata-wisconsinrapids.opendata.arcgis.com/maps/5b1982485c184267a8a51eedc171a999_0,https://data-cityofmadison.opendata.arcgis.com/datasets/cityofmadison::city-of-madison-curb-line.zip,,https://services5.arcgis.com/QqYkKk5Do8dDZEQ0/arcgis/rest/services/InfrastructureProjects_capitalimprovementplan_6a65e99e3ee04f51aad1efd37ccfd122/FeatureServer/0,,5b1982485c184267a8a51eedc171a999_0,https://hub.arcgis.com/datasets/item.html?id=5b1982485c184267a8a51eedc171a999_0,Wisconsin Rapids Online Map Portal,10c-04,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10c-04,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,9.7118 MB
"Parks [Kenosha County, Wisconsin]",Parks,"Kenosha County and Municipal Parks. This data is updated as changes occur, or as Kenosha County is made aware of changes.",eng,Kenosha County,"Kenosha County, Wisconsin",Datasets,Society,KenoshaCounty|Parks|Recreation|Parks&Recreation,2022-10-07T16:03:51.000Z,Continually updated resource,,"New Munster, Wisconsin|Kenosha, Wisconsin|Lily Lake, Wisconsin|Paddock Lake, Wisconsin|Kenosha County, Wisconsin|Wisconsin","-88.3008,42.4953,-87.8022,42.6572",Vector data,Shapefile,https://dataportal.kenoshacounty.org/maps/kenoshacounty::parks,https://dataportal.kenoshacounty.org/datasets/kenoshacounty::parks.zip,https://mapping.kenoshacountywi.gov/server/rest/services/Interactive_Mapping/Other/MapServer/4,,,b245529d8fdc45fd9227ac4472d203a5_4,https://hub.arcgis.com/datasets/item.html?id=b245529d8fdc45fd9227ac4472d203a5_4,Kenosha County Data Portal,10b-55059,ba5cc745-21c5-4ae9-954b-72dd8db6815a,10b-55059,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.1527 MB
