identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
gqdp-pr3d,04b-24027,Recreation & Parks Combined Recreational Licensed Childcare Totals: Spring 2019,,,,,,,,2019-08-29,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/gqdp-pr3d,,,,
8h57-92g8,04b-24027,Recreation & Parks Program Totals: Summer Camps 2019,,,,,,,,2019-11-06,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/8h57-92g8,,,,
emdm-7ywn,04b-24027,Recreation & Parks Combined Recreational Licensed Childcare Totals: Fall 2018,,"Data encompasses the number of participants enrolled in the Howard County Recreation & Parks Recreational Licensed Childcare programs, by season.",,,,,,2019-06-14,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/emdm-7ywn,,,,
xp7z-7v8b,04b-24027,Recreation & Parks Combined Recreational Licensed Childcare Totals: Fall 2019,,,,,,,,2020-03-20,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/xp7z-7v8b,,,,
jf4m-e9c3,04b-24027,ACH VENDOR PAYMENTS FOR 02-28-2020,,ACH VENDOR PAYMENTS FOR 02-28-2020,,,,,,2020-02-27,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/jf4m-e9c3,,,,
drqe-nd2c,04b-24027,Recreation & Parks Program Totals: Fall 2019,,,,,,,,2020-03-20,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/drqe-nd2c,,,,
edm2-qf6f,04b-24027,Recreation & Parks Program Totals: Fall 2018,,"Data encompasses the number of participants enrolled in Howard County Recreation & Parks programs (I.e. Sports, Fitness, Nature & Environment, Camps etc...), by season.",,,,,,2019-06-14,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/edm2-qf6f,,,,
m7y8-382i,04b-24027,ACH VENDOR PAYMENTS FOR 01-03-2020,,ACH VENDOR PAYMENTS FOR 01-03-2020,,,,,,2020-01-02,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/m7y8-382i,,,,
8tja-4pjm,04b-24027,ACH VENDOR PAYMENTS FOR 01-24-2020,,ACH VENDOR PAYMENTS FOR 01-24-2020,,,,,,2020-01-23,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/8tja-4pjm,,,,
ahsx-gqyi,04b-24027,Animal Control Monthly Statistics: 2015-Current,,"The data includes the number of animals received, adopted, returned to owners, and sent to rescue.",,,,,,2019-06-17,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/ahsx-gqyi,,,,
tgjr-d83r,04b-24027,ACH VENDOR PAYMENTS FOR 02-14-2020,,ACH VENDOR PAYMENTS FOR 02-14-2020,,,,,,2020-02-13,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/tgjr-d83r,,,,
iqwa-gf4g,04b-24027,ACH Vendor Payments for 03-27-2020,,ACH Vendor Payments for 03-27-2020,,,,,,2020-03-26,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/iqwa-gf4g,,,,
5963-ghcy,04b-24027,ACH VENDOR PAYMENTS FOR 03-06-2020,,ACH VENDOR PAYMENTS FOR 03-06-2020,,,,,,2020-03-05,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/5963-ghcy,,,,
7d9h-pgmt,04b-24027,ACH VENDOR PAYMENTS FOR 11-15-2019,,ACH VENDOR PAYMENTS FOR 11-15-2019,,,,,,2019-11-14,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/7d9h-pgmt,,,,
abhe-2s3i,04b-24027,ACH VENDOR PAYMENTS FOR 12-27-19,,ACH VENDOR PAYMENTS FOR 12-27-19,,,,,,2019-12-26,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/abhe-2s3i,,,,
iqwq-6pn4,04b-24027,ACH VENDOR PAYMENTS FOR 02-21-2020,,ACH VENDOR PAYMENTS FOR 02-21-2020,,,,,,2020-02-20,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/iqwq-6pn4,,,,
i8su-chjy,04b-24027,ACH VENDOR PAYMENTS FOR 01-31-2020,,ACH VENDOR PAYMENTS FOR 01-31-2020,,,,,,2020-01-30,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/i8su-chjy,,,,
3hgw-vqhk,04b-24027,ACH Vendor Payments for 04-09-2020,,ACH Vendor Payments for 04-09-2020,,,,,,2020-04-08,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/3hgw-vqhk,,,,
7prp-ragu,04b-24027,ACH VENDOR PAYMENTS FOR 11-01-2019,,ACH VENDOR PAYMENTS FOR 11-01-2019,,,,,,2019-10-31,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/7prp-ragu,,,,
bzbs-996q,04b-24027,ACH VENDOR PAYMENTS FOR 11-27-19,,ACH VENDOR PAYMENTS FOR 11-27-19,,,,,,2019-11-26,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/bzbs-996q,,,,
n9hx-t3mn,04b-24027,ACH VENDOR PAYMENTS FOR 01-10-2020,,ACH VENDOR PAYMENTS FOR 01-10-2020,,,,,,2020-01-09,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/n9hx-t3mn,,,,
ynit-x3as,04b-24027,Recreation & Parks Program Totals: Spring 2019,,,,,,,,2019-08-29,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/ynit-x3as,,,,
da7e-ercm,04b-24027,ACH Vendor Payments for 11-08-2019,,ACH Vendor Payments for 11-08-2019,,,,,,2019-11-07,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/da7e-ercm,,,,
ws4j-ejwy,04b-24027,ACH VENDOR PAYMENTS FOR 12-13-19,,ACH VENDOR PAYMENTS FOR 12-13-19,,,,,,2019-12-12,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/ws4j-ejwy,,,,
ndr6-mft6,04b-24027,Recreation & Parks Program Totals: Summer Programs 2019,,,,,,,,2019-11-06,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/ndr6-mft6,,,,
h8my-vphb,04b-24027,Recreation & Parks Combined Recreational Licensed Childcare Totals: Winter 2019,,"Data encompasses the number of participants enrolled in the Howard County Recreation & Parks Recreational Licensed Childcare programs, by season.",,,,,,2019-06-14,,,"Howard County, Maryland, United States|Maryland, United States",Maryland,"Howard County, Maryland",opendata.howardcountymd.gov,https://opendata.howardcountymd.gov/d/h8my-vphb,,,,
uh6s-izyj,04b-24033,Spending Information for FY 2020,,"This dataset allows you to view information about government spending. Disclosure of payments is based on the legislative requirements of CB-19-2011 which can be accessed via https://princegeorgescountymd.legistar.com/Legislation.aspx, which is an effort to provide enhanced transparency and convenient public access to this information. Certain expenditures are subject to review on a case-by-case basis to ensure that confidential or privileged material is maintained in accordance with legal requirements. As such, these expenditures may not appear on this website.

Unaudited data is updated quarterly for all payees with combined spending of $25,000 or more. When cumulative payee spending exceeds $25,000 threshold, all payments made during the Fiscal Year will be reported. Datasets, current and up to seven prior fiscal periods, will be available for your search by Fiscal Year. The following information will be displayed: Payee Name, County Agency Name, Payee Zip Code, Amount and Payment Description. Website options include: sorting, exporting data, creating graphs, and customizing your display format - among other features. There is an online tutorial.

If you have any questions or comments about this citizen portal site, please send an email at any time to: CountyClick311@co.pg.md.us, or call 3-1-1 (301-883-4748), Monday - Friday, 7am - 7pm, and a Customer Service Representative will be glad to assist you.",,,,,,2019-11-19,,,"Prince George's County, Maryland, United States|Maryland, United States",Maryland,"Prince George's County, Maryland",data.princegeorgescountymd.gov,https://data.princegeorgescountymd.gov/d/uh6s-izyj,,,,
ggc3-q7zp,05c-02,Alleys,,"This dataset contains all alleyways in the City of Saint Paul. Data is tracked for the purpose of assessing homeowners for alley improvements, and as such, the attribute data supports this function.",,,,,,2019-05-03,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Minnesota,"City of Saint Paul, Minnesota",information.stpaul.gov,https://information.stpaul.gov/d/ggc3-q7zp,,,,
2jns-2ksz,05c-02,HRA-Owned Parcels - Currently For Sale,,"These listings show properties currently for sale by the Saint Paul Housing and Redevelopment Authority (HRA), the City's real estate development agency.

This data is arranged to show information on both parcels and sites. A site is an HRA classification for a group of one or more parcels that share general characteristics and proximity and lend themselves to a joint strategy for sale/ redevelopment. Information is displayed to show information on one parcel on each row. Column headings indicate whether the data shown in that column is specific to the parcel in a given row, or about the larger site to which the parcel in a given row belongs.

A detailed definition for each field and additional information about this data is available at this link.

Restricted use and conditional terms to purchase may apply to all properties. The sale of all properties is subject to the HRA Disposition Policy. This list of properties is subject to change at any time. Visit our webpage of Property Available for Sale for more context on these listings.  For more information, contact the HRA at 651-266-6607 or CityOwnedProperties@ci.stpaul.mn.us.

 Equal Housing Opportunity
",,,,,,2019-06-11,,,"Saint Paul, Minnesota, United States|Minnesota, United States",Minnesota,"City of Saint Paul, Minnesota",information.stpaul.gov,https://information.stpaul.gov/d/2jns-2ksz,,,,
262a76b1a591481db5c97f841631f0cd,07c-01,Restaurants,,{{default.description}},,,,,,2019-05-31T15:37:38.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/262a76b1a591481db5c97f841631f0cd,,,,
50f6659f20ac4628938b39c46482ffee_0,07c-01,Confirmed Communicable Disease Data by Quarter for Detroit,,"Confirmed cases of communicable diseases in the City of Detroit as reported into Michigan Disease Surveillance System (MDSS), by quarter. This is a rolling total of the most recent 5 quarters of data.",,,,,,2019-05-30T18:31:42.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/50f6659f20ac4628938b39c46482ffee_0,,,,
3c36523e359f4d45aee1f173d4b9df29_0,07c-01,Property Sales,,Property sales history for the city of Detroit.,,,,,,2019-11-15T19:13:04.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/3c36523e359f4d45aee1f173d4b9df29_0,,,,
d62b67c9bbe647f980178be556e3d292_0,07c-01,Procurement Contracts,,"This data includes initial and amended contracts 
with suppliers. Purchase orders may be generated separately to pay 
suppliers for work completed under one of the contracts listed in this 
dataset. When possible, a link to the original contract document is provided.",,,,,,2019-01-28T16:49:20.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/d62b67c9bbe647f980178be556e3d292_0,,,,
a210575930354d758c12d7f45eebaa2f_0,07c-01,Parcels,,Parcels for the city of Detroit.,,,,,,2019-11-15T15:04:17.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/a210575930354d758c12d7f45eebaa2f_0,,,,
df96ca1e75b9467bbf2cef28b7369dc6_0,07c-01,Charter and EEA Schools Water Testing Results,,"Results of tests for lead in drinking water at city of Detroit charter and EEA Schools.? All documents are in PDF format.For more information, please visit the?Water Testing Results page on detroitmi.gov.",,,,,,2019-01-30T21:57:44.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/df96ca1e75b9467bbf2cef28b7369dc6_0,,,,
a9fdbb729c904eddaa9353471b07e81c_0,07c-01,Master Plan Neighborhoods,,"The 54 Official Master Plan Neighborhoods based
on the Census Tract boundary. ",,,,,,2019-01-29T21:54:30.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/a9fdbb729c904eddaa9353471b07e81c_0,,,,
96d01efdfd964ea6b6dbd5ddcc36ed52_0,07c-01,Trades Permits,,Trades permits issued by the City of Detroit BSEED.,,,,,,2020-01-10T14:54:06.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/96d01efdfd964ea6b6dbd5ddcc36ed52_0,,,,
5639faf260dd483aa5ab0f578e24154f_0,07c-01,Recreation Centers,,Recreation centers managed by the City of Detroit Recreation Department.,,,,,,2016-11-10T21:00:42.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/5639faf260dd483aa5ab0f578e24154f_0,,,,
41dea81720fc43139a90ffa154fcb07c_0,07c-01,Renaissance Zones,,"This dataset contains a complete record of Renaissance Zone sub-zones approved within the City of
Detroit between 1996 and 2018. This includes active, expired, and future Renaissance Zones approved by
the Michigan Strategic Fund.",,,,,,2019-04-29T14:11:03.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/41dea81720fc43139a90ffa154fcb07c_0,,,,
c5f6983cb28b44fcb4bf05aaf18d6c5c_0,07c-01,Zoning,,"The Zoning District of every parcel in the City of 
Detroit.?
Zoning Categories as defined by City Planning Commission, updated in August, 2019.",,,,,,2019-06-05T17:09:27.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/c5f6983cb28b44fcb4bf05aaf18d6c5c_0,,,,
eae9c5c4f06e4f08bade139dee7059b8_0,07c-01,Commercial Inspections,,Commercial inspections conducted by BSEED.,,,,,,2020-01-10T15:45:41.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/eae9c5c4f06e4f08bade139dee7059b8_0,,,,
db539045846e44d9bfa3483bab8c2d33_0,07c-01,Police Reports 2011 to 2014,,{{default.description}},,,,,,2019-05-30T15:43:05.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/db539045846e44d9bfa3483bab8c2d33_0,,,,
5b508c4a22d14fcab3ec374c3c8f063d_0,07c-01,Daycare Water Testing Results,,"Results of tests for lead in drinking water at city of Detroit daycare programs.? All documents are in PDF format.For more information, please visit the?Water Testing Results page on detroitmi.gov.",,,,,,2019-01-30T22:04:09.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/5b508c4a22d14fcab3ec374c3c8f063d_0,,,,
6fc7932768cc49ab877c0b226af650dc_0,07c-01,Neighborhood Police Officers (NPOs),,Neighborhood Police Officers by Scout Car Areas,,,,,,2019-12-06T19:29:13.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/6fc7932768cc49ab877c0b226af650dc_0,,,,
1bb071e094ee4b059ec1abd36f5f91c8,07c-01,DLBA Partner Sales,,Properties sold through by the Detroit Land Bank Authority's Partner Sales program.?For more information about the DLBA's sales programs?click here,,,,,,2019-04-30T18:48:03.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/1bb071e094ee4b059ec1abd36f5f91c8,,,,
36bfb29e72e84ef7947ae6df20267443_0,07c-01,DPD Carjacking Offenses Victims Confirmed,,"Year-end, victim-based, listing of Carjacking offenses, a subset of Robberies, that occurred in calendar-years 2015-2017.NOTE: This PRELIMINARY INFORMATION is used on an ongoing basis by the Detroit Police Department for strategic planning and crime analysis. This data is not final and thus is not the crime data that is reported to the FBI Uniform Crime Reporting Program.",,,,,,2019-05-30T19:44:48.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/36bfb29e72e84ef7947ae6df20267443_0,,,,
5b2e69fd0d05413c84199449b32bbd75_0,07c-01,CBO Impact Areas,,{{default.description}},,,,,,2020-03-03T16:51:44.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/5b2e69fd0d05413c84199449b32bbd75_0,,,,
ed50d63d8fbf4b1eb6233d46e0ec37d7_0,07c-01,Detroit People Mover Route,,The track footprint of the Detroit People Mover.,,,,,,2019-09-06T19:46:09.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/ed50d63d8fbf4b1eb6233d46e0ec37d7_0,,,,
1de3fec8cc894fdbbc03c5d31bca32d4,07c-01,DDOT GTFS file,,You can find more information about GTFS here: https://developers.google.com/transit/gtfs/,,,,,,2019-09-06T19:51:28.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/1de3fec8cc894fdbbc03c5d31bca32d4,,,,
4e50576fb1ee4a2db4208c220747831b_0,07c-01,Opportunity Zones,,Qualified Opportunity Zones in the City of Detroit by Census tract.,,,,,,2019-04-29T13:41:47.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/4e50576fb1ee4a2db4208c220747831b_0,,,,
c530a04a15eb437f97fa43688f6c11ca,07c-01,Duggan Administration Organizational Chart,,"An organizational chart for the administration of Mayor Mike Duggan, showing members of the administration and the departments, initiatives, and authorities for which they are responsible.",,,,,,2019-08-30T21:08:38.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/c530a04a15eb437f97fa43688f6c11ca,,,,
e6a224697f024db3b67a6942afb88dba_0,07c-01,Reported Major Crimes 2011 to 2014,,"Reported major crime offenses from Jan 1, 2011 through Dec 31, 2014 for the City of Detroit.",,,,,,2019-05-30T17:06:47.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/e6a224697f024db3b67a6942afb88dba_0,,,,
47c2822181514dcdbd5a8bc7316736b2_0,07c-01,Legislative Policy Division Reports,,"Research, policy analysis, and general legislative reports provided by the?Legislative Policy Division to?the Detroit City Council.? Reports are in pdf format.For more information see these pages on detroitmi.gov:Legislative Policy DivisionLegislative Policy Division Reports",,,,,,2019-01-29T22:01:27.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/47c2822181514dcdbd5a8bc7316736b2_0,,,,
1528d20710624632bf155fd67b57b963_0,07c-01,Side Lots Sold,,{{default.description}},,,,,,2019-01-18T16:47:54.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/1528d20710624632bf155fd67b57b963_0,,,,
fe2f692918a04c13a6cead436e7eaec9_0,07c-01,Blight Violations,,"Blight Violation Notices (BVN), or Blight Tickets, that have been issued to property owners who have violated City of Detroit ordinances that govern how property owners must maintain the exterior of their property. Blight Tickets are issued by city inspectors, police officers, neighborhood city hall managers and other city officials who investigate complaints of blight and are managed by the Department of Administrative Hearings.",,,,,,2019-12-13T17:57:10.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/fe2f692918a04c13a6cead436e7eaec9_0,,,,
464cf28590764dd69169d8d01428ce90_0,07c-01,Detroit Public Libraries,,"Detroit Public Library (DPL) locations. Data originally sourced from Data Driven Detroit, in partnership with DPL.",,,,,,2018-12-10T20:17:12.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/464cf28590764dd69169d8d01428ce90_0,,,,
b2fb71b191a94703b1fa26ebd0259519_0,07c-01,Pre-sale Inspections,,Presale inspections conducted by BSEED.,,,,,,2020-01-15T18:34:35.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/b2fb71b191a94703b1fa26ebd0259519_0,,,,
7d761dbb2094480a96ab6c9e93f00ecc,07c-01,Detroit Community Health Survey - Report,,"As part of the Detroit Community Health Assessment (CHA) process, the Health Department and community partners worked with the University of Michigan Detroit Metropolitan Area Communities Study (DMACS) team to conduct a representative citywide survey of 1,216 residents to gather relevant information about Detroiters? experiences, perceptions, priorities and aspirations around community health. The survey was implemented in the summer of 2018 and the results of the survey are included here.?The Community Health Assessment report provides a snapshot of health in Detroit using existing data as well as information gathered directly from residents through drawings, photographs, interviews, and a citywide survey.",,,,,,2019-06-03T19:12:25.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/7d761dbb2094480a96ab6c9e93f00ecc,,,,
93580f1b527c4731bbbc057ff1f6b85a_0,07c-01,Vacant Property Registrations,,Vacant property registrations issued by BSEED.,,,,,,2020-01-15T18:29:22.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/93580f1b527c4731bbbc057ff1f6b85a_0,,,,
1bb071e094ee4b059ec1abd36f5f91c8_0,07c-01,DLBA Partner Sales 0,,Properties sold through by the Detroit Land Bank Authority's Partner Sales program.?For more information about the DLBA's sales programs?click here,,,,,,2019-04-30T18:48:03.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/1bb071e094ee4b059ec1abd36f5f91c8_0,,,,
e18cb9364b7b4b56af4b5a9c2e548825_0,07c-01,Waste Manifest Reports,,"Waste Manifest Reports for 
residential and commercial demolition properties provided by the Detroit
 Lank Bank Authority and Detroit Building Authority.",,,,,,2019-10-01T15:19:31.000Z,,,"Detroit, Michigan, United States|Michigan, United States",Michigan,"City of Detroit, Michigan",City of Detroit,http://data.detroitmi.gov/datasets/e18cb9364b7b4b56af4b5a9c2e548825_0,,,,
