,Collection To Add Map To,Image Path,Transcript Path,Notes (page titles),TITLE,ALTERNATIVE TITLE,CREATOR,CONTRIBUTOR,PUBLISHER,DESCRIPTION,CAPTION,ADDITIONAL NOTES,Project Affiliation,DATE OF CREATION,HISTORICAL ERA/PERIOD,ITEM TYPE,ITEM PHYSICAL FORMAT,DIMENTIONS,LOCALLY ASSIGNED SUBJECT HEADINGS,FAST SUBJECT HEADINGS,LANGUAGE,TRANSCRIPTION,TRANSLATION,CITY OR TOWNSHIP,STATE OR PROVINCE,COUNTRY,REGION OR AREA,CONTINENT,Coordinates,PROJECTIONS,SCALE,GEONAMES URI,PARENT COLLECTION NAME,CONTRIBUTING ORGANIZATION,CONTACT INFORMATION,LOCAL RIGHTS STATEMENT,RIGHTS STATEMENT URI,EXPECTED PUBLIC DOMAIN YEAR OF ENTRY,ADDITIONAL RIGHTS INFORMATION,FISCAL SPONSOR,LOCAL IDENTIFIER,BARCODE IDENTIFIER,SYSTEM IDENTIFIER,DLS IDENTIFIER,KALTURA AUDIO IDENTIFIER,KALTURA AUDIO PLAYLIST IDENTIFIER,KALTURA VIDEO IDENTIFIER,KALTURA VIDEO PLAYLIST IDENTIFIER,KALTURA AUDIO/VIDEO PLAYLIST IDENTIFIER,PERSISTENT URL (PURL),UMEDIA ARCHIVE,ATTACHED CHILD,FEATURED IMAGE,OBJECT FILE NAME
6,General Map Collection,G3200 1867 .B4,X632186,,Chart of the world on Mercator's projection,,"Berghaus, Hermann, 1828-1890","Von Stuelpnagel, Johann Friedrich",Perthes (Gotha),,,"Shows various types of federal roads. Pavement types shown by letters.; ""Data corrected to Dec. 31, 1927.""",,1867,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,90 x 143 centimeters,World maps,,English,,,,,,,,"W1800000 E1800000 N0845900 S0850000; (W 180ʻ00'00""--E 180ʻ00'00""/N 84ʻ59'00""--S 85ʻ00'00"")",,"Scale, Mercator's.",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3200 1867 .B4,UMN_BARCODE:X632186,UMN_ALMA:9974084207601701,map10601,,,,,,,,,,
9,General Map Collection,G3201.A1 1924 .U6,31951D03686263N,,[Outline map of the world] : route round the world flight,,United States. Army Air Forces,,"Air Service (Washington,  D.C)",,,"Includes tables of divisions and supply bases.; ""Base: U.S. Hydrographic Chart.""; ""Rep. sect. Nov 1924 S.5.No.249""",,1924,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,41 x 52 centimeters,"United States; Military bases; World maps, Outline and base",,English,,,,,,,,"W1800000 E1800000 N0845900 S0850000; (W 180ʻ00'00""--E 180ʻ00'00""/N 84ʻ59'00""--S 85ʻ00'00"")",,"Scale 1:57,024,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3201.A1 1924 .U6,UMN_BARCODE:31951D03686263N,UMN_ALMA:9974774306201701,map10602,,,,,,,,,,
13,General Map Collection,G3201.P1 1874 .W67,31951D039092079,,Europe and North America on Mercator's projection,,,,(publisher location not identified),,,Relief shown by hachures and contours.; Shows telegraph and railroad routes.,,1874,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"47 x 87 centimeters, on sheet 69 x 105 centimeters",,,English,,,,,,,,"W1674000 E0395300 N0832000 N0202400; (W 167°40'00""--E 39°53'00""/N 83°20'00""--N 20°24'00"")",,Scale not given,,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3201.P1 1874 .W67,UMN_BARCODE:31951D039092079,UMN_ALMA:9974841586201701,map10603,,,,,,,,,,
21,General Map Collection,G3270 1628 .J3,31951D03686920D,,Septentrionalium Terrarum descript,Polus Arcticus,"Jansson, Jan, 1588-1664",,(Amsterdam),,,"Relief shown pictorially.; Polar projection map of the Arctic region.; ""Polus Arcticus"" centered above top border.; Latin on recto.; German text on verso.; In upper right of recto: 5.; In upper left of verso: 6.; Place and year of publication provided by dealer.",,1628,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"14.5 x 20.5 centimeters, on sheet 18.5 x 24 centimeters",,,Latin,,,,,,,,"W0072200 E0322100 N0845600 N0775400; (W 7°22'00""--E 32°21'00""/N 84°56'00""--N 77°54'00"")",,Scale not given.,,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1628 .J3,UMN_BARCODE:31951D03686920D,UMN_ALMA:9976156488101701,map10604a; map10604b,,,,,,,,,,
22,General Map Collection,G3270 1640 .J3,31951D036869091,,Nova et accurata poli Arctici et terrarum circum iacentium descriptio,,"Jansson, Jan, 1588-1664",,Ioannem Iansonium (Amstelodami),,,"Shows polar regions.; Two cartouches. One cartouche includes two Eskimos, a bear, and foxes.; ""IV"" in upper right corner of map.; Copy 2 in: Jansson, Jan. Novus atlas absolutissimus. Amsterdam. 1647-1662. Vol. 1.; Copy 3 in: Jansson, Jan. Novus atlas absolutissimus. Amsterdam. 1647-1662. Vol. 9, no. 47.; Copy 4, colored, in: Jansson, Jan. Joannis Janssonii Atlantis majoris. Amsterdam. [1657]. Vol. 9, no. 45.; Copy 5, outline color, in: Jansson, Jan. Nouvel atlas. Amsterdam. 1658. Vol. 5, no. 51.; Copy 6 in: Visscher, Nicolaes. Atlas minor. Amsterdam. 1684. Page 3.",,1640?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,41 x 53 centimeters,,,Latin,,,,,,,,W1800000 E1800000 N0900000 N0450000; (W 180°--E 180°/N 90°--N 45°),,"Scale approximately 1:14,000,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1640 .J3,UMN_BARCODE:31951D036869091,UMN_ALMA:9976156487901701,map10605,,,,,,,,,,
23,General Map Collection,G3270 1645 .B5,31951D03686910G,,Regiones sub Polo Arctico,Regiones svb Polo Arctico,"Blaeu, Willem Janszoon, 1571-1638","Backer, Guilielmo; Blaeu, Joan, 1596-1673; Blaeu, Willem Janszoon, 1571-1638",Willem Janszoon Blaeu (Amsterdam),,,"includes a decorative cartouche, decorative scale of miles, coat of arms and dedication to Guilielmo Backer de Corneliis by Joh. Blaeu.; French text on verso.; From: Appendice de la I & II partie du Theatre du monde ou Nouvel atlas ... Amsterdami : Apud G. et I. Blaue, 1638-1640.",,1645,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"40 x 52 centimeters, on sheet 51 x 60 centimeters",,,Latin,,,,,,,,W1800000 E1800000 N0900000 N0500000; (W 180°00ʹ--E 180°00ʹ/N 90°00ʹ--N 50°00ʹ),,"Scale approximately 1:15,000,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1645 .B5,UMN_BARCODE:31951D03686910G,UMN_ALMA:9976156487501701,map10606a; map10606b,,,,,,,,,,
24,General Map Collection,G3270 1676 .W5,31951D036869083,,"Poli Arctici, et circumiacentium terrarum descriptio novissima",,"Wit, Frederik de","Wit, Frederik de",By Frederick de Wit in de Calverstraet aen den Dam in Witte Pascaert (Gedruckt 't Amsteldam),,,"Relief shown pictorially.; Publication date from Burden.; Includes decorative cartouches and illustrations of whaling in margins.; ""55"" in ink in upper right border.; Historic Maps copy varies slightly from copy described by Kershaw.; From: Atlas [Zeekarten]. Tot Amsterdam : bij Frederick de Wit in de Calverstraet bij den Dam inde Witte Paskaert, [1676?].",,1676?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"42 centimeters in diam., on sheet 53 x 62 centimeters",Whaling; 17th century,,Latin,,,,,,,,W1800000 E1800000 N0900000 N0500000; (W 180°--E 180°/N 90°--N 50°),,"Scale approximately 1:21,000,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1676 .W5,UMN_BARCODE:31951D036869083,UMN_ALMA:9976156485501701,map10607,,,,,,,,,,
26,General Map Collection,G3270 1827 .V3,X274148,Sheet 1,"[North American maps from the Atlas universal de géographie physique, politique, statistique et minéralogique]",,"Vandermaelen, Philippe, 1795-1869",,(Brussels),,,"Title supplied by cataloger.; Relief shown by hachures.; From the author's Atlas universal de géographie physique, politique, statistique et minérologique. 1827.",,1827,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,47 x 56 centimeters or smaller,,,French,,,,,,,,"E1574300 E0654000 N0835900 N0511000; (E 157°43'00""--E 65°40'00""/N 83°59'00""--N 51°10'00"")",,"Scale 1:1,641,836.",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1827 .V3,UMN_BARCODE:X274148,UMN_ALMA:9973319190901701,map10608,,,,,,,,,,
26,General Map Collection,G3270 1827 .V3,X274149,Sheet 2,"[North American maps from the Atlas universal de géographie physique, politique, statistique et minéralogique]",,"Vandermaelen, Philippe, 1795-1869",,(Brussels),,,"Title supplied by cataloger.; Relief shown by hachures.; From the author's Atlas universal de géographie physique, politique, statistique et minérologique. 1827.",,1827,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,47 x 56 centimeters or smaller,,,French,,,,,,,,"E1574300 E0654000 N0835900 N0511000; (E 157°43'00""--E 65°40'00""/N 83°59'00""--N 51°10'00"")",,"Scale 1:1,641,836.",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1827 .V3,UMN_BARCODE:X274149,UMN_ALMA:9973319190901701,map10609,,,,,,,,,,
26,General Map Collection,G3270 1827 .V3,X274150,Sheet 3,"[North American maps from the Atlas universal de géographie physique, politique, statistique et minéralogique]",,"Vandermaelen, Philippe, 1795-1869",,(Brussels),,,"Title supplied by cataloger.; Relief shown by hachures.; From the author's Atlas universal de géographie physique, politique, statistique et minérologique. 1827.",,1827,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,47 x 56 centimeters or smaller,,,French,,,,,,,,"E1574300 E0654000 N0835900 N0511000; (E 157°43'00""--E 65°40'00""/N 83°59'00""--N 51°10'00"")",,"Scale 1:1,641,836.",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1827 .V3,UMN_BARCODE:X274150,UMN_ALMA:9973319190901701,map10610,,,,,,,,,,
26,General Map Collection,G3270 1827 .V3,X274151,Sheet 6,"[North American maps from the Atlas universal de géographie physique, politique, statistique et minéralogique]",,"Vandermaelen, Philippe, 1795-1869",,(Brussels),,,"Title supplied by cataloger.; Relief shown by hachures.; From the author's Atlas universal de géographie physique, politique, statistique et minérologique. 1827.",,1827,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,47 x 56 centimeters or smaller,,,French,,,,,,,,"E1574300 E0654000 N0835900 N0511000; (E 157°43'00""--E 65°40'00""/N 83°59'00""--N 51°10'00"")",,"Scale 1:1,641,836.",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1827 .V3,UMN_BARCODE:X274151,UMN_ALMA:9973319190901701,map10611,,,,,,,,,,
26,General Map Collection,G3270 1827 .V3,X274152,Sheet 7,"[North American maps from the Atlas universal de géographie physique, politique, statistique et minéralogique]",,"Vandermaelen, Philippe, 1795-1869",,(Brussels),,,"Title supplied by cataloger.; Relief shown by hachures.; From the author's Atlas universal de géographie physique, politique, statistique et minérologique. 1827.",,1827,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,47 x 56 centimeters or smaller,,,French,,,,,,,,"E1574300 E0654000 N0835900 N0511000; (E 157°43'00""--E 65°40'00""/N 83°59'00""--N 51°10'00"")",,"Scale 1:1,641,836.",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G3270 1827 .V3,UMN_BARCODE:X274152,UMN_ALMA:9973319190901701,map10612,,,,,,,,,,
