Title,Description,Originator,Date_Issued,Geom_type,West,East,North,South,Format,Keywords
"BACTERIA_MONITORING_EPA_IN: Bacteria Monitoring Stations and Data Summaries in Indiana,
Derived from EPA BASINS 3 (United States Environmental Protection Agency, 1:45,000, Point Shapefile)","BACTERIA_MONITORING_EPA_IN is a point shapefile developed by the USEPA BASINS 3.0 program and
edited by Bernardin, Lochmueller and Associates.  Joinable tables must be utilized to access
readings at specific stations for specific parameters. Tables are 5 year summaries of station
data.  Points represent monitoring stations within Indiana as well as within 0.5 miles of the
state boundary.
US Environmental Protection Agency BASINS metadata reports -

""This data set provides a location map in ARCVIEW Shapefile format of selected water quality
monitoring stations for 10 bacteria-related parameters. The stations and the monitoring data
are extracted from the U.S. EPA Storage and Retrieval of US Waters Parametric Data (STORET)
which is contributed to by a number of organizations including federal, state, interstate
agencies, universities, contractors, individuals and water laboratories. Data updates to STORET
area performed weekly. Each provider of data is responsible for the data it submits to STORET.
The geographic coordinates for monitoring stations were obtained using USGS 1:24,000 - 1:100,000-scale
topographic map (depending on map availability).""","(compiler and editor): Bernardin, Lochmueller and Associates",20030501,Point,-88.0157,-86.8562,38.5276,37.3724,ArcView version 3.x shapefile format,"[u'inlandWaters', u'\nTheme Theme_Keyword_Thesaurus\nPlace Place_Keyword_Thesaurus\n']"
"BROWNFIELDS_IDEM_IN: Brownfield Locations in Indiana (Indiana Department of Environmental Management, Point Shapefile)","BROWNFIELDS_IDEM_IN is a point shapefile that contains brownfield locations in Indiana, provided by personnel of Indiana Department of
Environmental Management, Office of Land Quality (IDEM, OLQ) as of January 4, 2005 and subsequently updated on April 25, 2005, July 27,
2006, January 24, 2007, June 4, 2009, April 16, 2010, June 25, 2013, and February 25, 2015. The data set provided by IDEM was in an
Esri geodatabase format and the feature class was named ""BROWNFIELDS.""

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile BROWNFIELDS:

""Indiana defines a brownfield site as a parcel of real estate that is abandoned or inactive; or may not be operated at its
appropriate use; and on which expansion, redevelopment, or reuse is complicated; because of the presence or potential
presence of a hazardous substance, a contaminant, petroleum, or a petroleum product that poses a risk to human health
and the environment.

As our undeveloped land continues to disappear, we recognize the need to redevelop and reuse land that may have viable
buildings and infrastructure already present.  The existence of buildings and infrastructure, and access to transportation
resources can lower the costs to a potential developer.  Redevelopment of brownfields properties benefits communities by
rejuvenating vacant buildings, increasing the tax base and reducing blight.  Because the potential environmental liability
at these properties is unknown, prospective purchasers are unwilling to assume the risk of undetermined potential cleanup
costs.  Thus, the properties remain idle.  In response to these issues the IDEM, in conjunction with the Indiana
Development Finance Authority,and the Indiana Department of Commerce offers financial assistance in the form of
grants and low-interest loans for site assessment, remediation, and demolition.  The IDEM provides assistance by
performing technical oversight and review.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-87.567019,-84.828742,41.752277,38.076905,"Esri ArcGIS version 10.3 shapefile format, approximately 231 Kb Microsoft Windows 7 Enterprise, ESRI ArcCatalog 10.3","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'brownfield', u'global positioning system (GPS)', u'geographic information system (GIS)']"
"CLEANUP_SITES_IDEM_IN: Cleanup Sites in Indiana (Indiana Department of Environmental Management, Point Shapefile)","CLEANUP_SITES_IDEM_IN is a point shapefile that contains locations of cleanup sites in Indiana, provided by personnel of Indiana Department of Environmental
Management, Office of Land Quality (IDEM, OLQ) as of June 4, 2009 and subsequently updated on October 20, 2009, April 16, 2010, June 23, 2013, and February 25, 2015.
The data set provided by IDEM was in an Esri geodatabase format and the feature class was named ""STATE_CLEANUP.""

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile STATE_CLEANUP:

""State Cleanup sites that are on the Commissioners Bulletin or referred remedial response locations or other IDEM programs that require mitigation of risk
to human health and the environment through investigation, remediation or institutional controls.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-87.461125,-85.862001,41.619990,39.186719,"Esri ArcGIS version 10.3 shapefile format, approximately 452 Kb, Microsoft Windows 7 Enterprise, Service Pack 1, Esri ArcCatalog 10.3","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'access point', u'immediate removal program', u'RISC', u'remediation', u'petroleum releases', u'hazardous substance', u'National Contingency Plan (NCP)', u'petroleum terminals', u'refineries', u'abandoned landfill', u'dry-cleaner', u'underground storage tanks', u'lead smelting', u'industrial waste', u'managed site']"
"INSTITUTIONAL_CONTROLS_IDEM_IN.SHP: Institutional Control Sites in Indiana (Indiana Department of Environmental Management, Polygon Shapefile)","INSTITUTIONAL_CONTROLS_IDEM_IN is a polygon shapefile that contains Institutional Control (IC) site locations in Indiana, provided by
personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of March 17, 2009 and subsequently
updated on June 4, 2009, August 12, 2009, October 20, 2009, November 18, 2009, December 16, 2009, April 16, 2010, December 12, 2011,
February 20, 2012, April 10, 2012, January 9, 2013, April 5, 2013, June 5, 2013, August 7, 2013, December 5, 2013, May 13, 2014,
September 16, 2014, and February 25, 2015. The data set provided by IDEM was in an ESRI shapefile format and was named
""OLQ_INSTITUTIONAL_CONTROLS_IN.SHP."" INSTITUTIONAL_CONTROLS_IDEM_IN.SHP is attributed with facility names, identification numbers,
restriction descriptions, and a list of chemical contaminants.

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile named ""OLQ_INSTITUTIONAL_CONTROLS_IN.SHP"":

""Institutional Control (IC) polygons were created by Coordinate Geometry (COGO) from recorded Environmental
Restrictive Covenants (ERCs) and other Institutional Controls (ICs) mandated by the Indiana Department of Environmental
Management.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,GT-polygon composed of chains,-87.653582,-84.760578,41.742793,37.916998,"ESRI ArcGIS version 10.2, approximately 2.6 Mb","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'regulated facility', u'managed site', u'Coordinate Geometry (COGO)', u'Contaminants of Concern', u'Environmental Restrictive Covenant (ERC)', u'Institutional Control (IC)', u'remediation']"
"MANUFACTURED_GAS_PLANTS_IDEM_IN: Manufactured Gas Plants in Indiana
(Indiana Department of Environmental Management, Point Shapefile)","MANUFACTURED_GAS_PLANTS_IDEM_IN is a point shapefile that contains locations of manufactured gas plants (MGPs)
in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ)
as of June 4, 2009 and subsequently updated on October 20, 2009, and April 16, 2010. The data set provided by IDEM was
in an ESRI geodatabase format and the feature class was named ""MGPs.""

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile MGPs:

""MGPs produced gas for lighting, heating, and cooking from the 1850s to the 1940s.  In addition to producing the desired product,
gas, numerous toxic by-products (such as tars and purifier wastes) were often stored in subsurface structures or disposed of in
the dump areas at the site.  Significant amounts of contamination usually occurred at these sites due to the nature of gas production
and poor housekeeping.  MGPs productions decreased and were phased out in the 1940s due to the increase network of natural gas
pipelines across the country.  These plants were decommissioned by razing the building but leaving subsurface structures and wastes
in place.  There are at least 74 known former MGPs in Indiana.""","Indiana Department of Environmental Management, Office of Land Quality",20100416,Point,-87.461125,-85.862001,41.619990,39.186719,"ESRI ArcGIS version 9.3.1.3000 shapefile format, approximately 45 Kb
Microsoft Windows Vista Version 6.0 (Build 26001) Service Pack 1, ESRI ArcCatalog 9.3.1.3000","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'access point', u'manufactured gas plant', u'Syngas', u'gasification', u'coal', u'chemicals of concern', u'RISC', u'energy', u'power company', u'subsurface pits', u'energy', u'contamination', u'managed site']"
"SUPERFUND_IDEM_IN: Superfund Program Facilities in Indiana (Indiana Department of Environmental Management, Point Shapefile)","SUPERFUND_IDEM_IN is a point shapefile that contains GPS-located Superfund Program facility locations in Indiana, provided by personnel of Indiana
Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently updated on January 14, 2003,
July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, April 16, 2010, June 25, 2013, and
February 25, 2015. The data set provided by IDEM was in an Esri geodatabase format and the feature class was named ""SUPERFUND."" SUPERFUND_IDEM_IN
is attributed with facility identifications, federal identification numbers, and addresses. Facility information and locational coordinates
for state programs were provided by the Federal Cleanup, Superfund, & NRDA section, Office of Land Quality, Indiana Department of Environmental Management.

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile SUPERFUND:

""This project is the first phase in the creation of a base locational data set to establish Geographic Information Systems
as an integral part of data management for the Superfund program. Envrionmental Project Managers were trained in techniques
and proper use of Global Positioning Systems.

Trained staff then went into the field and collected GPS information at managed sites. This information was
then brought back to the office, processed, and QA/QC'd before being deposited in a central archive.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-87.523572,-85.053059,41.723690,38.677804,"Esri ArcGIS version 10.3 shapefile format, approximately 25 Kb, Microsoft Windows 7 Enterprise, Service Pack 1, Esri ArcCatalog 10.3","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'Superfund Program', u'Superfund', u'Resource Conservation and Recovery Act (RCRA)', u'global positioning system (GPS)', u'access point', u'managed site', u'regulated facility', u'contamination', u'water quality', u'hazard']"
"VRP_SITES_IDEM_IN: Voluntary Remediation Program Sites in Indiana (Indiana Department of Environmental Management, Point Shapefile)","VRP_SITES_IDEM_IN is a point shapefile that contains Voluntary Remediation Program site locations in Indiana, provided
by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ)
as of August 16, 2002 and subsequently updated on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005,
April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, October 20, 2009, April 16, 2010, June 25, 2013, and February 25, 2015.
The data set provided by IDEM was in an ESRI geodatabase format and the feature class was named ""VRP_SITES."" VRP_SITES_IDEM_IN is attributed
with facility names and federal identification numbers. Facility information and locational coordinates for state programs
were provided by the Voluntary Remediation Program within the Office of Land Quality, Indiana Department of Environmental Management.

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile VRP_SITES:

""This project is the first phase in the creation of a base locational data set to establish Geographic Information
Systems as an integral part of data management for the Voluntary Remediation Program section. Environmental
Project Managers were trained in techniques and proper use of Global Positioning Systems.  Trained staff then
went into the field and collected GPS information at managed sites. This information was then brought back
to the office, processed, and QA/AC'd before being deposited in a central archive.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-87.936856,-84.773439,41.758930,37.881357,"ESRI ArcGIS version 10.3 shapefile format, approximately 176 Kb, Microsoft Windows 7 Enterprise, Service Pack 1, ESRI ArcCatalog 10.3","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'Voluntary Remediation Program (VRP)', u'global positioning system (GPS)', u'access point', u'managed site', u'regulated facility', u'contamination', u'water quality', u'hazard']"
"SOILS_SSURGO_USDA_IN.GDB: Soil Survey Geographic (SSURGO) Database for Indiana, 2015 (U.S. Department of Agriculture, 1:12,000, Esri File Geodatabase)","The following is excerpted from information provided by the U.S.D.A., N.R.C.S.:

""This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey.
The information was prepare by digitizing maps, by compiling information onto a planimetrically correct base and digitizing, or by revising digitized maps
using remotely sensed and other information.

""This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include
a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be
cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features
too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units
are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their
properties.""","Natural Resources Conservation Service, U.S. Department of Agriculture (Data creator)",20150126,G-polygon,-88.160930,-84.687881,41.781145,37.755279,"ESRI ArcGIS 10.2, Esri polygon shapefile, Approximately 4.0 Gb","[u'environment', u'geoscientificInformation', u'farming', u'Indiana Geological Survey (IGS)', u'United States Department of Agriculture (USDA)', u'Natural Resources Conservation Service (NRCS)', u'National Cooperative Soil Survey', u'National Cartography and Geospatial Center (NCGC)', u'Soil Data Mart', u'soil survey', u'soil', u'Soil Survey Geographic', u'SSURGO']"
"SOILS_PRIMEFARM_HYDRIC_STATSGO_IN: Percentage of Prime Farmland and Percentage of
Hydric Soil in Soil Associations in Indiana. (U.S. Dept. of Agriculture, 1:250,000,
Polygon Shapefile)","Prime farmland and Hydric soil percentages were calculated by summarizing
the component table associated with each soil map unit featured.  Shapefile
features are soil map units, and can only give a percentage of prime farmland
or hydric soils occuring within them.  The actual boundary of specific prime
farmland or hydric soils is NOT shown in the features.

Natural Resources Conservation Service, STATSGO metadata reports-

""This data set is a digital general soil association map developed by the
National Cooperative Soil Survey. It consists of a broad based inventory
of soils and nonsoil areas that occur in a repeatable pattern on the
landscape and that can be cartographically shown at the scale mapped.
The soil maps for STATSGO are compiled by generalizing more detailed
soil survey maps. Where more detailed soil survey maps are not available,
data on geology, topography, vegetation, and climate are assembled,
together with Land Remote Sensing Satellite (LANDSAT) images. Soils of like
areas are studied, and the probable classification and extent of the
soils are determined.""","(Creation: U.S. Department of Agriculture, Natural Resources
Conservation Service)",20021201,GT-polygon composed of chains,-88.0157,-86.8562,38.5276,37.3724,ESRI ArcView 3.x,"[u'Soils', u'General Soils Map', u'State Soil Geographic (STATSGO)', u'STATSGO', u'Prime Farmland', u'Farmland', u'Farm', u'Hydric', u'Wetland', u'Map Unit', u'Natural Resources Conservation Service (NRCS)', u'U.S. Dept. of Agriculture (USDA)', u'farming']"
"SOILS_STATSGO_SHRINK_SWELL_IN: Shrink-Swell Characteristics of Soils
in Indiana, Derived from STATSGO (Indiana Geological Survey, 1:250,000,
Polygon Shapefile)","The 1994 State Soil Geographic (STATSGO) database for Indiana, obtained
from the U.S. Department of Agriculture (USDA), Natural Resources Conservation Service (NRCS),
was used to create SOILS_STATSGO_SHRINK_SWELL_IN showing the shrink-swell characteristics
of soils in Indiana.
The most restrictive shrink-swell characteristic of the soil layer was used to
represent the component soil. The component soil values were then
assigned to a map unit based on the percentage of that component soil
in the map unit. A category was calculated for the map unit based on the
most restrictive category at the 70th percentile of the map unit.",Indiana Geological Survey,20020418,GT-polygon composed of chains,-88.1607,-84.6882,41.7753,37.7554,"Windows NT version 4.0, ESRI ArcView 3.2 shapefile format, approximately 4.86 Mb","[u'geoscientificInformation', u'STATSGO', u'State Soil Geographic Database', u'USDA', u'U.S. Department of Agriculture', u'NRCS', u'Natural Resources Conservation Service', u'Soil Conservation Service', u'SCS', u'soil', u'shrink', u'swell', u'shrink swell', u'Indiana Geologcial Survey', u'IGS', u'soil science']"
"SOILS_STATSGO_IN: Soil Associations in Indiana (U.S. Dept. of
Agriculture, 1:250,000, Polygon Shapefile)","Natural Resources Conservation Service, STATSGO metadata reports-

""This data set is a digital general soil association map developed by the
National Cooperative Soil Survey. It consists of a broad based inventory
of soils and nonsoil areas that occur in a repeatable pattern on the
landscape and that can be cartographically shown at the scale mapped.
The soil maps for STATSGO are compiled by generalizing more detailed
soil survey maps. Where more detailed soil survey maps are not available,
data on geology, topography, vegetation, and climate are assembled,
together with Land Remote Sensing Satellite (LANDSAT) images. Soils of like
areas are studied, and the probable classification and extent of the
soils are determined.""","(Creation: U.S. Department of Agriculture, Natural Resources
Conservation Service)",200212,GT-polygon composed of chains,-88.1607,-84.6882,41.7753,37.7554,ESRI ArcView 3.x,"[u'Soils', u'General Soils Map', u'State Soil Geographic (STATSGO)', u'Map Unit', u'Natural Resources Conservation Service (NRCS)', u'farming']"
"UST_IDEM_IN: Underground Storage Tanks in Indiana (Indiana Department of Environmental Management, Point Shapefile)","UST_IDEM_IN is a point shapefile that contains regulated underground storage tank locations (including leaking underground storage tanks) in Indiana,
provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently
updated on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, April 16, 2010,
June 25, 2013, and February 25, 2015. The data set provided by IDEM was in an Esri geodatabase format and the feature class was named UST_SITES.
UST_IDEM_IN is attributed with facility identifications, federal identification numbers, an attribute delineating which tanks are leaking, and addresses.
Facility information and locational coordinates for state programs were provided by the Underground Tank Group within the Office of Land Quality, Indiana
Department of Environmental Management.

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile named UST_SITES:

""The Underground Storage Tank (UST) program is responsible for registering all regulated underground storage tanks and assures
that all regulated underground storage tanks meet Indiana's requirements for release detection, spill and overflow prevention
and corrosion protection, and to insure that tanks not meeting those requirements are properly closed. The UST program also
assures that these protection systems are operated and maintained properly. Regulated underground storage tanks are those USTs
that have 10% or more of the tank and piping buried beneath the ground and contain a regulated substance, which includes either
petroleum products or hazardous substances.

Trained staff then went into the field and collected GPS information at managed sites as part of the daily inspection/management
process. This information was then brought back to the office, processed, and QA/AC'd before being deposited in acentral archive.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-88.011094,-84.737700,41.767865,37.821575,"Esri ArcGIS version 10.3 shapefile format, approximately 7.75 Mb, Microsoft Windows 7 Enterprise, Service Pack 1, Esri ArcCatalog 10.3","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'underground storage tank (UST)', u'leaking underground storage tank (LUST)', u'storage tank', u'Resourse Conservation Recovery Act (RCRA)', u'global positioning system (GPS)', u'access point', u'managed site', u'regulated facility', u'point source', u'contamination', u'water quality', u'hazard']"
"COAL_COMBUSTION_WASTE_IMPOUNDMENTS_INSPECTED_IDEM_IN: Inspected Coal Combustion Waste Impoundments in Indiana (Indiana Department of
Environmental Management, Polygon Shapefile, 1:5,000)","COAL_COMBUSTION_WASTE_IMPOUNDMENTS_INSPECTED_IDEM_IN.SHP is a polygon shapefile that contains coal combustion waste impoundmentes (CCW) in Indiana
that have been inspected by the U.S. Environmental Protection Agency (US EPA), provided by personnel of Indiana Department of Environmental Management,
Office of Land Quality (IDEM, OLQ) as of November 13, 2015. The data set provided by IDEM was in an Esri personal database format and was named
""Coal_Combustion_Waste_20151113.MDB"" that contained a polygon feature class named ""INSPECTED_CCW_IMPOUNDMENTS.""
COAL_COMBUSTION_WASTE_IMPOUNDMENTS_INSPECTED_IDEM_IN.SHP is attributed with observations by IDEM staff and information found in US EPA contracted
reports about the structural integrety and hazard potential some of the impoundment dams.

The following is excerpted from the metadata provided by IDEM, OLQ for the source feature class INSPECTED_CCW_IMPOUNDMENTS:

""CCW impoundments were digitized by IDEM staff from aerial photo-interpretation. This was done in response to the CCW impoundment
failure at the TVA/Kingston coal burning electric generating facility during December of 2008, and IDEM's recognition of the need
to know the precise locations of these waste features, and what impacts similar failures may have on the Indiana landscape. Also
in response to this failure, US EPA initiated a nationwide program assessing the structural integrety and safety of CCW impoundments.
US EPA contracted for inspections of these facilities, and information from the reports of Indiana facilities are included in the IDEM
developed attributes of these features. The attributes, information about the features in tabular format, were compiled from information
taken from the published reports of impoundment inspections done by US EPA contracted firms, and notes from IDEM field inspections, as
well as observations made by IDEM GIS staff as the features were digitally mapped. The qualitative and quatitative attributes provide
information of impoundment size, capacity, dike/dam hazard potential, types of waste placed in the impoundment, owner, facility name,
impoundment use, and field observations by IDEM inspectors and USEPA contrated specialists.

""The USEPA contracted nation wide reports are found: http://www3.epa.gov/epawaste/nonhaz/industrial/special/fossil/surveys2/index.htm#_ga=1.5580723.182041078.1443707387

""From the EPA reports: 'A CCW management unit is defined as a surface impoundment or similar diked or bermed management unit or management
units designated as landfills that receive liquidborne material and are used for the storage or disposal of residuals or by-products from
the combustion of coal, including, but not limited to, fly ash, bottom ash, boiler slag, or flu gas emission control residuals. Management
units also include inactive impoundments that have not been formally closed in compliance with applicable federal or state
closure/reclamation regulations.'""","Indiana Department of Environmental Management, Office of Land Quality",20151113,GT-polygon composed of chains,-87.653582,-84.760578,41.742793,37.916998,"Esri ArcGIS version 10.3, approximately 2.94 Mb","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'regulated facility', u'managed site', u'coal combustion waste (CCW)', u'Coal Combustion Residuals (CCR)', u'Coal Burning Public Electric Generating Facility', u'Fossil Fuel Waste', u'Impoundment', u'industrial waste', u'bottom ash', u'boiler slag', u'fly ash', u'flu gas desulpherization (FGD)', u'special waste', u'AB Brown', u'Bailly', u'Cayuga', u'Clifty Creek', u'DH Mitchel', u'Eagle Valley', u'Edwardsport', u'FB Culley', u'Frank E Ratts', u'Gallagher', u'Gibson', u'Harding Street', u'Michigan City', u'Petersburg', u'Rockport', u'Schahfer', u""Tanner's Creek"", u'Wabash']"
"COMPOSTING_FACILITIES_IDEM_IN: Composting Facilities in Indiana
(Indiana Department of Environmental Management, Point Shapefile)","COMPOSTING_FACILITIES_IDEM_IN is a point shapefile that contains composting facility locations
in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ)
as of August 16, 2002 and subsequently updated on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005,
April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, October 20, 200, and April 16, 2010. The data set provided by IDEM
was in an ESRI geodatabase format and the feature class was named ""COMPOSTING_FACILITIES.""

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile COMPOSTING_FACILITIES:

""This dataset consists of Composting Facilities - leaf, limb, or grass collection sites where a compost product is
created, as defined by IC 13-20-10 of the Indiana Code.""","Indiana Department of Environmental Management, Office of Land Quality",20100416,Point,-87.461125,-85.862001,41.619990,39.186719,"ESRI ArcGIS version 9.3.1.3000 shapefile format, approximately 46 Kb
Microsoft Windows Vista Version 6.0 (Build 26001) Service Pack 1, ESRI ArcCatalog 9.3.1.3000","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'access point', u'facility', u'managed site', u'solid waste', u'compost', u'composting']"
"WASTE_DISPOSAL_STORAGE_HANDLING_IDEM_IN: Waste Site Locations for Disposal, Storage and Handling of Solid Waste and Hazardous Waste
in Indiana (Indiana Department of Environmental Management, Point Shapefile)","WASTE_DISPOSAL_STORAGE_HANDLING_IDEM_IN is a point shapefile that contains waste site locations for the disposal, storage, and
handling of solid and hazardous waste in Indiana. It was provided by personnel of Indiana Department of Environmental Management,
Office of Land Quality (IDEM, OLQ) as of June 25, 2013 and subsequently updated on February 25, 2015. The data set provided by IDEM
was in an Esri geodatabase format, and the feature class was named WasteD_S_H_SWHW. WASTE_DISPOSAL_STORAGE_HANDLING_IDEM_IN is attributed
with facility identifications, federal identification numbers, IDEM managing program and sub-program codes, and site names. Facility
information and locational coordinates for state programs were provided by the Solid Waste Compliance Section, Office of Land Quality,
Indiana Department of Environmental Management.

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile named WasteD_S_H_SWHW:

""This project is the first phase in the creation of a base locational data set to establish Geographic Information Systems
as an integral part of Solid Waste facilities for the Indiana Department of Environmental Management. Inspectors and
Environmental Project Managers were trained in techniques and proper use of Global Positioning Systems.  Solid Waste
Complicance Inspectors then went into the field and collected GPS information at managed sites as part of the daily
inspection/management of Solid Waste sites.  This information was then brought back to the office, processed, and
QA/AC'd before being deposited in a central archive.  The data set also includes address-matched and map-interpolated
locations.  These are being upgraded to GPS locations as time allows.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-87.962514,-84.769168,41.752280,37.891513,"Esri ArcGIS version 10.3 shapefile format, approximately 1.21 Mb Microsoft Windows 7 Enterprise, Service Pack 1, Esri ArcCatalog 10.3","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'access point', u'managed site', u'regulated facility', u'solid waste', u'hazardous waste', u'recycling', u'medical waste', u'material recovery', u'open dump', u'clean fill', u'sanitary waste', u'surface impoundment', u'lagoon', u'Alternate fuel', u'confinded feeding operation (CFO)', u'transfer station', u'processing facility', u'municipal solid waste landfill', u'non-municipal solid waste landfill', u'construction demolition site', u'permitted incinerator', u'restricted waste site', u'landfill', u'point source', u'hazard', u'water quality', u'contamination']"
"WASTE_INDUSTRIAL_IDEM_IN: Industrial Waste Sites in Indiana (Indiana Department of Environmental Management, Point Shapefile)","WASTE_INDUSTRIAL_IDEM_IN is a point shapefile that contains industrial waste site locations in Indiana, provided by personnel of Indiana
Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently updated on January 14, 2003,
July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, April 16, 2010, June 25, 2013, and
February 25, 2015. The data set provided by IDEM was in an Esri geodatabase format and the feature class was named INDUSTRIAL_WASTE.
WASTE_INDUSTRIAL_IDEM_IN is attributed with facility identification numbers, federal identification numbers, and addresses. Facility information
and locational coordinates for state programs were provided by the Industrial Waste Section, Compliance and Response Branch, Office of Land Quality,
Indiana Department of Environmental Management.

The following is excerpted from the metadata provided by IDEM, OLQ for the source feature class INDUSTRIAL_WASTE:

""This project is the first phase in the creation of a base locational data set to establish Geographic Information Systems as
an intergral part of data management for the Indiana Department of Environmental Management.  This set consists of known sites
with Industrial Waste. Industrial Waste Compliance GPS Points locate the entrance to facilities that generate and/or manage
hazardous waste, non-hazardous industrial waste, and solid waste. The majority of the points collected are Large Quantity
Generators (LQGs). Treatment Storage and Disposal facilities (TSDs) are also being collected. Occasionally, a Small Quantity
Generator (SQG) or Conditionally Exempt Small Quantity Generator (CESQG) GPS points may be collected if the location has
significant environmental issues.

GPS data is collected, with portable GPS equipment, by Industrial Waste Compliance staff during scheduled compliance
Inspections. GPS points may also be logged at nearby LQGs when the compliance inspector is conducting other compliance
work in the area.

TSD - Treatment Storage and Disposal Facility is a facility that may treat, store, and /or dispose hazardous waste. The facility
is usually also a generator of hazardous waste.

LQG - Large Quantity Generator is a facility that generates more than 1,000 Kilograms (2,200lbs.) of hazardous waste per month.

SQG - Small Quantity Generator is a facility that generates less than 1,000 Kilograms (2,000 lbs.) but more than 100 Kilograms
(220 lbs.) of hazardous waste per month.

CESQG - Conditionally Exempt Small Quantity Generator is a facility that generates less than 100 Kilograms (220 lbs.) of hazardous
waste per month.

Industrial Waste site inspectors were trained in techniques and proper use of Global Positioning Systems.  Trained staff then went
into the field and collected GPS information at managed sites.  This information was then brought back to the office, processed,
and QA/QC'd before being deposited in a central archive.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-88.037839,-84.754629,41.758207,37.867661,"Esri ArcGIS version 10.3 shapefile format, approximately 4.4 Mb, Microsoft Windows 7 Enterprise, Service Pack 1, Esri ArcCatalog 10.3","[u'environment', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'access point', u'managed site', u'regulated facility', u'solid waste', u'transfer station', u'processing facility', u'municipal solid waste landfill', u'non-municipal solid waste landfill', u'construction demolition site', u'permitted incinerator', u'restricted waste site', u'landfill', u'industrial waste', u'point source', u'hazard', u'water quality', u'contamination']"
